name,url,language,created_since,updated_since,contributor_count,org_count,commit_frequency,recent_releases_count,updated_issues_count,closed_issues_count,comment_frequency,dependents_count,criticality_score
github-updater,https://github.com/afragen/github-updater,PHP,91,0,56,10,5.6,24,22,18,3.8,323,0.64205
lighthouse,https://github.com/nuwave/lighthouse,PHP,56,0,136,10,7.8,29,105,76,2.0,108,0.64154
form,https://github.com/symfony/form,PHP,126,0,444,12,3.5,52,0,0,0,5111,0.64131
ampache,https://github.com/ampache/ampache,PHP,189,0,143,2,20.8,10,171,112,4.3,233,0.6409
givewp,https://github.com/impress-org/givewp,PHP,74,0,84,7,93.2,33,264,228,1.2,34,0.64016
valet,https://github.com/laravel/valet,PHP,57,0,139,10,1.6,17,64,54,3.9,193,0.64002
annotations,https://github.com/doctrine/annotations,PHP,179,1,184,7,1.6,8,29,25,1.8,3774,0.63973
Slim,https://github.com/slimphp/Slim,PHP,125,0,256,10,1.8,5,51,47,1.8,326,0.63963
redaxo,https://github.com/redaxo/redaxo,PHP,128,0,80,6,15.3,5,434,359,2.0,210,0.63921
mailcow-dockerized,https://github.com/mailcow/mailcow-dockerized,PHP,49,0,187,5,14.5,0,215,159,2.9,1670,0.6382
inventory,https://github.com/magento/inventory,PHP,44,0,194,8,10.3,5,99,51,2.3,374,0.63615
FreshRSS,https://github.com/FreshRSS/FreshRSS,PHP,100,0,145,3,5.3,4,158,105,2.7,1787,0.63598
akaunting,https://github.com/akaunting/akaunting,PHP,43,0,71,6,23.8,26,80,75,0.8,1450,0.63568
grumphp,https://github.com/phpro/grumphp,PHP,71,0,157,11,4.6,12,41,37,1.5,416,0.63552
Elastica,https://github.com/ruflin/Elastica,PHP,124,1,319,12,2.2,3,111,101,1.9,322,0.63549
webtrees,https://github.com/fisharebest/webtrees,PHP,178,0,197,3,19.3,10,141,66,1.5,376,0.63433
lumen-framework,https://github.com/laravel/lumen-framework,PHP,70,0,215,10,1.8,18,36,36,1.7,286,0.63429
laravel-debugbar,https://github.com/barryvdh/laravel-debugbar,PHP,89,0,143,9,1.3,9,65,42,1.2,1379,0.63393
debug_kit,https://github.com/cakephp/debug_kit,PHP,149,0,160,6,2.1,27,40,39,1.9,368,0.63387
laravel-mongodb,https://github.com/jenssegers/laravel-mongodb,PHP,94,0,157,9,2.7,14,67,47,1.9,220,0.633
OpenSID,https://github.com/OpenSID/OpenSID,PHP,56,0,76,4,36.0,12,436,297,1.9,256,0.63142
CRM,https://github.com/ChurchCRM/CRM,PHP,199,0,62,5,14.9,15,416,320,0.4,759,0.63134
