name,url,language,license,stars,created_since,updated_since,contributor_count,org_count,commit_frequency,recent_releases_count,updated_issues_count,closed_issues_count,comment_frequency,dependents_count,criticality_score
imv,https://github.com/eXeC64/imv,C,"License(name=""MIT License"")",618,63,0,45,4,0.7,4,48,23,1.2,184,0.5004
sonar-cxx,https://github.com/SonarOpenCommunity/sonar-cxx,C++,"License(name=""GNU Lesser General Public License v3.0"")",631,124,0,63,6,3.5,2,121,107,0.6,9,0.49997
BiglyBT,https://github.com/BiglySoftware/BiglyBT,Java,"License(name=""GNU General Public License v2.0"")",642,43,0,18,3,14.5,4,154,87,3.0,21,0.49759
csmith,https://github.com/csmith-project/csmith,C++,"License(name=""Other"")",592,118,0,35,7,0.3,1,18,12,1.7,95,0.49713
IPBan,https://github.com/DigitalRuby/IPBan,C#,"License(name=""MIT License"")",620,109,0,14,7,7.9,6,16,15,2.8,7,0.49675
lsquic,https://github.com/litespeedtech/lsquic,C,"License(name=""Other"")",605,41,0,26,6,2.4,78,42,32,3.0,4,0.49568
cordova-plugin-splashscreen,https://github.com/apache/cordova-plugin-splashscreen,Java,"License(name=""Apache License 2.0"")",600,95,2,76,8,0.6,8,13,6,1.2,50,0.49566
framework,https://github.com/themosis/framework,PHP,"License(name=""GNU General Public License v2.0"")",587,83,1,34,8,0.2,7,9,4,2.3,82,0.49484
horizon,https://github.com/horizon-eda/horizon,C,"License(name=""GNU General Public License v3.0"")",588,48,0,20,6,14.0,6,48,25,2.6,6,0.49452
monaco-react,https://github.com/suren-atoyan/monaco-react,JavaScript,"License(name=""MIT License"")",619,20,0,14,4,2.9,23,60,49,2.9,53,0.49304
avahi,https://github.com/lathiat/avahi,C,"License(name=""GNU Lesser General Public License v2.1"")",608,196,5,145,4,0.3,1,25,1,1.5,768,0.49249
phpunit-selenium,https://github.com/giorgiosironi/phpunit-selenium,PHP,"License(name=""Other"")",588,177,1,98,10,0.1,3,3,1,1.7,35,0.49236
indexmap,https://github.com/bluss/indexmap,Rust,"License(name=""Other"")",614,53,1,24,5,1.6,7,19,9,1.4,380,0.49136
eslint_d.js,https://github.com/mantoni/eslint_d.js,JavaScript,"License(name=""MIT License"")",586,65,0,21,8,1.1,9,5,3,2.6,37,0.49123
line-bot-sdk-php,https://github.com/line/line-bot-sdk-php,PHP,"License(name=""Apache License 2.0"")",589,58,0,33,4,1.6,11,10,6,0.6,323,0.49062
less-docs,https://github.com/less/less-docs,JavaScript,"License(name=""Other"")",591,92,1,129,11,0.1,0,13,9,0.5,160,0.49037
airbyte,https://github.com/airbytehq/airbyte,Java,"License(name=""MIT License"")",641,6,0,26,5,22.2,13,1179,923,1.0,7,0.49004
clipmenu,https://github.com/cdown/clipmenu,Shell,"License(name=""Other"")",597,85,0,15,6,1.1,4,16,13,5.1,17,0.48904
dentaku,https://github.com/rubysolo/dentaku,Ruby,"License(name=""MIT License"")",619,110,1,57,6,0.5,5,13,9,2.2,27,0.48828
ComplexHeatmap,https://github.com/jokergoo/ComplexHeatmap,R,"License(name=""Other"")",626,73,0,24,6,4.3,0,67,59,1.8,45,0.48813
lime,https://github.com/haxelime/lime,JavaScript,"License(name=""MIT License"")",594,92,0,169,8,2.2,18,20,16,0.4,0,0.4881
evil-collection,https://github.com/emacs-evil/evil-collection,Emacs Lisp,"License(name=""GNU General Public License v3.0"")",645,39,0,83,2,2.8,1,68,59,2.7,54,0.48679
LiipFunctionalTestBundle,https://github.com/liip/LiipFunctionalTestBundle,PHP,"License(name=""MIT License"")",598,123,3,145,11,0.4,6,9,6,0.3,39,0.48604
gql,https://github.com/graphql-python/gql,Python,"License(name=""MIT License"")",628,56,1,23,8,1.9,7,44,32,2.5,14,0.48517
velociraptor,https://github.com/Velocidex/velociraptor,Go,"License(name=""Other"")",607,34,0,26,5,8.2,17,210,192,0.9,4,0.48495
zarr-python,https://github.com/zarr-developers/zarr-python,Python,"License(name=""MIT License"")",624,62,1,35,11,2.5,1,95,56,2.3,8,0.48448
ol-cesium,https://github.com/openlayers/ol-cesium,JavaScript,"License(name=""BSD 2-Clause ""Simplified"" License"")",643,80,0,37,7,1.2,9,54,51,0.9,6,0.48193
logging-operator,https://github.com/banzaicloud/logging-operator,Go,"License(name=""Apache License 2.0"")",605,31,0,53,3,7.5,15,83,67,0.9,11,0.48069
efficientR,https://github.com/csgillespie/efficientR,TeX,"License(name=""Other"")",611,61,2,44,11,0.8,1,5,2,3.2,86,0.48041
RTClib,https://github.com/adafruit/RTClib,C++,"License(name=""MIT License"")",594,132,2,44,3,2.0,19,21,13,1.3,41,0.47798
android_frameworks_base,https://github.com/CyanogenMod/android_frameworks_base,Java,"License(name=""Other"")",607,149,50,2416,3,0.0,3,0,0,0,4020,0.47797
Nvim-R,https://github.com/jalvesaq/Nvim-R,Vim script,"License(name=""GNU General Public License v2.0"")",637,74,1,31,7,1.7,1,26,11,1.9,71,0.47774
processing-android,https://github.com/processing/processing-android,Java,,630,136,1,34,7,0.8,2,47,22,1.0,43,0.47616
redis-namespace,https://github.com/resque/redis-namespace,Ruby,"License(name=""MIT License"")",615,137,5,80,8,0.1,3,4,2,0.8,312,0.47593
homebrewery,https://github.com/naturalcrit/homebrewery,Less,"License(name=""MIT License"")",584,63,0,22,5,2.8,4,307,214,1.3,6,0.47491
firebase-admin-go,https://github.com/firebase/firebase-admin-go,Go,"License(name=""Apache License 2.0"")",631,55,3,25,9,0.4,4,12,6,2.8,109,0.47425
countly-sdk-android,https://github.com/Countly/countly-sdk-android,Java,"License(name=""MIT License"")",623,105,0,27,4,3.9,13,10,6,0.8,26,0.47362
puppetboard,https://github.com/voxpupuli/puppetboard,Python,"License(name=""Apache License 2.0"")",642,91,4,103,8,0.5,4,8,1,1.9,34,0.47207
webpack-encore-bundle,https://github.com/symfony/webpack-encore-bundle,PHP,"License(name=""MIT License"")",594,29,0,23,12,0.1,3,9,4,1.2,209,0.47159
cabal-desktop,https://github.com/cabal-club/cabal-desktop,JavaScript,"License(name=""GNU Affero General Public License v3.0"")",617,34,0,30,7,2.8,15,21,11,1.8,5,0.47065
once_cell,https://github.com/matklad/once_cell,Rust,"License(name=""Other"")",606,30,2,26,4,0.8,9,27,23,2.0,269,0.47037
button-card,https://github.com/custom-cards/button-card,JavaScript,"License(name=""MIT License"")",629,29,0,24,5,2.1,24,52,39,3.1,2,0.46945
alexa_media_player,https://github.com/custom-components/alexa_media_player,Python,"License(name=""Apache License 2.0"")",604,31,0,23,1,6.5,64,157,151,3.1,8,0.46888
testfixtures,https://github.com/go-testfixtures/testfixtures,Go,"License(name=""MIT License"")",626,59,0,30,7,0.7,6,7,6,1.0,50,0.46881
luajit2,https://github.com/openresty/luajit2,C,"License(name=""Other"")",594,135,1,18,3,1.5,9,11,8,2.5,67,0.46785
website,https://github.com/risk-first/website,CSS,"License(name=""Creative Commons Attribution 4.0 International"")",600,35,0,6,4,20.6,3,5,5,0.6,940,0.46516
DotSpatial,https://github.com/DotSpatial/DotSpatial,C#,"License(name=""MIT License"")",587,109,0,47,6,0.2,0,28,11,1.3,43,0.46444
i3ipc-python,https://github.com/altdesktop/i3ipc-python,Python,"License(name=""BSD 3-Clause ""New"" or ""Revised"" License"")",615,84,0,53,5,0.7,1,9,4,2.3,24,0.46389
psr7,https://github.com/Nyholm/psr7,PHP,"License(name=""MIT License"")",618,55,2,19,9,0.4,3,12,8,0.8,412,0.46383
barinsta,https://github.com/austinhuang0131/barinsta,Java,"License(name=""GNU General Public License v3.0"")",628,7,0,8,3,15.3,34,419,348,1.3,26,0.46267
robin-hood-hashing,https://github.com/martinus/robin-hood-hashing,C++,"License(name=""MIT License"")",620,91,1,13,4,2.4,8,21,18,1.6,63,0.46264
stylelint-order,https://github.com/hudochenkov/stylelint-order,JavaScript,"License(name=""MIT License"")",590,51,0,16,8,0.8,1,6,3,0.8,442,0.4626
protege,https://github.com/protegeproject/protege,Java,"License(name=""Other"")",609,165,0,29,7,0.0,3,15,4,0.9,39,0.46201
auto-value-gson,https://github.com/rharter/auto-value-gson,Java,"License(name=""Apache License 2.0"")",586,67,2,45,8,0.2,5,3,2,2.3,43,0.46089
jaeger-ui,https://github.com/jaegertracing/jaeger-ui,JavaScript,"License(name=""Apache License 2.0"")",619,48,0,45,4,1.6,6,42,22,2.8,3,0.46034
emmett,https://github.com/emmett-framework/emmett,Python,"License(name=""Other"")",643,76,0,20,9,2.8,13,12,9,2.5,0,0.46024
cordova-background-geolocation-lt,https://github.com/transistorsoft/cordova-background-geolocation-lt,Objective-C,"License(name=""Other"")",591,66,3,7,5,0.3,18,40,27,3.8,58,0.45985
jest-fetch-mock,https://github.com/jefflau/jest-fetch-mock,JavaScript,"License(name=""MIT License"")",635,54,3,35,8,0.4,1,12,8,1.6,220,0.45942
elki,https://github.com/elki-project/elki,Java,"License(name=""GNU Affero General Public License v3.0"")",602,189,0,57,4,2.2,1,3,3,3.3,7,0.45929
binding_of_caller,https://github.com/banister/binding_of_caller,Ruby,"License(name=""Other"")",612,113,1,17,9,0.2,1,9,8,1.1,141,0.4589
flutter.widgets,https://github.com/google/flutter.widgets,Dart,"License(name=""BSD 3-Clause ""New"" or ""Revised"" License"")",608,41,0,22,5,1.7,2,61,31,1.5,36,0.4588
mercury,https://github.com/Mercury-Language/mercury,Mercury,"License(name=""Other"")",634,332,0,75,5,10.8,5,1,1,0.0,15,0.45849
AZ-204-DevelopingSolutionsforMicrosoftAzure,https://github.com/MicrosoftLearning/AZ-204-DevelopingSolutionsforMicrosoftAzure,C#,"License(name=""MIT License"")",633,22,0,17,6,2.6,20,43,42,1.0,14,0.45847
ScottPlot,https://github.com/ScottPlot/ScottPlot,C#,"License(name=""MIT License"")",619,37,0,13,2,41.7,32,107,92,2.7,0,0.45795
Zebra,https://github.com/zbrateam/Zebra,Objective-C,"License(name=""GNU General Public License v3.0"")",627,27,1,48,3,18.3,35,150,115,1.6,0,0.45752
owt-server,https://github.com/open-webrtc-toolkit/owt-server,JavaScript,"License(name=""Apache License 2.0"")",620,108,0,101,2,3.7,1,258,188,0.4,5,0.45646
frakti,https://github.com/kubernetes/frakti,Go,"License(name=""Apache License 2.0"")",625,56,1,38,9,0.0,2,1,1,2.0,108,0.45627
cljfx,https://github.com/cljfx/cljfx,Clojure,"License(name=""MIT License"")",596,25,1,14,8,1.2,27,16,14,2.7,11,0.45612
ansible-role-nginx,https://github.com/geerlingguy/ansible-role-nginx,HTML,"License(name=""MIT License"")",616,84,1,40,9,0.3,7,22,10,1.1,7,0.4561
shipper,https://github.com/bookingcom/shipper,Go,"License(name=""Apache License 2.0"")",645,37,0,19,5,2.5,15,15,13,0.1,102,0.45524
composer-unused,https://github.com/composer-unused/composer-unused,PHP,"License(name=""MIT License"")",630,22,0,18,8,1.7,4,38,30,1.7,17,0.45469
torch,https://github.com/mojotech/torch,Elixir,"License(name=""MIT License"")",601,56,0,26,9,1.8,9,11,11,1.1,3,0.45249
Simple-File-Manager,https://github.com/SimpleMobileTools/Simple-File-Manager,Kotlin,"License(name=""GNU General Public License v3.0"")",607,55,0,67,1,3.5,16,25,13,0.9,25,0.45188
graphviz-java,https://github.com/nidi3/graphviz-java,Java,"License(name=""Apache License 2.0"")",594,65,2,12,7,3.2,12,17,9,0.6,70,0.45116
niv,https://github.com/nmattia/niv,Haskell,"License(name=""MIT License"")",641,24,0,20,5,1.6,3,25,16,1.9,52,0.45043
SmartFormat,https://github.com/axuno/SmartFormat,C#,"License(name=""MIT License"")",618,126,0,15,5,0.7,4,4,4,2.8,15,0.4485
injector,https://github.com/alecthomas/injector,Python,"License(name=""BSD 3-Clause ""New"" or ""Revised"" License"")",633,124,1,18,6,0.3,5,25,7,2.2,12,0.44611
DSView,https://github.com/DreamSourceLab/DSView,Python,"License(name=""GNU General Public License v3.0"")",599,85,0,31,6,0.7,2,28,4,0.7,27,0.44576
ruptures,https://github.com/deepcharles/ruptures,Python,"License(name=""BSD 2-Clause ""Simplified"" License"")",591,62,0,14,5,4.4,5,39,38,1.4,5,0.44511
bitset,https://github.com/willf/bitset,Go,"License(name=""BSD 3-Clause ""New"" or ""Revised"" License"")",644,118,5,29,11,0.7,1,1,0,2.0,123,0.44413
redbeat,https://github.com/sibson/redbeat,Python,"License(name=""Apache License 2.0"")",628,83,3,28,10,0.9,3,9,3,1.9,17,0.44351
WP-Editor.md,https://github.com/LuRenJiasWorld/WP-Editor.md,JavaScript,"License(name=""GNU General Public License v3.0"")",611,49,2,16,7,8.6,5,21,9,3.8,2,0.44331
vic,https://github.com/vmware/vic,Go,"License(name=""Other"")",602,61,3,77,4,0.2,2,6,1,1.5,210,0.44234
plush,https://github.com/gobuffalo/plush,Go,"License(name=""MIT License"")",605,48,0,18,9,0.0,17,6,1,1.3,13,0.44226
ResXResourceManager,https://github.com/dotnet/ResXResourceManager,C#,"License(name=""MIT License"")",639,80,0,20,5,3.2,10,15,9,3.0,0,0.44092
pagedown,https://github.com/rstudio/pagedown,R,"License(name=""Other"")",597,28,0,12,7,0.9,6,28,17,1.8,18,0.44085
rustc_codegen_cranelift,https://github.com/bjorn3/rustc_codegen_cranelift,Rust,"License(name=""Other"")",635,32,0,40,3,10.7,1,47,25,0.9,17,0.43893
geodesic,https://github.com/cloudposse/geodesic,Shell,"License(name=""Apache License 2.0"")",610,50,0,23,2,1.1,45,47,46,0.4,30,0.43878
GitElephant,https://github.com/matteosister/GitElephant,PHP,"License(name=""GNU Lesser General Public License v3.0"")",592,112,2,40,9,1.1,6,2,2,1.5,5,0.43812
byteorder,https://github.com/BurntSushi/byteorder,Rust,"License(name=""Other"")",599,73,0,47,9,0.4,9,16,12,0.9,0,0.43684
animate,https://github.com/react-component/animate,JavaScript,"License(name=""MIT License"")",641,67,2,20,7,0.3,12,13,11,1.2,20,0.43637
cargo-outdated,https://github.com/kbknapp/cargo-outdated,Rust,"License(name=""MIT License"")",585,67,0,38,7,0.6,7,11,7,0.5,6,0.43548
tokio-core,https://github.com/tokio-rs/tokio-core,Rust,"License(name=""Other"")",607,55,2,75,6,0.0,4,1,1,1.0,83,0.43406
amule,https://github.com/amule-project/amule,C++,,632,206,2,50,3,1.0,1,32,12,1.6,27,0.43366
