index,name,url,language,stars,created_since,updated_since,contributor_count,org_count,commit_frequency,recent_releases_count,updated_issues_count,closed_issues_count,comment_frequency,dependents_count,criticality_score
620,boost,https://github.com/boostorg/boost,HTML,3928,250,0,199,6,14.4,7,15,5,0.5,215,0.58827
256,gridstack.js,https://github.com/gridstack/gridstack.js,TypeScript,3552,75,0,82,7,5.0,22,204,183,1.3,33,0.58816
961,FirebaseUI-Android,https://github.com/firebase/FirebaseUI-Android,Java,4142,67,1,98,7,1.1,6,64,51,2.1,858,0.5881
486,gopacket,https://github.com/google/gopacket,Go,3843,136,0,168,9,0.7,3,28,9,1.7,268,0.58773
567,dredd,https://github.com/apiaryio/dredd,JavaScript,3573,89,0,104,9,1.7,5,67,43,0.9,328,0.58726
1085,ledger,https://github.com/ledger/ledger,C++,3628,210,0,186,3,1.7,2,39,13,1.6,2002,0.58726
512,python-dotenv,https://github.com/theskumar/python-dotenv,Python,3590,92,0,66,7,0.9,4,34,14,2.5,888,0.58719
1131,protobuf,https://github.com/gogo/protobuf,Go,4276,96,0,68,11,0.0,2,17,7,1.1,5471,0.58659
1398,Prism,https://github.com/PrismLibrary/Prism,C#,4246,72,0,145,7,6.4,3,72,57,1.8,91,0.58621
420,ksql,https://github.com/confluentinc/ksql,Java,3978,52,0,119,3,27.1,1,635,456,0.9,352,0.58615
789,cmus,https://github.com/cmus/cmus,C,3997,190,0,161,1,0.4,4,75,51,1.8,6918,0.58609
108,filesystem,https://github.com/symfony/filesystem,PHP,3741,110,0,120,14,0.6,52,0,0,0,5205,0.58593
879,scala-native,https://github.com/scala-native/scala-native,Scala,3901,74,0,102,6,3.6,3,285,221,1.7,123,0.5851
1443,GSL,https://github.com/microsoft/GSL,C++,4284,66,0,126,4,3.7,3,90,78,1.1,1079,0.58508
1371,Flask-SocketIO,https://github.com/miguelgrinberg/Flask-SocketIO,Python,4054,84,0,57,6,0.7,11,87,64,3.9,130,0.58461
1453,annotate_models,https://github.com/ctran/annotate_models,Ruby,3616,157,0,228,7,1.3,1,14,3,1.4,922,0.58418
1359,posthog,https://github.com/PostHog/posthog,Python,3605,12,0,63,3,36.3,42,1260,982,1.1,144,0.58389
1163,MailKit,https://github.com/jstedfast/MailKit,C#,3806,86,0,43,6,3.6,12,49,45,2.7,182,0.58372
483,ssh2,https://github.com/mscdex/ssh2,JavaScript,4279,103,0,39,9,1.5,10,49,25,2.6,173,0.58359
1148,elFinder,https://github.com/Studio-42/elFinder,JavaScript,3944,136,1,187,5,3.1,6,60,32,0.5,862,0.58293
1079,metersphere,https://github.com/metersphere/metersphere,JavaScript,3581,11,0,24,3,63.6,36,812,453,0.7,1014,0.58287
843,Open3D,https://github.com/intel-isl/Open3D,C++,3861,66,0,121,7,10.0,5,691,503,1.5,11,0.58227
636,examples,https://github.com/kubernetes/examples,Shell,3846,80,2,398,6,0.3,0,17,8,2.1,5004,0.58212
738,ngx-charts,https://github.com/swimlane/ngx-charts,TypeScript,3827,54,0,116,6,0.6,20,104,32,1.0,415,0.58151
170,xamarin-forms-samples,https://github.com/xamarin/xamarin-forms-samples,C#,3558,82,0,86,5,3.4,1221,23,14,0.7,586,0.58121
1432,celluloid,https://github.com/celluloid/celluloid,Ruby,3811,119,1,113,8,0.4,7,9,5,1.6,1433,0.58107
614,sled,https://github.com/spacejam/sled,Rust,4292,61,0,62,5,17.0,11,88,74,1.3,129,0.58061
60,pyTelegramBotAPI,https://github.com/eternnoir/pyTelegramBotAPI,Python,3713,67,0,141,3,3.2,4,111,100,1.9,424,0.57975
827,resume-cli,https://github.com/jsonresume/resume-cli,JavaScript,3699,80,0,62,9,1.7,17,201,174,1.2,49,0.57966
49,Bogus,https://github.com/bchavez/Bogus,C#,3621,68,0,51,8,1.5,14,20,17,2.4,294,0.57965
556,errbit,https://github.com/errbit/errbit,Ruby,4120,127,0,301,8,0.2,1,9,3,1.6,595,0.57928
436,vue-select,https://github.com/sagalbot/vue-select,JavaScript,3728,59,1,86,8,1.8,28,100,60,1.2,175,0.5774
333,size-limit,https://github.com/ai/size-limit,JavaScript,3959,43,1,52,12,2.8,34,12,10,2.1,470,0.57736
734,moleculer,https://github.com/moleculerjs/moleculer,JavaScript,4009,50,0,95,7,6.4,16,39,21,2.4,46,0.577
1045,Haraka,https://github.com/haraka/Haraka,JavaScript,3812,120,0,183,6,1.1,2,62,56,1.9,117,0.57668
664,graphql-php,https://github.com/webonyx/graphql-php,PHP,3896,67,1,95,7,1.9,9,45,16,2.4,346,0.57667
777,lighthouse-ci,https://github.com/GoogleChrome/lighthouse-ci,JavaScript,3991,21,0,64,9,5.7,17,63,49,2.2,100,0.57594
562,prettier-vscode,https://github.com/prettier/prettier-vscode,TypeScript,3666,49,0,70,8,4.4,25,189,172,1.2,31,0.57582
885,awesome-uses,https://github.com/wesbos/awesome-uses,JavaScript,3565,44,0,655,10,16.8,0,117,108,0.4,21,0.57429
627,parallel,https://github.com/grosser/parallel,Ruby,3610,142,2,63,9,0.2,9,8,8,1.1,4148,0.57396
55,engine.io,https://github.com/socketio/engine.io,JavaScript,4173,111,0,102,6,0.9,12,10,9,1.9,268,0.57392
1112,papermill,https://github.com/nteract/papermill,Python,3857,43,0,85,9,1.3,20,35,22,2.5,71,0.57362
263,bitcoinj,https://github.com/bitcoinj/bitcoinj,Java,3785,120,0,133,2,2.0,4,28,11,2.8,895,0.57324
1207,refinerycms,https://github.com/refinery/refinerycms,Ruby,3757,141,4,503,11,0.2,14,8,1,1.8,154,0.57323
1428,rust-by-example,https://github.com/rust-lang/rust-by-example,,3750,82,0,392,7,1.8,0,26,21,1.0,371,0.57263
727,electron-forge,https://github.com/electron-userland/electron-forge,TypeScript,4054,52,0,47,6,14.3,4,170,125,1.5,148,0.5725
716,min,https://github.com/minbrowser/min,JavaScript,3766,63,0,86,5,10.0,9,185,106,2.4,22,0.57174
1420,gestalt,https://github.com/pinterest/gestalt,JavaScript,3700,35,0,99,2,17.8,425,78,69,2.3,104,0.57144
344,collision,https://github.com/nunomaduro/collision,PHP,3676,40,2,29,11,2.9,17,12,6,1.8,3450,0.57143
1488,serilog,https://github.com/serilog/serilog,C#,4212,96,1,121,9,0.8,1,46,23,1.8,632,0.57117
1449,warp,https://github.com/seanmonstar/warp,Rust,3813,34,0,119,9,2.0,6,85,34,2.1,94,0.57086
945,cpp-httplib,https://github.com/yhirose/cpp-httplib,C++,4261,101,0,97,1,6.5,39,145,142,3.3,57,0.57065
1082,libphonenumber-for-php,https://github.com/giggsey/libphonenumber-for-php,PHP,3655,108,1,52,10,0.9,21,12,12,1.5,339,0.57033
1352,go-tools,https://github.com/dominikh/go-tools,Go,3610,59,0,32,9,2.8,6,87,31,1.2,586,0.57009
952,next,https://github.com/alibaba-fusion/next,JavaScript,3598,31,0,89,4,11.1,64,520,368,0.7,60,0.56982
439,mio,https://github.com/tokio-rs/mio,Rust,4037,78,0,173,6,2.3,1,117,89,1.5,141,0.56965
497,remax,https://github.com/remaxjs/remax,TypeScript,3542,24,0,77,8,18.8,110,179,144,2.5,4,0.56904
635,dokany,https://github.com/dokan-dev/dokany,C,3599,74,0,76,5,2.5,1,32,20,5.5,207,0.56783
1466,core,https://github.com/ngx-translate/core,TypeScript,3785,64,0,105,9,0.6,5,66,19,1.1,301,0.56779
1021,clean-css,https://github.com/jakubpawlowicz/clean-css,JavaScript,3665,121,2,86,7,0.1,17,10,4,1.2,2120,0.56778
912,html,https://github.com/LaravelCollective/html,PHP,3563,96,1,124,8,0.2,5,16,6,1.2,1351,0.56722
863,swagger-php,https://github.com/zircote/swagger-php,PHP,3812,107,0,87,7,1.2,6,45,30,1.9,102,0.56717
97,rails-i18n,https://github.com/svenfuchs/rails-i18n,Ruby,3668,151,3,534,10,0.4,0,15,5,1.1,965,0.56681
1289,execa,https://github.com/sindresorhus/execa,JavaScript,3601,62,0,44,8,0.4,5,14,12,2.5,990,0.56558
569,authlogic,https://github.com/binarylogic/authlogic,Ruby,4213,149,1,139,5,0.8,8,10,7,1.7,713,0.56518
1478,Files,https://github.com/files-community/Files,C#,3576,32,0,66,3,21.8,33,1053,884,2.0,9,0.56485
649,bitcoinjs-lib,https://github.com/bitcoinjs/bitcoinjs-lib,TypeScript,4027,118,3,84,7,1.1,8,55,44,1.8,393,0.56477
1008,mockk,https://github.com/mockk/mockk,Kotlin,3595,39,0,49,8,2.0,4,123,59,2.0,306,0.56467
775,quartznet,https://github.com/quartznet/quartznet,C#,4294,172,0,98,5,2.9,8,52,43,2.4,34,0.56412
1315,calibre-web,https://github.com/janeczku/calibre-web,Python,4170,66,0,163,1,12.8,5,215,134,2.0,158,0.56322
401,react-ga,https://github.com/react-ga/react-ga,JavaScript,4269,70,0,91,5,0.7,7,39,21,2.1,344,0.56315
641,onionshare,https://github.com/micahflee/onionshare,Python,4301,81,1,153,6,8.0,1,104,74,0.7,309,0.56284
432,unicorn,https://github.com/unicorn-engine/unicorn,C,4045,66,0,173,5,2.5,6,36,14,0.8,338,0.56268
766,TOCropViewController,https://github.com/TimOliver/TOCropViewController,Objective-C,3829,68,0,95,8,1.8,4,45,34,1.7,114,0.56224
393,autopep8,https://github.com/hhatto/autopep8,Python,3666,122,0,47,8,1.3,5,20,12,0.8,803,0.56218
1052,goa,https://github.com/goadesign/goa,Go,4096,74,0,94,8,2.7,8,73,59,1.0,59,0.56184
21,tilt,https://github.com/tilt-dev/tilt,Go,4023,30,0,46,4,15.5,51,254,192,0.9,96,0.56
886,django-cors-headers,https://github.com/adamchainz/django-cors-headers,Python,3986,97,0,59,8,1.9,5,35,33,0.8,297,0.55969
951,pytorch3d,https://github.com/facebookresearch/pytorch3d,Python,4196,15,0,50,8,6.7,5,158,120,3.0,93,0.55959
65,fuse-box,https://github.com/fuse-box/fuse-box,JavaScript,4025,51,1,195,8,5.8,1,65,54,1.3,142,0.55949
1010,thelounge,https://github.com/thelounge/thelounge,JavaScript,4225,83,2,148,7,6.2,5,69,28,1.3,99,0.55811
1421,libsass,https://github.com/sass/libsass,C++,4189,109,2,132,6,0.5,1,34,26,1.3,2075,0.55782
932,react-burger-menu,https://github.com/negomi/react-burger-menu,JavaScript,4209,68,0,38,8,1.1,23,36,31,1.9,92,0.55756
27,hy,https://github.com/hylang/hy,Python,3707,98,0,155,5,1.0,2,24,19,2.9,114,0.5573
1132,goss,https://github.com/aelsabbahy/goss,Go,4210,64,1,85,10,1.1,7,69,53,2.8,43,0.55724
1416,Tautulli,https://github.com/Tautulli/Tautulli,Python,3689,72,0,66,3,18.8,24,11,9,1.1,197,0.55708
1239,kafka-python,https://github.com/dpkp/kafka-python,Python,4166,101,1,203,6,0.9,3,76,36,1.4,152,0.5568
540,agones,https://github.com/googleforgames/agones,Go,3535,38,1,104,5,8.3,18,151,111,4.5,7,0.55677
1073,Sigil,https://github.com/Sigil-Ebook/Sigil,C++,3955,139,0,46,0,7.7,8,21,19,10.4,495,0.55665
112,tabulator,https://github.com/olifolkerd/tabulator,JavaScript,3747,63,1,74,6,7.4,16,186,154,2.0,17,0.55597
370,aasm,https://github.com/aasm/aasm,Ruby,4193,158,3,212,6,0.8,7,31,12,1.8,199,0.55468
1479,mmf,https://github.com/facebookresearch/mmf,Python,4035,31,0,50,5,7.5,1,148,96,2.3,398,0.55456
363,mapstructure,https://github.com/mitchellh/mapstructure,Go,4056,93,0,50,5,0.8,2,47,33,1.4,1247,0.55367
823,nlp.js,https://github.com/axa-group/nlp.js,JavaScript,4112,30,0,51,10,11.4,1,143,118,2.0,56,0.55273
482,tokenizers,https://github.com/huggingface/tokenizers,Rust,4146,14,0,39,6,18.3,26,181,145,1.7,40,0.55213
1201,esptool,https://github.com/espressif/esptool,Python,3579,77,0,67,4,1.8,1,124,71,2.2,398,0.55193
1434,php-webdriver,https://github.com/php-webdriver/php-webdriver,PHP,4234,114,1,103,9,1.6,3,46,36,2.3,42,0.55131
405,glog,https://github.com/google/glog,C++,4248,150,3,91,5,0.3,1,36,7,1.2,9944,0.55111
656,security_monkey,https://github.com/Netflix/security_monkey,Python,4102,80,0,151,6,0.3,7,5,4,2.6,144,0.55072
1327,franz,https://github.com/meetfranz/franz,JavaScript,3892,39,2,56,11,4.1,8,200,108,1.6,91,0.55049
721,astexplorer,https://github.com/fkling/astexplorer,JavaScript,3639,80,0,136,7,1.7,3,22,15,2.4,49,0.55027
678,svgedit,https://github.com/SVG-Edit/svgedit,JavaScript,4057,145,0,79,7,5.6,2,24,20,1.3,81,0.55008
1410,sentence-transformers,https://github.com/UKPLab/sentence-transformers,Python,3868,18,0,37,9,8.0,14,218,101,3.2,13,0.54881
1,lit-element,https://github.com/Polymer/lit-element,TypeScript,4006,41,1,92,5,3.2,3,65,41,2.5,327,0.54877
406,betaflight,https://github.com/betaflight/betaflight,C,4179,108,0,485,1,10.4,16,319,248,3.0,0,0.54876
17,miragejs,https://github.com/miragejs/miragejs,JavaScript,3579,72,1,180,6,5.8,9,107,75,0.9,24,0.54826
293,io-ts,https://github.com/gcanti/io-ts,TypeScript,3956,48,1,28,9,3.6,19,41,20,1.3,294,0.54807
1247,sharedb,https://github.com/share/sharedb,JavaScript,3811,95,0,44,8,1.2,13,36,24,2.3,36,0.54803
39,searchkit,https://github.com/searchkit/searchkit,TypeScript,4053,63,0,46,7,2.8,16,97,86,1.2,44,0.54793
747,zerolog,https://github.com/rs/zerolog,Go,4179,45,0,69,6,0.5,10,23,13,1.7,423,0.54726
836,dnsmasq-china-list,https://github.com/felixonmars/dnsmasq-china-list,Python,3638,93,0,61,5,415.1,0,11,10,1.2,33,0.54648
793,statping,https://github.com/statping/statping,Vue,4151,31,1,32,9,16.9,59,152,96,2.0,13,0.5458
208,eventmachine,https://github.com/eventmachine/eventmachine,Ruby,4051,217,3,175,9,0.5,2,11,4,1.5,504,0.54473
923,Geocoder,https://github.com/geocoder-php/Geocoder,PHP,3682,112,1,166,9,1.0,2,26,19,2.8,27,0.54458
190,Conversations,https://github.com/iNPUTmice/Conversations,Java,3700,85,0,147,4,10.3,18,87,54,1.2,5,0.54431
839,Sn1per,https://github.com/1N3/Sn1per,Shell,4141,65,0,24,6,2.2,10,33,30,2.1,233,0.54367
1313,dotbot,https://github.com/anishathalye/dotbot,Python,3727,83,0,27,7,0.3,7,22,7,3.0,325,0.54295
988,remark,https://github.com/remarkjs/remark,JavaScript,3662,115,0,107,10,1.9,24,40,40,2.4,0,0.54241
1363,minify,https://github.com/babel/minify,JavaScript,4189,66,5,77,12,0.1,71,11,1,0.6,2794,0.54182
237,orchestrator,https://github.com/openark/orchestrator,Go,3895,82,0,107,6,9.2,3,52,27,1.5,20,0.54141
236,JSON-java,https://github.com/stleary/JSON-java,Java,3753,122,1,51,9,1.4,2,19,12,2.7,151,0.54128
228,ng-alain,https://github.com/ng-alain/ng-alain,Less,4040,41,0,20,5,1.7,38,91,83,1.8,210,0.54092
771,quorum,https://github.com/ConsenSys/quorum,Go,3846,86,1,439,7,2.5,4,38,26,1.9,6,0.54091
790,forge,https://github.com/digitalbazaar/forge,JavaScript,3801,128,2,75,6,0.4,12,32,9,1.2,462,0.54087
1477,sqldelight,https://github.com/cashapp/sqldelight,Kotlin,3727,64,1,87,8,6.1,8,110,43,1.6,17,0.54051
1360,icons,https://github.com/twbs/icons,HTML,3754,18,0,18,7,7.6,9,259,206,0.7,441,0.5403
778,serverless-stack-com,https://github.com/AnomalyInnovations/serverless-stack-com,SCSS,3530,48,0,141,5,2.9,5,26,23,1.6,81,0.53971
276,suspenders,https://github.com/thoughtbot/suspenders,Ruby,3626,131,4,151,9,0.5,4,6,1,1.0,1155,0.53965
1048,blink,https://github.com/blinksh/blink,Objective-C,4200,58,0,47,7,4.2,5,99,32,1.8,51,0.53954
685,Siren,https://github.com/ArtSabintsev/Siren,Swift,3715,73,0,56,7,1.5,14,12,11,2.8,33,0.53799
938,pivpn,https://github.com/pivpn/pivpn,Shell,3941,58,0,67,4,3.1,2,94,70,3.7,55,0.53792
470,prop-types,https://github.com/facebook/prop-types,JavaScript,3723,46,6,49,9,0.0,4,11,7,3.4,3606,0.53773
1400,dataset,https://github.com/pudo/dataset,Python,3959,110,0,71,9,1.0,2,22,14,1.0,149,0.53767
658,laravel-websockets,https://github.com/beyondcode/laravel-websockets,PHP,3565,26,3,35,10,1.2,43,126,90,1.9,169,0.53761
143,lightGallery,https://github.com/sachinchoolur/lightGallery,JavaScript,3958,84,0,47,8,0.7,12,41,18,1.6,54,0.53709
706,twitteroauth,https://github.com/abraham/twitteroauth,PHP,4050,145,1,55,7,1.0,3,43,29,1.4,259,0.53689
494,imgproxy,https://github.com/imgproxy/imgproxy,Go,4091,43,0,52,8,3.7,10,75,59,1.3,33,0.53622
870,assetic,https://github.com/kriswallsmith/assetic,PHP,3808,122,3,137,10,0.0,3,2,0,1.0,2087,0.53621
1365,imba,https://github.com/imba/imba,JavaScript,4104,80,0,21,5,10.9,17,66,19,1.3,68,0.53585
756,clib,https://github.com/clibs/clib,C,3717,100,0,39,9,1.7,14,8,8,0.9,110,0.53537
1441,google-java-format,https://github.com/google/google-java-format,Java,3671,70,0,70,4,0.8,2,36,17,1.5,824,0.5351
384,pg,https://github.com/go-pg/pg,Go,4290,94,1,58,7,4.1,1,74,50,1.4,161,0.53483
600,hydrogen,https://github.com/nteract/hydrogen,JavaScript,3654,69,0,84,9,1.2,4,51,20,1.9,25,0.53399
866,goldendict,https://github.com/goldendict/goldendict,C++,3626,145,1,77,8,1.0,0,66,25,2.5,137,0.53365
1346,concurrently,https://github.com/kimmobrunfeldt/concurrently,JavaScript,4159,72,0,41,8,0.4,3,20,3,0.8,1479,0.53321
944,gosec,https://github.com/securego/gosec,Go,3863,55,0,74,6,1.8,4,28,24,1.6,130,0.53319
67,moment-timezone,https://github.com/moment/moment-timezone,JavaScript,3559,106,2,46,7,0.7,3,52,12,1.4,814,0.53232
933,elvish,https://github.com/elves/elvish,Go,4099,92,0,53,3,11.1,6,251,61,0.8,60,0.53193
287,sqlpad,https://github.com/sqlpad/sqlpad,JavaScript,3550,82,1,61,8,7.2,26,94,81,1.4,3,0.53175
1089,octobox,https://github.com/octobox/octobox,Ruby,4002,50,0,110,6,5.8,2,91,87,0.2,127,0.53116
334,raft,https://github.com/hashicorp/raft,Go,4191,87,0,78,5,0.6,1,17,11,2.2,365,0.53114
593,compat-table,https://github.com/kangax/compat-table,HTML,3839,131,0,138,5,2.6,0,16,11,2.1,99,0.53099
404,type-fest,https://github.com/sindresorhus/type-fest,TypeScript,4208,22,0,32,5,1.3,17,53,26,3.8,124,0.53063
164,mongo-express,https://github.com/mongo-express/mongo-express,JavaScript,3943,106,2,116,6,0.6,8,67,35,0.9,130,0.53047
566,volatility,https://github.com/volatilityfoundation/volatility,Python,4230,143,1,64,5,0.3,1,37,16,1.7,907,0.52967
312,hoodie,https://github.com/hoodiehq/hoodie,JavaScript,4042,104,0,114,9,0.2,20,3,2,0.0,220,0.52962
76,Hearthstone-Deck-Tracker,https://github.com/HearthSim/Hearthstone-Deck-Tracker,C#,4196,81,0,116,4,4.7,51,71,32,0.4,19,0.52876
507,rqalpha,https://github.com/ricequant/rqalpha,Python,4041,55,1,37,3,10.5,22,38,30,0.5,591,0.52848
704,l5-repository,https://github.com/andersao/l5-repository,PHP,3712,72,0,102,9,0.3,11,19,10,0.8,51,0.52811
984,swag,https://github.com/swaggo/swag,Go,3631,44,1,112,4,1.8,6,100,58,1.9,109,0.5277
946,win-acme,https://github.com/win-acme/win-acme,C#,3953,63,1,76,5,5.5,18,79,66,3.0,5,0.52761
967,mezzanine,https://github.com/stephenmcd/mezzanine,Python,4198,129,4,316,9,0.5,1,7,2,0.7,556,0.52734
233,atomic-red-team,https://github.com/redcanaryco/atomic-red-team,PowerShell,4143,40,0,152,4,15.9,0,166,155,0.5,97,0.52681
862,papirus-icon-theme,https://github.com/PapirusDevelopmentTeam/papirus-icon-theme,Shell,3947,56,0,83,0,18.6,12,126,104,1.6,297,0.52633
909,pika,https://github.com/Qihoo360/pika,C++,3943,75,0,54,4,1.6,10,49,23,1.5,104,0.52627
1312,Imagine,https://github.com/avalanche123/Imagine,PHP,4031,130,2,128,11,0.6,1,26,19,1.9,61,0.5256
1194,tablib,https://github.com/jazzband/tablib,Python,3833,128,1,110,8,0.6,4,16,16,2.7,21,0.52535
570,keras-retinanet,https://github.com/fizyr/keras-retinanet,Python,4086,41,3,94,8,2.0,3,67,50,1.3,245,0.52509
1059,EdXposed,https://github.com/ElderDrivers/EdXposed,Java,3693,24,0,27,5,4.7,5,296,281,3.1,39,0.52484
1296,lint,https://github.com/golang/lint,Go,3776,93,1,64,6,0.1,0,21,7,1.8,2248,0.52465
690,RxPY,https://github.com/ReactiveX/RxPY,Python,3742,95,0,80,8,0.5,2,12,2,1.7,146,0.52461
1437,bundlesize,https://github.com/siddharthkp/bundlesize,JavaScript,4054,43,0,53,7,0.1,13,7,5,3.3,97,0.52461
1270,grr,https://github.com/google/grr,Python,3671,114,0,43,3,1.7,3,56,43,1.3,334,0.52426
1292,go-fuzz,https://github.com/dvyukov/go-fuzz,Go,3774,70,0,76,8,0.2,0,11,8,2.9,240,0.52391
1237,arrow,https://github.com/arrow-kt/arrow,Shell,4044,95,1,180,6,4.2,2,11,8,0.6,147,0.52361
374,XcodeGen,https://github.com/yonaskolb/XcodeGen,Swift,4101,42,1,132,9,3.8,9,59,23,0.7,26,0.52298
180,ebiten,https://github.com/hajimehoshi/ebiten,Go,3944,92,0,53,4,21.8,26,111,64,2.1,0,0.52184
623,vim-rails,https://github.com/tpope/vim-rails,Vim script,3817,178,3,92,9,0.1,3,6,4,1.8,350,0.52152
1319,readability,https://github.com/mozilla/readability,JavaScript,3683,72,0,54,7,1.0,0,60,31,2.2,147,0.52107
1262,uhabits,https://github.com/iSoron/uhabits,Kotlin,3584,75,0,43,3,6.5,5,56,45,1.9,70,0.52106
884,rabl,https://github.com/nesquena/rabl,Ruby,3605,119,3,107,9,0.1,10,1,0,2.0,252,0.52079
610,flame,https://github.com/flame-engine/flame,Dart,3755,39,0,55,5,17.3,4,143,129,1.5,12,0.52064
1354,sdkman-cli,https://github.com/sdkman/sdkman-cli,Gherkin,3770,102,0,75,7,3.9,4,53,37,2.4,3,0.5206
595,tpu,https://github.com/tensorflow/tpu,Jupyter Notebook,4083,43,0,55,4,4.9,0,50,15,0.9,1660,0.51972
1291,terraformer,https://github.com/GoogleCloudPlatform/terraformer,Go,3909,28,0,68,7,5.3,5,179,128,1.0,21,0.51918
1075,openh264,https://github.com/cisco/openh264,C++,4050,88,3,125,4,0.8,2,23,4,1.2,1693,0.51812
732,automl,https://github.com/google/automl,Jupyter Notebook,3672,10,0,33,4,9.9,2,144,106,2.1,404,0.51779
563,neutrino,https://github.com/neutrinojs/neutrino,JavaScript,3705,48,1,68,7,1.6,22,52,27,0.9,49,0.51751
1245,react-pdf,https://github.com/wojtekmaj/react-pdf,JavaScript,4035,76,0,41,4,1.6,8,85,39,1.7,64,0.5175
308,polynote,https://github.com/polynote/polynote,Scala,4084,24,0,32,8,6.7,14,144,115,0.5,40,0.51744
48,zmap,https://github.com/zmap/zmap,C,3587,97,1,71,8,0.4,2,12,5,1.7,234,0.51688
1173,intern,https://github.com/theintern/intern,TypeScript,4286,98,4,80,5,2.9,11,1,1,6.0,63,0.51679
210,consul-template,https://github.com/hashicorp/consul-template,Go,4127,76,1,135,4,1.5,8,39,13,1.8,48,0.51623
1229,prawn,https://github.com/prawnpdf/prawn,Ruby,4110,155,4,183,5,0.8,1,57,33,0.8,376,0.51622
215,hackrf,https://github.com/mossmann/hackrf,C,3671,108,3,53,4,0.8,1,39,13,2.1,1523,0.51574
92,yui3,https://github.com/yui/yui3,JavaScript,4011,161,76,208,8,0.0,6,1,1,4.0,2021,0.51555
508,jbuilder,https://github.com/rails/jbuilder,Ruby,3854,111,4,114,10,0.2,1,8,1,0.6,1718,0.51395
1187,Notepads,https://github.com/JasonStein/Notepads,C#,3741,20,0,44,6,8.7,29,63,27,1.3,19,0.51363
70,processhacker,https://github.com/processhacker/processhacker,C,4121,136,0,36,2,15.6,0,103,78,2.7,70,0.51334
467,starter-workflows,https://github.com/actions/starter-workflows,TypeScript,3699,18,0,124,5,4.4,0,164,133,1.2,138,0.51326
639,vim-devicons,https://github.com/ryanoasis/vim-devicons,Vim script,3793,75,1,69,9,0.8,6,24,9,1.0,88,0.51234
34,react-use-gesture,https://github.com/pmndrs/react-use-gesture,TypeScript,4201,34,1,43,8,6.7,7,45,36,4.4,6,0.51226
670,datascript,https://github.com/tonsky/datascript,Clojure,3941,82,0,56,7,0.8,9,16,7,2.2,21,0.51193
345,logspout,https://github.com/gliderlabs/logspout,Go,4193,81,1,87,8,0.7,7,15,10,1.6,40,0.51158
1310,simplebar,https://github.com/Grsmto/simplebar,JavaScript,4098,105,2,47,7,0.6,32,31,14,0.8,85,0.51069
1402,owncast,https://github.com/owncast/owncast,Go,3764,8,0,23,6,15.3,4,383,308,1.6,67,0.51032
382,ptpython,https://github.com/prompt-toolkit/ptpython,Python,3847,76,0,41,6,1.3,4,29,15,1.0,148,0.50997
33,librosa,https://github.com/librosa/librosa,Python,4192,100,4,80,8,1.4,2,36,21,2.6,54,0.50994
84,jsonparser,https://github.com/buger/jsonparser,Go,3782,58,0,46,11,0.6,3,22,12,1.5,64,0.50988
662,Hygieia,https://github.com/Hygieia/Hygieia,JavaScript,3541,67,2,174,6,0.2,3,40,23,1.4,96,0.50933
1078,buku,https://github.com/jarun/buku,Python,4177,63,0,63,2,1.6,3,33,31,2.5,205,0.50881
1286,riemann,https://github.com/riemann/riemann,Clojure,3999,109,2,168,7,0.4,1,8,3,0.6,560,0.50839
1387,clojure-style-guide,https://github.com/bbatsov/clojure-style-guide,,3587,98,1,61,9,1.3,0,24,18,2.3,75,0.50777
398,reagent,https://github.com/reagent-project/reagent,Clojure,4086,86,1,79,5,2.7,6,39,36,0.5,91,0.50722
1000,jupytext,https://github.com/mwouts/jupytext,Python,4151,31,0,56,7,8.7,24,64,40,2.8,0,0.506
1236,color,https://github.com/fatih/color,Go,3877,84,1,28,9,0.1,1,17,12,1.4,742,0.50533
325,piston,https://github.com/PistonDevelopers/piston,Rust,3645,82,1,79,7,0.3,0,8,6,1.5,756,0.5053
42,typhoeus,https://github.com/typhoeus/typhoeus,Ruby,3797,145,8,145,9,0.0,4,5,0,1.8,369,0.50521
757,async-profiler,https://github.com/jvm-profiling-tools/async-profiler,C++,3589,57,0,34,7,1.5,7,44,29,2.0,22,0.50518
288,plantuml,https://github.com/plantuml/plantuml,Java,3656,124,0,27,2,0.8,6,70,27,1.5,356,0.50506
939,tui-rs,https://github.com/fdehau/tui-rs,Rust,4265,52,0,76,4,2.5,6,70,54,0.9,44,0.50503
889,DearPyGui,https://github.com/hoffstadt/DearPyGui,C++,3867,8,0,20,4,26.9,20,188,140,2.0,26,0.50408
1278,label-studio,https://github.com/heartexlabs/label-studio,JavaScript,3916,19,0,28,3,3.3,19,119,86,2.6,57,0.5039
186,faktory,https://github.com/contribsys/faktory,Go,4136,43,0,36,11,1.8,4,16,14,1.3,59,0.50351
413,quiche,https://github.com/cloudflare/quiche,Rust,4236,28,2,35,6,6.6,5,154,118,1.4,90,0.5025
541,kbengine,https://github.com/kbengine/kbengine,C,4265,108,2,36,3,0.8,4,13,8,1.2,2594,0.50245
970,OptiKey,https://github.com/OptiKey/OptiKey,C#,3796,79,2,78,2,4.3,9,21,9,4.0,54,0.50205
596,naxsi,https://github.com/nbs-system/naxsi,C,3650,115,1,55,3,0.6,5,13,7,4.4,78,0.5013
731,listmonk,https://github.com/knadh/listmonk,Go,4209,27,0,18,6,3.3,12,60,45,3.2,22,0.50112
