index,name,url,language,stars,created_since,updated_since,contributor_count,org_count,commit_frequency,recent_releases_count,updated_issues_count,closed_issues_count,comment_frequency,dependents_count,criticality_score
506,vue-chartjs,https://github.com/apertureless/vue-chartjs,JavaScript,4114,55,1,81,9,0.2,1,48,30,1.4,90,0.50055
40,socketstream,https://github.com/socketstream/socketstream,JavaScript,3569,122,0,75,6,0.0,2,1,0,2.0,218,0.5004
1448,easyswoole,https://github.com/easy-swoole/easyswoole,PHP,4004,47,0,36,5,3.6,6,37,32,1.2,62,0.50036
268,spring-security-oauth,https://github.com/spring-projects/spring-security-oauth,Java,4288,128,53,153,9,0.6,8,86,78,1.2,120,0.4996
681,react-konva,https://github.com/konvajs/react-konva,JavaScript,3731,61,1,33,9,0.7,18,38,37,3.5,4,0.49932
1019,express-jwt,https://github.com/auth0/express-jwt,JavaScript,3857,88,4,56,8,0.2,5,8,1,0.8,1333,0.49914
902,sqlflow,https://github.com/sql-machine-learning/sqlflow,Go,4105,28,0,43,5,17.8,5,128,114,0.8,16,0.49907
977,framework,https://github.com/totaljs/framework,JavaScript,4097,98,0,34,3,5.3,5,9,9,2.0,77,0.49882
1003,polr,https://github.com/cydrobolt/polr,PHP,3589,88,1,35,10,0.1,4,26,3,1.2,173,0.4984
1381,java-jwt,https://github.com/auth0/java-jwt,Java,3995,83,1,35,5,1.0,4,25,17,1.1,353,0.49831
389,libimobiledevice,https://github.com/libimobiledevice/libimobiledevice,C,3729,152,30,58,5,2.3,1,98,37,3.2,568,0.49816
795,ribbon,https://github.com/Netflix/ribbon,Java,3844,107,3,50,6,0.1,11,12,1,0.7,906,0.49804
1311,DirectX-Graphics-Samples,https://github.com/microsoft/DirectX-Graphics-Samples,C++,3564,68,0,43,3,1.2,102,39,26,1.3,37,0.49748
18,google-drive-ocamlfuse,https://github.com/astrada/google-drive-ocamlfuse,OCaml,3983,105,0,19,6,0.6,9,29,15,1.8,45,0.49671
1066,veewee,https://github.com/jedi4ever/veewee,Shell,4281,124,34,341,8,0.0,7,2,1,2.0,277,0.49643
356,rimraf,https://github.com/isaacs/rimraf,JavaScript,4095,121,11,22,11,0.1,5,5,1,0.6,9533,0.49595
531,gephi,https://github.com/gephi/gephi,Java,4132,144,3,83,5,0.1,1,33,9,1.1,643,0.49565
12,gop,https://github.com/goplus/gop,Go,4146,62,0,20,4,15.0,30,48,34,0.7,16,0.49549
808,doccano,https://github.com/doccano/doccano,Python,4028,33,0,59,4,5.3,3,185,137,1.6,15,0.49504
57,pnotify,https://github.com/sciactive/pnotify,HTML,3572,130,2,41,7,4.1,13,8,3,0.9,55,0.49498
1130,PHP-FFMpeg,https://github.com/PHP-FFMpeg/PHP-FFMpeg,PHP,3669,106,1,68,8,0.3,3,37,13,1.1,40,0.49302
1472,react-quill,https://github.com/zenoamaro/react-quill,JavaScript,4064,75,2,51,11,0.5,6,51,26,1.3,27,0.49287
1475,primus,https://github.com/primus/primus,JavaScript,4199,92,1,68,6,0.4,3,4,3,3.0,69,0.49279
1362,vavr,https://github.com/vavr-io/vavr,Java,4190,85,1,125,5,0.5,1,14,9,1.9,85,0.49271
618,expressjs.com,https://github.com/expressjs/expressjs.com,HTML,3733,105,3,460,11,1.2,0,27,8,0.8,14,0.49259
1124,react-native-fs,https://github.com/itinance/react-native-fs,C#,3869,69,10,154,9,0.2,8,79,11,1.7,32,0.49228
85,gravity,https://github.com/marcobambini/gravity,C,3753,47,0,44,7,1.6,2,29,26,1.5,44,0.49142
960,Windows-driver-samples,https://github.com/microsoft/Windows-driver-samples,C,4124,71,1,85,3,0.6,21,35,7,0.9,99,0.49107
638,takenote,https://github.com/taniarascia/takenote,TypeScript,4258,16,0,64,4,3.5,4,131,117,1.4,46,0.49098
9,Practical_RL,https://github.com/yandexdataschool/Practical_RL,Jupyter Notebook,4289,48,2,71,5,2.9,1,17,12,0.8,705,0.49036
392,jquery-timeago,https://github.com/rmm5t/jquery-timeago,JavaScript,3811,152,7,116,9,0.1,4,2,0,1.0,493,0.48973
1413,cerebro,https://github.com/lmenezes/cerebro,JavaScript,4176,58,0,29,7,1.1,4,30,13,1.0,89,0.48941
1280,https-portal,https://github.com/SteveLTN/https-portal,Ruby,3649,62,0,35,4,0.7,13,11,10,3.4,23,0.48931
979,generator-webapp,https://github.com/yeoman/generator-webapp,JavaScript,3753,84,8,124,9,0.2,1,1,1,4.0,189,0.48886
521,SVGKit,https://github.com/SVGKit/SVGKit,Objective-C,3948,119,2,111,6,0.3,1,11,4,2.2,73,0.48796
1235,CameraView,https://github.com/natario1/CameraView,Java,3595,50,0,55,7,0.6,4,93,67,1.8,7,0.4879
1251,react-day-picker,https://github.com/gpbl/react-day-picker,JavaScript,3982,73,8,118,7,2.0,1,25,6,0.8,463,0.48778
144,vue-js-modal,https://github.com/euvl/vue-js-modal,Vue,3681,51,0,67,2,2.4,4,56,34,1.8,62,0.48741
266,php-debugbar,https://github.com/maximebf/php-debugbar,PHP,3731,92,1,97,7,0.3,3,10,5,1.3,51,0.48721
138,utterances,https://github.com/utterance/utterances,TypeScript,3674,45,1,161,5,1.6,0,126,77,1.3,39,0.48667
1129,MechanicalSoup,https://github.com/MechanicalSoup/MechanicalSoup,Python,3648,81,0,41,6,0.6,1,38,33,0.8,112,0.48656
111,COVID-19,https://github.com/pcm-dpc/COVID-19,,3721,10,0,10,4,16.2,0,184,102,3.9,240,0.48632
674,CocoaDebug,https://github.com/CocoaDebug/CocoaDebug,Swift,3553,36,0,20,10,6.5,54,4,3,2.5,4,0.48617
776,skorch,https://github.com/skorch-dev/skorch,Python,3715,42,0,39,9,1.8,2,43,34,3.3,4,0.48572
518,JavaScript-Load-Image,https://github.com/blueimp/JavaScript-Load-Image,JavaScript,4069,111,3,19,6,3.5,9,7,3,1.7,172,0.48516
1389,nconf,https://github.com/indexzero/nconf,JavaScript,3638,119,0,58,7,0.2,2,25,19,0.9,27,0.485
715,udp2raw-tunnel,https://github.com/wangyu-/udp2raw-tunnel,C++,4238,43,0,14,5,0.5,3,23,8,2.6,358,0.48417
860,commonmark-spec,https://github.com/commonmark/commonmark-spec,Python,4286,78,1,94,5,0.3,4,10,6,2.9,26,0.48393
302,fuel,https://github.com/kittinunf/fuel,Kotlin,3784,69,1,84,4,0.4,4,21,10,1.9,74,0.48387
543,go-astilectron,https://github.com/asticode/go-astilectron,Go,3582,45,0,28,5,0.5,9,21,13,3.2,28,0.4837
442,quickstart-js,https://github.com/firebase/quickstart-js,HTML,3735,63,0,65,3,2.1,0,54,43,0.9,230,0.48368
925,AliOS-Things,https://github.com/alibaba/AliOS-Things,C,3717,41,1,161,1,12.4,1,65,35,0.9,222,0.48368
611,phpinsights,https://github.com/nunomaduro/phpinsights,PHP,3864,22,3,48,10,1.0,1,19,7,3.4,179,0.48328
90,squirrel,https://github.com/Masterminds/squirrel,Go,3557,85,1,55,7,0.2,4,14,5,1.1,102,0.48298
412,after.js,https://github.com/jaredpalmer/after.js,JavaScript,3909,38,1,42,7,3.0,14,32,15,0.8,33,0.4822
1065,AAChartKit,https://github.com/AAChartModel/AAChartKit,Objective-C,4113,46,0,15,3,7.4,1,118,84,3.7,35,0.48128
395,redmine,https://github.com/redmine/redmine,Ruby,3966,177,0,11,3,22.2,11,1,1,0.0,783,0.48127
545,cookiecutter-flask,https://github.com/cookiecutter-flask/cookiecutter-flask,Python,3582,90,0,60,6,5.4,3,73,68,0.3,6,0.48104
269,resty,https://github.com/go-resty/resty,Go,3672,65,2,60,7,0.7,4,40,21,1.2,52,0.48082
212,Haxl,https://github.com/facebook/Haxl,Haskell,3881,82,1,46,6,0.9,1,7,6,2.6,95,0.48052
643,stateless,https://github.com/dotnet-state-machine/stateless,C#,3667,139,1,61,7,0.9,0,27,18,2.1,28,0.47934
139,parceler,https://github.com/johncarl81/parceler,Java,3596,92,3,26,9,0.2,5,10,7,2.3,90,0.47875
854,nanovg,https://github.com/memononen/nanovg,C,3804,87,0,52,7,0.4,0,21,8,1.5,67,0.47833
646,goleveldb,https://github.com/syndtr/goleveldb,Go,4077,99,5,45,9,0.2,0,12,3,0.9,1653,0.47827
950,aimeos-laravel,https://github.com/aimeos/aimeos-laravel,PHP,4004,71,0,10,2,2.1,16,20,19,2.6,129,0.47824
69,django-tastypie,https://github.com/django-tastypie/django-tastypie,Python,3715,131,12,197,8,0.0,3,3,0,3.7,47,0.47801
235,StockSharp,https://github.com/StockSharp/StockSharp,C#,3562,74,0,25,2,26.0,1,2,2,0.0,3042,0.4773
386,ProjectVisBug,https://github.com/GoogleChromeLabs/ProjectVisBug,JavaScript,4194,31,0,30,7,1.2,3,34,25,2.5,23,0.47727
1181,gaia,https://github.com/gaia-pipeline/gaia,Go,4296,37,0,15,9,0.6,4,6,6,7.7,10,0.4772
1248,nerdcommenter,https://github.com/preservim/nerdcommenter,Vim script,4061,160,1,148,5,0.4,1,21,16,1.8,13,0.47681
781,dockprom,https://github.com/stefanprodan/dockprom,,3644,52,0,18,7,1.0,41,14,7,0.8,41,0.47641
498,RecordRTC,https://github.com/muaz-khan/RecordRTC,JavaScript,4118,78,4,42,9,0.4,3,51,7,1.2,119,0.476
855,MvRx,https://github.com/airbnb/MvRx,Kotlin,3880,31,0,35,7,0.6,6,49,45,1.4,22,0.4756
616,bottender,https://github.com/Yoctol/bottender,TypeScript,3536,47,0,34,6,5.6,24,13,4,0.4,19,0.47557
964,gocv,https://github.com/hybridgroup/gocv,Go,3743,40,3,107,8,1.6,3,107,67,2.0,5,0.47547
444,tern,https://github.com/ternjs/tern,JavaScript,4143,97,6,118,9,0.0,4,4,1,1.2,120,0.47381
20,ctf-wiki,https://github.com/ctf-wiki/ctf-wiki,Python,4147,53,0,119,6,2.8,0,20,20,0.8,25,0.47373
813,pngquant,https://github.com/kornelski/pngquant,C,3663,138,1,44,6,0.2,6,7,4,2.0,31,0.47335
1433,spritejs,https://github.com/spritejs/spritejs,JavaScript,4293,43,0,21,6,3.5,5,18,7,1.4,49,0.47327
637,vscode-extension-samples,https://github.com/microsoft/vscode-extension-samples,TypeScript,3686,63,0,82,3,2.3,0,40,24,0.9,118,0.47325
1257,aleth,https://github.com/ethereum/aleth,C++,3726,86,10,190,5,0.1,10,9,6,0.7,180,0.47322
673,FloatingPanel,https://github.com/SCENEE/FloatingPanel,Swift,4065,28,0,36,5,2.9,7,66,50,1.9,9,0.47321
1160,node-xml2js,https://github.com/Leonidas-from-XIV/node-xml2js,CoffeeScript,4177,128,10,71,9,0.1,4,19,5,1.0,149,0.47261
222,termbox-go,https://github.com/nsf/termbox-go,Go,3932,109,2,65,4,0.8,0,25,21,1.3,256,0.47176
243,mapdb,https://github.com/jankotek/mapdb,Java,4169,102,4,44,9,0.8,10,7,1,0.7,113,0.47174
149,react-chartjs-2,https://github.com/reactchartjs/react-chartjs-2,JavaScript,3556,57,1,57,8,0.4,2,65,28,1.1,27,0.47134
906,SkyFloatingLabelTextField,https://github.com/Skyscanner/SkyFloatingLabelTextField,Swift,3775,62,1,51,10,0.1,13,4,3,1.2,23,0.47129
968,ssh-chat,https://github.com/shazow/ssh-chat,Go,4174,74,2,53,5,1.0,2,8,4,4.8,29,0.47034
1228,gore,https://github.com/motemen/gore,Go,4038,72,0,22,9,0.5,3,9,9,1.7,27,0.47019
324,gorgonia,https://github.com/gorgonia/gorgonia,Go,3774,53,0,44,2,2.8,10,34,29,1.3,35,0.47009
26,sshfs,https://github.com/libfuse/sshfs,C,3645,197,2,45,3,0.1,1,32,26,2.0,236,0.47005
887,AngleSharp,https://github.com/AngleSharp/AngleSharp,C#,3574,92,9,54,7,0.4,1,25,18,2.9,106,0.46991
165,react-swipeable-views,https://github.com/oliviertassinari/react-swipeable-views,JavaScript,3765,64,4,62,9,0.3,4,19,4,0.6,194,0.46984
527,gist,https://github.com/defunkt/gist,Ruby,3564,149,4,98,8,0.2,3,3,1,0.3,319,0.46968
726,Node-Media-Server,https://github.com/illuspas/Node-Media-Server,JavaScript,3577,73,2,25,7,0.9,10,42,6,0.8,90,0.46963
425,Android-IMSI-Catcher-Detector,https://github.com/CellularPrivacy/Android-IMSI-Catcher-Detector,Java,3935,87,0,163,10,0.5,7,4,0,0.5,4,0.46956
577,typography.js,https://github.com/KyleAMathews/typography.js,JavaScript,3530,71,1,49,6,0.1,27,7,1,0.7,66,0.46895
1153,monolith,https://github.com/Y2Z/monolith,Rust,4017,47,0,13,6,2.7,11,42,37,0.9,27,0.46805
241,react-waypoint,https://github.com/civiccc/react-waypoint,JavaScript,3712,72,2,53,10,0.2,12,12,8,1.6,8,0.46786
311,AlamofireImage,https://github.com/Alamofire/AlamofireImage,Swift,3643,71,2,49,8,0.6,5,13,9,0.5,98,0.46754
672,code-push,https://github.com/microsoft/code-push,TypeScript,4003,64,5,54,8,0.5,8,18,11,1.3,51,0.46676
1133,levelup,https://github.com/Level/levelup,JavaScript,3833,104,2,49,10,0.2,1,16,12,1.3,38,0.46672
390,seneca,https://github.com/senecajs/seneca,HTML,3765,124,1,61,6,1.9,1,10,3,0.6,85,0.46658
514,write-good,https://github.com/btford/write-good,JavaScript,4198,82,1,32,9,0.1,3,6,3,2.0,47,0.46637
712,polar-bookshelf,https://github.com/burtonator/polar-bookshelf,TypeScript,4218,32,0,18,2,60.2,13,79,16,1.2,11,0.46602
195,rails_best_practices,https://github.com/flyerhzm/rails_best_practices,Ruby,3877,136,7,91,9,0.6,12,1,0,1.0,59,0.46592
258,outline-server,https://github.com/Jigsaw-Code/outline-server,TypeScript,3732,34,0,28,4,4.0,322,83,43,1.1,5,0.46578
1184,cloudmapper,https://github.com/duo-labs/cloudmapper,JavaScript,4052,36,1,80,6,1.3,2,66,34,1.3,20,0.46576
1498,TagUI,https://github.com/kelaberetiv/TagUI,JavaScript,3781,50,0,12,3,2.1,2,117,105,2.0,82,0.4652
798,awesome-test-automation,https://github.com/atinfo/awesome-test-automation,,4079,72,1,167,7,0.7,0,12,11,0.5,55,0.46511
1033,react-native-tab-view,https://github.com/satya164/react-native-tab-view,TypeScript,4255,56,3,83,7,1.1,10,74,37,1.9,2,0.46485
176,jsbin,https://github.com/jsbin/jsbin,JavaScript,4145,137,5,166,10,0.1,43,19,6,1.4,0,0.46445
388,quartz,https://github.com/quartz-scheduler/quartz,Java,4162,108,15,58,6,0.0,3,31,6,0.6,1189,0.46422
1422,icdiff,https://github.com/jeffkaufman/icdiff,Python,3747,127,2,39,7,0.1,3,5,5,1.6,76,0.46417
1087,Conductor,https://github.com/bluelinelabs/Conductor,Java,3743,59,1,36,7,1.0,6,57,37,0.9,17,0.46397
1011,Discovery,https://github.com/Nepxion/Discovery,Java,3800,31,0,12,3,19.7,26,18,17,2.8,5,0.46339
752,emoji-mart,https://github.com/missive/emoji-mart,JavaScript,3925,56,10,62,7,0.5,13,36,13,1.5,49,0.46303
419,nakama,https://github.com/heroiclabs/nakama,Go,4044,49,0,37,5,3.2,9,60,50,0.7,6,0.46285
744,React95,https://github.com/arturbien/React95,JavaScript,4158,23,1,18,6,5.7,37,39,24,2.1,7,0.46198
394,pwnagotchi,https://github.com/evilsocket/pwnagotchi,JavaScript,4099,16,7,126,5,2.2,4,41,14,2.0,96,0.46191
307,go-socket.io,https://github.com/googollee/go-socket.io,Go,3874,102,2,79,7,0.5,2,21,8,0.9,30,0.46167
701,plop,https://github.com/plopjs/plop,JavaScript,3832,82,0,32,8,0.6,7,15,6,1.7,4,0.4615
110,pay,https://github.com/yansongda/pay,PHP,3728,42,2,31,6,0.3,6,31,13,0.9,206,0.46074
633,tinydb,https://github.com/msiemens/tinydb,Python,3936,92,0,62,6,1.4,5,23,21,2.2,0,0.46066
864,alex,https://github.com/get-alex/alex,JavaScript,3827,66,2,40,8,0.6,5,7,5,2.4,21,0.46066
1356,kubernetes-handbook,https://github.com/feiskyer/kubernetes-handbook,Makefile,4051,45,0,69,6,1.2,1,7,7,1.7,23,0.46041
1393,gl-matrix,https://github.com/toji/gl-matrix,JavaScript,3898,113,3,79,3,1.0,3,14,3,1.6,106,0.4604
653,alda,https://github.com/alda-lang/alda,Clojure,3707,89,0,31,6,0.3,5,36,4,0.4,54,0.46023
154,bigchaindb,https://github.com/bigchaindb/bigchaindb,Python,3548,60,4,80,5,0.4,2,9,1,1.1,506,0.45986
1444,ffuf,https://github.com/ffuf/ffuf,Go,3607,26,0,24,5,1.1,4,56,27,2.3,26,0.45973
1157,Choices,https://github.com/jshjohnson/Choices,TypeScript,4043,59,6,78,10,0.0,13,28,8,0.8,24,0.45925
317,isso,https://github.com/posativ/isso,Python,4260,100,3,104,7,0.5,5,12,1,1.4,16,0.45913
661,awesome_print,https://github.com/awesome-print/awesome_print,Ruby,3758,131,2,69,6,0.0,2,14,4,1.1,63,0.45901
859,filestash,https://github.com/mickael-kerjean/filestash,Go,3911,44,1,27,4,1.9,2,53,37,2.0,63,0.45899
687,compojure,https://github.com/weavejester/compojure,Clojure,3849,155,5,44,9,0.1,5,1,1,3.0,36,0.45857
904,yasea,https://github.com/begeekmyfriend/yasea,C,4270,58,0,18,5,0.2,8,20,3,2.6,30,0.45812
1268,epub.js,https://github.com/futurepress/epub.js,JavaScript,4106,100,6,96,5,0.6,1,41,8,1.3,94,0.45812
472,britecharts,https://github.com/britecharts/britecharts,JavaScript,3638,69,1,68,3,1.5,23,68,45,0.8,5,0.45728
580,privilege-escalation-awesome-scripts-suite,https://github.com/carlospolop/privilege-escalation-awesome-scripts-suite,C#,3814,24,0,29,6,4.3,0,28,25,1.6,61,0.4571
120,vim-markdown,https://github.com/plasticboy/vim-markdown,Vim script,3614,145,6,83,6,0.2,0,21,3,0.9,412,0.45705
1116,serverless-express,https://github.com/vendia/serverless-express,JavaScript,3833,53,0,28,8,0.4,2,64,48,1.2,10,0.45618
1328,pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Python,3675,78,0,23,6,1.7,0,22,5,1.0,115,0.45604
1174,PINRemoteImage,https://github.com/pinterest/PINRemoteImage,C,3855,67,0,83,6,0.8,3,26,16,0.8,5,0.45553
1494,color,https://github.com/Qix-/color,JavaScript,3540,116,3,37,6,0.1,1,9,6,1.9,135,0.45538
292,goproxy,https://github.com/elazarl/goproxy,Go,4053,107,3,67,6,0.4,0,13,2,0.8,352,0.45456
890,HexFiend,https://github.com/HexFiend/HexFiend,Objective-C,3660,160,0,50,3,2.9,4,28,20,1.1,5,0.45407
1018,artillery,https://github.com/artilleryio/artillery,JavaScript,4254,68,1,76,7,1.4,1,51,15,0.8,12,0.45353
676,claudia,https://github.com/claudiajs/claudia,JavaScript,3567,60,12,40,10,0.1,20,6,3,1.5,73,0.45319
1180,responder,https://github.com/taoufik07/responder,Python,3530,27,0,85,7,0.4,22,12,11,0.8,3,0.45318
1127,mace,https://github.com/XiaoMi/mace,C++,4265,41,1,54,3,1.8,3,28,22,3.2,15,0.4512
695,fusuma,https://github.com/hiroppy/fusuma,JavaScript,3852,33,0,17,7,1.4,32,61,58,1.1,2,0.44995
454,DeepSpeed,https://github.com/microsoft/DeepSpeed,Python,3894,12,0,37,3,7.6,4,219,138,2.2,5,0.4496
1396,FastRoute,https://github.com/nikic/FastRoute,PHP,4263,84,3,46,8,0.0,2,14,4,1.9,38,0.44943
41,snappy,https://github.com/KnpLabs/snappy,PHP,3715,129,2,92,8,0.2,1,8,6,1.2,13,0.44858
1055,lucet,https://github.com/bytecodealliance/lucet,Rust,3590,25,0,34,4,8.0,5,28,23,1.2,10,0.44816
878,curio,https://github.com/dabeaz/curio,Python,3542,64,2,54,8,1.6,3,3,1,0.7,67,0.44751
1397,react-native-modal,https://github.com/react-native-modal/react-native-modal,TypeScript,4077,52,1,79,9,0.6,5,75,41,1.4,0,0.44727
1244,NotificationBanner,https://github.com/Daltron/NotificationBanner,Swift,4013,46,1,63,6,0.2,1,23,19,1.4,34,0.44682
68,dynomite,https://github.com/Netflix/dynomite,C,3603,108,2,80,6,0.0,8,11,7,0.1,41,0.44681
1368,jsdelivr,https://github.com/jsdelivr/jsdelivr,,3575,103,0,6,4,0.2,0,29,22,2.4,257,0.4464
698,curlconverter,https://github.com/NickCarneiro/curlconverter,JavaScript,3995,74,0,33,8,0.9,0,15,9,1.6,14,0.44621
1099,muzei,https://github.com/muzei/muzei,Kotlin,4139,84,0,27,6,6.1,5,11,11,1.0,2,0.4453
246,graphql-go,https://github.com/graph-gophers/graphql-go,Go,3570,52,2,62,7,0.4,0,27,12,0.9,111,0.44522
651,DIGITS,https://github.com/NVIDIA/DIGITS,HTML,4020,71,9,49,6,0.0,7,8,6,1.0,220,0.4439
74,btrace,https://github.com/btraceio/btrace,Java,4299,141,2,25,6,2.1,4,12,9,0.8,29,0.44371
153,recastnavigation,https://github.com/recastnavigation/recastnavigation,C++,3705,143,2,57,4,0.2,0,26,15,1.8,58,0.44365
273,sysbench,https://github.com/akopytov/sysbench,C,3649,182,4,47,5,0.3,1,14,2,0.6,400,0.44356
479,react-native-linear-gradient,https://github.com/react-native-linear-gradient/react-native-linear-gradient,C#,3806,70,3,92,10,0.2,10,27,9,1.9,0,0.44342
1302,CleanArchitecture,https://github.com/jasontaylordev/CleanArchitecture,C#,3745,15,1,37,8,2.8,0,76,50,1.8,28,0.44326
971,PhoneNumberKit,https://github.com/marmelroy/PhoneNumberKit,Swift,3969,64,3,78,9,0.8,2,30,10,0.5,19,0.44289
71,duplicacy,https://github.com/gilbertchen/duplicacy,Go,3539,59,0,49,2,1.8,11,11,3,1.3,22,0.44259
538,elixir_style_guide,https://github.com/christopheradams/elixir_style_guide,Elixir,3587,89,1,56,11,0.2,0,2,1,1.5,37,0.4423
1460,jquery.scrollTo,https://github.com/flesler/jquery.scrollTo,JavaScript,3549,104,1,16,8,0.0,2,5,5,1.0,114,0.44208
532,GitGutter,https://github.com/jisaacks/GitGutter,Python,3889,98,6,107,10,0.1,2,6,4,0.8,26,0.4418
1145,PokemonGo-Bot,https://github.com/PokemonGoF/PokemonGo-Bot,Python,3654,55,35,371,4,0.0,5,5,1,0.0,2313,0.44136
328,sqlboiler,https://github.com/volatiletech/sqlboiler,Go,3589,59,1,104,3,2.4,10,58,33,1.9,0,0.44135
549,tx-lcn,https://github.com/codingapi/tx-lcn,Java,3848,40,2,27,2,3.1,1,17,6,1.4,992,0.44078
309,swag-for-dev,https://github.com/swapagarwal/swag-for-dev,JavaScript,3767,35,2,126,7,3.9,0,67,45,0.6,9,0.44068
1401,js-xss,https://github.com/leizongmin/js-xss,HTML,3849,101,2,28,8,0.4,5,13,4,0.8,29,0.44031
124,mechanize,https://github.com/sparklemotion/mechanize,Ruby,4041,180,23,112,9,0.0,2,5,0,1.6,105,0.4394
285,deap,https://github.com/DEAP/deap,Python,4029,133,0,67,1,0.3,2,31,7,1.5,47,0.43889
132,reactive-streams-jvm,https://github.com/reactive-streams/reactive-streams-jvm,Java,3904,84,4,32,11,0.7,3,6,4,0.8,54,0.43887
1294,pyod,https://github.com/yzhao062/pyod,Python,4009,40,1,20,6,2.0,5,37,12,1.0,31,0.43875
116,shadowsocks-manager,https://github.com/shadowsocks/shadowsocks-manager,JavaScript,3997,75,0,25,4,2.5,0,5,3,0.6,264,0.43848
354,KeepingYouAwake,https://github.com/newmarcel/KeepingYouAwake,Objective-C,3923,76,0,23,6,0.6,3,8,5,1.9,10,0.43829
290,emmet,https://github.com/emmetio/emmet,TypeScript,3961,133,0,7,3,1.1,7,37,25,1.1,39,0.4381
380,pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,Shell,4048,101,23,41,9,0.0,4,15,6,1.3,147,0.43798
147,tui.image-editor,https://github.com/nhn/tui.image-editor,JavaScript,3583,59,0,25,6,1.4,7,94,68,1.5,0,0.43751
882,h5ai,https://github.com/lrsjng/h5ai,JavaScript,4233,117,6,56,6,0.3,6,36,8,0.7,26,0.43738
588,react-server,https://github.com/redfin/react-server,JavaScript,3932,74,2,85,6,0.0,12,6,2,0.2,37,0.43725
29,bit,https://github.com/chriswalz/bit,Go,4005,4,2,13,6,4.8,43,84,60,2.8,17,0.43721
832,jquery-placeholder,https://github.com/mathiasbynens/jquery-placeholder,JavaScript,4083,134,3,25,7,0.0,2,3,3,1.0,177,0.43675
1474,promptui,https://github.com/manifoldco/promptui,Go,3854,39,3,37,10,0.1,2,13,2,1.4,76,0.4367
1149,better-exceptions,https://github.com/Qix-/better-exceptions,Python,3833,47,0,14,8,0.2,4,12,9,2.4,9,0.43624
592,draco,https://github.com/google/draco,C++,3897,50,1,50,1,0.5,3,72,53,1.2,165,0.43602
295,awesome-pipeline,https://github.com/pditommaso/awesome-pipeline,,3645,79,0,77,12,0.3,0,5,2,0.6,12,0.43586
433,regl,https://github.com/regl-project/regl,JavaScript,3950,59,4,47,8,1.5,6,13,1,0.9,26,0.43538
783,amplitudejs,https://github.com/521dimensions/amplitudejs,JavaScript,3616,88,1,27,5,0.8,2,8,4,1.9,29,0.43514
4,incubator-pagespeed-ngx,https://github.com/apache/incubator-pagespeed-ngx,C++,4255,104,5,42,4,0.0,1,18,6,7.9,10,0.43498
175,pprof,https://github.com/google/pprof,Go,4018,60,0,80,6,0.9,0,35,26,3.0,0,0.43498
899,amqp,https://github.com/streadway/amqp,Go,3637,106,6,73,5,0.1,0,19,5,1.1,195,0.43451
1463,sofa-boot,https://github.com/sofastack/sofa-boot,Java,4076,34,0,24,7,2.3,11,90,83,1.0,0,0.43401
705,gemoji,https://github.com/github/gemoji,Ruby,3704,110,3,41,6,0.2,1,9,4,0.6,159,0.43369
247,BigDL,https://github.com/intel-analytics/BigDL,Scala,3686,53,1,71,3,0.9,2,43,36,1.0,21,0.43346
1072,pegjs,https://github.com/pegjs/pegjs,JavaScript,3877,132,14,27,6,0.0,1,7,2,5.1,101,0.43272
530,Cerberus,https://github.com/TedGoas/Cerberus,HTML,4120,87,7,25,10,0.2,1,11,6,2.2,45,0.43056
723,standard-readme,https://github.com/RichardLitt/standard-readme,Shell,3612,64,1,23,7,0.2,0,6,3,1.7,125,0.4302
50,npm-run-all,https://github.com/mysticatea/npm-run-all,JavaScript,3944,71,15,22,8,0.0,9,13,5,0.8,284,0.42931
929,create-react-library,https://github.com/transitive-bullshit/create-react-library,JavaScript,3969,35,2,29,7,1.0,15,40,8,0.9,10,0.42928
1330,eul,https://github.com/gao-sun/eul,Swift,4022,7,0,21,5,5.7,26,131,101,2.1,0,0.4292
279,current-device,https://github.com/matthewhudson/current-device,JavaScript,3662,101,2,41,7,0.6,3,13,8,0.7,14,0.429
1147,unform,https://github.com/Rocketseat/unform,TypeScript,3937,29,5,44,5,1.6,2,28,7,1.4,118,0.42889
118,Launcher3,https://github.com/amirzaidi/Launcher3,Java,3596,149,21,201,6,0.0,26,6,0,0.8,13,0.42846
80,redbird,https://github.com/OptimalBits/redbird,JavaScript,4210,78,3,48,10,0.2,1,7,2,2.0,12,0.42837
1121,decimal.js,https://github.com/MikeMcl/decimal.js,JavaScript,3957,82,3,14,6,0.1,7,4,2,2.8,47,0.42817
414,assemble,https://github.com/assemble/assemble,CSS,3891,101,19,40,6,0.0,10,0,0,0,3585,0.42758
1274,git-it-electron,https://github.com/jlord/git-it-electron,HTML,3687,69,22,59,9,0.0,2,16,7,0.6,274,0.42757
969,alternative-internet,https://github.com/redecentralize/alternative-internet,,4085,91,1,168,8,0.3,0,8,5,0.6,5,0.42753
874,corpora,https://github.com/dariusk/corpora,JavaScript,3966,84,3,171,7,0.4,0,7,2,0.1,70,0.42736
1480,playroom,https://github.com/seek-oss/playroom,TypeScript,3717,27,3,28,10,0.7,27,15,9,1.4,4,0.42732
1029,tlroadmap,https://github.com/tlbootcamp/tlroadmap,JavaScript,3955,18,1,59,9,6.0,0,13,6,0.7,25,0.42704
