name,url,language,license,stars,created_since,updated_since,contributor_count,org_count,commit_frequency,recent_releases_count,updated_issues_count,closed_issues_count,comment_frequency,dependents_count,criticality_score
OpenSID,https://github.com/OpenSID/OpenSID,PHP,"License(name=""GNU General Public License v3.0"")",473,57,0,76,4,35.8,12,456,327,1.9,275,0.63401
media-driver,https://github.com/intel/media-driver,C,"License(name=""Other"")",467,39,0,261,2,23.8,18,155,56,1.5,1156,0.6336
centreon,https://github.com/centreon/centreon,PHP,"License(name=""GNU General Public License v2.0"")",452,177,0,164,1,14.2,15,346,262,0.6,3008,0.63097
i18n,https://github.com/electron/i18n,TypeScript,"License(name=""Other"")",481,45,0,28,4,21.0,872,171,162,1.0,4635,0.62887
ceph-csi,https://github.com/ceph/ceph-csi,Go,"License(name=""Apache License 2.0"")",490,37,0,83,6,16.9,11,328,225,3.1,129,0.6252
activerecord-jdbc-adapter,https://github.com/jruby/activerecord-jdbc-adapter,Ruby,"License(name=""BSD 2-Clause ""Simplified"" License"")",457,176,1,179,8,1.0,14,13,10,2.5,1042,0.6246
elabftw,https://github.com/elabftw/elabftw,PHP,"License(name=""Other"")",460,108,0,25,7,11.8,37,232,172,2.9,99,0.62291
ghc-proposals,https://github.com/ghc-proposals/ghc-proposals,Python,,496,56,0,74,8,5.2,0,54,20,11.5,366,0.61909
kernel-msm,https://github.com/MotorolaMobilityLLC/kernel-msm,C,"License(name=""Other"")",465,85,86,12607,8,0.0,83,34,31,3.2,391,0.61809
silverstripe-cms,https://github.com/silverstripe/silverstripe-cms,PHP,"License(name=""BSD 3-Clause ""New"" or ""Revised"" License"")",490,164,1,190,9,1.4,24,42,27,1.5,201,0.61412
cdap,https://github.com/cdapio/cdap,Java,"License(name=""Other"")",492,107,0,230,3,15.4,8,280,268,1.9,47,0.61224
ui,https://github.com/rancher/ui,JavaScript,"License(name=""Apache License 2.0"")",456,74,0,130,5,10.1,8,581,576,0.0,571,0.61043
pyscf,https://github.com/pyscf/pyscf,Python,"License(name=""Apache License 2.0"")",469,82,0,89,6,13.6,5,67,30,1.7,404,0.60847
formulae.brew.sh,https://github.com/Homebrew/formulae.brew.sh,HTML,"License(name=""BSD 2-Clause ""Simplified"" License"")",497,34,0,20,7,240.3,0,106,104,0.2,11860,0.60712
spartacus,https://github.com/SAP/spartacus,TypeScript,"License(name=""Apache License 2.0"")",453,47,0,92,2,18.1,423,2451,1855,1.1,113,0.60542
lwt,https://github.com/ocsigen/lwt,OCaml,"License(name=""MIT License"")",488,154,0,119,7,1.5,4,28,21,3.8,214,0.60372
phpMyFAQ,https://github.com/thorsten/phpMyFAQ,PHP,"License(name=""Mozilla Public License 2.0"")",483,197,0,74,8,8.7,8,84,56,0.6,283,0.60247
VKUI,https://github.com/VKCOM/VKUI,TypeScript,"License(name=""MIT License"")",463,49,0,63,4,25.3,74,547,426,0.9,111,0.60154
cocos2d-x-lite,https://github.com/cocos-creator/cocos2d-x-lite,C++,,463,59,0,61,6,14.9,16,325,311,0.4,258,0.60114
clojure-lsp,https://github.com/clojure-lsp/clojure-lsp,Clojure,"License(name=""MIT License"")",475,34,0,42,8,5.2,97,99,75,3.2,103,0.5947
worldview,https://github.com/nasa-gibs/worldview,JavaScript,"License(name=""Other"")",495,113,1,41,4,15.0,19,180,103,0.6,1037,0.59453
geos,https://github.com/libgeos/geos,C++,"License(name=""GNU Lesser General Public License v2.1"")",458,227,0,48,8,8.8,5,67,54,1.5,196,0.59423
qiskit-aqua,https://github.com/Qiskit/qiskit-aqua,Python,"License(name=""Apache License 2.0"")",486,32,0,96,3,9.2,12,263,205,1.3,693,0.59345
glibc,https://github.com/bminor/glibc,C,"License(name=""Other"")",486,387,0,655,4,24.1,51,0,0,0,309,0.59236
indy-sdk,https://github.com/hyperledger/indy-sdk,Rust,"License(name=""Apache License 2.0"")",499,47,0,178,6,6.8,2,165,80,0.8,508,0.59067
libass,https://github.com/libass/libass,C,"License(name=""ISC License"")",481,177,0,49,4,6.2,1,70,33,2.7,1450,0.59051
navigation2,https://github.com/ros-planning/navigation2,C++,"License(name=""Other"")",484,32,0,75,9,6.0,9,157,110,2.8,56,0.58925
mavros,https://github.com/mavlink/mavros,C++,"License(name=""Other"")",458,86,0,104,10,1.5,5,50,27,2.3,112,0.58894
ember-bootstrap,https://github.com/kaliber5/ember-bootstrap,JavaScript,"License(name=""MIT License"")",471,74,0,94,6,8.3,15,115,101,0.8,96,0.58639
libseccomp,https://github.com/seccomp/libseccomp,C,"License(name=""GNU Lesser General Public License v2.1"")",464,109,0,60,3,1.8,4,24,13,3.1,2653,0.58484
postfixadmin,https://github.com/postfixadmin/postfixadmin,PHP,"License(name=""Other"")",487,168,0,87,4,4.8,6,42,36,3.2,128,0.58391
terraform-google-kubernetes-engine,https://github.com/terraform-google-modules/terraform-google-kubernetes-engine,HCL,"License(name=""Apache License 2.0"")",486,30,0,121,7,3.2,18,115,90,2.5,44,0.58136
apm-agent-nodejs,https://github.com/elastic/apm-agent-nodejs,JavaScript,"License(name=""BSD 2-Clause ""Simplified"" License"")",455,111,0,67,7,2.4,11,304,110,1.2,69,0.58119
SalesforceMobileSDK-iOS,https://github.com/forcedotcom/SalesforceMobileSDK-iOS,Objective-C,"License(name=""Other"")",468,114,0,122,4,4.2,3,60,56,0.7,854,0.581
braintree_ios,https://github.com/braintree/braintree_ios,Objective-C,"License(name=""MIT License"")",464,95,0,121,5,6.0,8,49,36,1.7,85,0.57891
CudaText,https://github.com/Alexey-T/CudaText,Python,"License(name=""Mozilla Public License 2.0"")",465,65,0,17,1,64.4,54,158,141,4.2,167,0.57771
asciidoctorj,https://github.com/asciidoctor/asciidoctorj,Java,"License(name=""Apache License 2.0"")",499,95,0,55,6,1.0,5,18,11,4.3,389,0.57766
flank,https://github.com/Flank/flank,Kotlin,"License(name=""Apache License 2.0"")",485,47,0,61,5,8.9,24,299,261,2.3,21,0.57731
openbabel,https://github.com/openbabel/openbabel,C++,"License(name=""GNU General Public License v2.0"")",470,233,3,140,7,1.5,2,33,5,0.7,6907,0.57534
Dancer2,https://github.com/PerlDancer/Dancer2,Perl,,479,115,0,172,9,1.1,9,52,25,0.9,55,0.57501
survey-creator,https://github.com/surveyjs/survey-creator,TypeScript,,474,62,0,52,4,19.2,8,77,38,0.6,728,0.57421
vanilla-framework,https://github.com/canonical-web-and-design/vanilla-framework,HTML,"License(name=""GNU Lesser General Public License v3.0"")",460,72,0,45,8,17.4,25,191,151,1.5,7,0.57373
orbeon-forms,https://github.com/orbeon/orbeon-forms,Scala,"License(name=""GNU Lesser General Public License v2.1"")",456,200,0,41,4,14.8,3,106,44,0.7,789,0.57232
netcdf4-python,https://github.com/Unidata/netcdf4-python,Python,"License(name=""MIT License"")",490,175,0,60,10,2.6,2,27,22,2.1,138,0.57143
jwx,https://github.com/lestrrat-go/jwx,Go,"License(name=""MIT License"")",469,63,0,31,7,10.2,10,94,88,2.6,47,0.56994
azure-functions-durable-extension,https://github.com/Azure/azure-functions-durable-extension,C#,"License(name=""MIT License"")",485,44,0,48,6,2.5,15,178,101,2.5,88,0.56859
elmerfem,https://github.com/ElmerCSC/elmerfem,Fortran,,500,84,0,77,6,13.8,1,18,13,1.5,410,0.56843
picker,https://github.com/react-native-picker/picker,JavaScript,"License(name=""MIT License"")",453,71,0,90,6,1.9,27,92,54,1.6,40,0.56806
coyim,https://github.com/coyim/coyim,Go,"License(name=""Other"")",497,65,0,31,7,31.0,4,111,29,1.1,166,0.56761
nodejs-firestore,https://github.com/googleapis/nodejs-firestore,JavaScript,"License(name=""Apache License 2.0"")",459,42,0,38,5,3.5,32,70,61,2.1,205,0.5673
nrepl,https://github.com/nrepl/nrepl,Clojure,,454,126,0,57,8,3.2,5,17,10,2.7,86,0.56615
rollbar.js,https://github.com/rollbar/rollbar.js,JavaScript,"License(name=""MIT License"")",474,99,0,98,6,1.6,17,23,17,0.9,180,0.5656
atomspace,https://github.com/opencog/atomspace,C++,"License(name=""GNU Affero General Public License v3.0"")",482,158,2,147,6,32.5,0,20,17,0.6,817,0.5652
auth0-spa-js,https://github.com/auth0/auth0-spa-js,TypeScript,"License(name=""MIT License"")",480,22,0,37,6,2.9,22,140,137,1.4,380,0.56393
docker,https://github.com/phpmyadmin/docker,PHP,"License(name=""GNU General Public License v3.0"")",465,63,1,42,8,0.7,5,16,14,3.6,946,0.56365
fantomas,https://github.com/fsprojects/fantomas,F#,"License(name=""Other"")",461,97,0,70,5,9.7,7,229,189,1.1,31,0.56304
pyvisa,https://github.com/pyvisa/pyvisa,Python,"License(name=""MIT License"")",464,193,0,56,6,2.9,1,35,20,3.3,188,0.56201
CTK,https://github.com/commontk/CTK,C++,"License(name=""Apache License 2.0"")",477,132,0,118,9,1.2,0,11,10,0.7,1313,0.56106
freeorion,https://github.com/freeorion/freeorion,C++,,493,216,0,98,0,36.9,3,110,74,4.6,179,0.55979
Principia,https://github.com/mockingbirdnest/Principia,C++,"License(name=""MIT License"")",473,85,0,20,8,28.0,9,115,102,0.7,55,0.55915
yquake2,https://github.com/yquake2/yquake2,C,"License(name=""Other"")",490,145,0,62,3,5.0,4,50,36,3.7,91,0.55819
js-stellar-sdk,https://github.com/stellar/js-stellar-sdk,JavaScript,"License(name=""Apache License 2.0"")",471,70,0,61,7,1.5,15,36,24,0.7,300,0.55771
Neko,https://github.com/CarlosEsco/Neko,Kotlin,"License(name=""Apache License 2.0"")",460,65,0,88,3,27.3,60,69,46,1.7,14,0.55718
psych,https://github.com/ruby/psych,C,"License(name=""MIT License"")",464,138,1,84,7,0.7,5,13,6,1.2,1064,0.55652
domjudge,https://github.com/DOMjudge/domjudge,PHP,"License(name=""Other"")",472,203,0,56,4,11.0,8,111,85,1.6,31,0.55587
swagger-parser,https://github.com/swagger-api/swagger-parser,Java,"License(name=""Apache License 2.0"")",455,82,1,118,6,2.0,12,68,46,0.6,212,0.55529
docksal,https://github.com/docksal/docksal,Shell,"License(name=""MIT License"")",498,72,0,72,8,3.3,6,56,32,1.3,66,0.55395
nextcloud-notes,https://github.com/stefan-niedermann/nextcloud-notes,Java,"License(name=""GNU General Public License v3.0"")",497,65,0,47,4,15.3,23,90,63,1.4,32,0.55265
invenio,https://github.com/inveniosoftware/invenio,Python,"License(name=""MIT License"")",457,229,1,224,5,1.4,5,115,109,0.1,238,0.55259
line-bot-sdk-java,https://github.com/line/line-bot-sdk-java,Java,"License(name=""Apache License 2.0"")",477,58,0,40,4,2.6,8,35,29,0.7,2354,0.55258
ncclient,https://github.com/ncclient/ncclient,Python,"License(name=""Apache License 2.0"")",453,143,0,115,5,1.1,2,41,27,1.9,139,0.55173
budibase,https://github.com/Budibase/budibase,JavaScript,"License(name=""Other"")",456,22,0,16,3,51.4,42,251,184,0.7,343,0.55092
open-watcom-v2,https://github.com/open-watcom/open-watcom-v2,C,"License(name=""Other"")",473,228,0,43,4,29.5,7,70,65,1.0,40,0.55084
spring-cloud-commons,https://github.com/spring-cloud/spring-cloud-commons,Java,"License(name=""Apache License 2.0"")",479,75,0,71,8,3.7,1,73,50,1.5,105,0.55029
node-mapnik,https://github.com/mapnik/node-mapnik,C++,"License(name=""BSD 3-Clause ""New"" or ""Revised"" License"")",474,124,1,48,7,3.3,18,6,4,1.0,365,0.54737
router,https://github.com/koajs/router,JavaScript,"License(name=""MIT License"")",465,90,3,77,9,0.6,11,10,4,2.4,356,0.54732
sonar-dotnet,https://github.com/SonarSource/sonar-dotnet,C#,"License(name=""Other"")",456,131,0,69,2,9.4,17,393,292,1.6,11,0.54598
libertinus,https://github.com/alerque/libertinus,Python,"License(name=""SIL Open Font License 1.1"")",490,102,0,24,9,3.8,7,74,39,2.6,22,0.54528
oas-kit,https://github.com/Mermade/oas-kit,JavaScript,"License(name=""BSD 3-Clause ""New"" or ""Revised"" License"")",496,52,0,19,10,3.2,60,53,49,0.9,98,0.54526
online,https://github.com/LibreOffice/online,JavaScript,"License(name=""Other"")",455,72,2,150,5,68.2,53,0,0,0,427,0.54443
github-action,https://github.com/cypress-io/github-action,JavaScript,"License(name=""MIT License"")",485,15,0,19,9,2.5,43,101,91,2.1,141,0.54394
ranger,https://github.com/apache/ranger,Java,"License(name=""Apache License 2.0"")",451,79,0,113,6,6.4,6,11,2,0.3,348,0.54349
streetmix,https://github.com/streetmix/streetmix,JavaScript,"License(name=""BSD 3-Clause ""New"" or ""Revised"" License"")",486,97,0,66,8,11.4,0,174,125,0.9,43,0.54346
krew-index,https://github.com/kubernetes-sigs/krew-index,,"License(name=""Apache License 2.0"")",461,31,0,138,9,8.6,0,119,110,3.3,10,0.5433
mock,https://github.com/testing-cabal/mock,Python,"License(name=""BSD 2-Clause ""Simplified"" License"")",469,160,1,78,8,0.7,2,3,3,2.0,785,0.5431
z88dk,https://github.com/z88dk/z88dk,Assembly,"License(name=""Other"")",468,250,0,40,1,22.8,1,75,52,2.7,444,0.54278
lapin,https://github.com/CleverCloud/lapin,Rust,"License(name=""MIT License"")",465,47,0,26,6,14.0,107,13,12,4.2,15,0.54203
microprofile,https://github.com/eclipse/microprofile,Java,"License(name=""Apache License 2.0"")",463,54,0,34,5,1.1,7,17,14,1.8,1078,0.54176
SunEditor,https://github.com/JiHong88/SunEditor,JavaScript,"License(name=""MIT License"")",487,46,0,37,5,12.4,28,85,54,3.1,7,0.54146
hifiberry-os,https://github.com/hifiberry/hifiberry-os,C++,"License(name=""MIT License"")",466,72,1,17,5,18.2,15,82,46,2.9,49,0.54081
asciidoctor.js,https://github.com/asciidoctor/asciidoctor.js,JavaScript,"License(name=""MIT License"")",491,93,0,24,10,5.5,4,109,83,1.0,47,0.54051
puppet-nginx,https://github.com/voxpupuli/puppet-nginx,Ruby,"License(name=""MIT License"")",459,118,0,337,6,0.9,4,22,12,0.9,27,0.53958
maturin,https://github.com/PyO3/maturin,Rust,"License(name=""Other"")",466,30,0,33,8,3.1,19,48,34,2.3,50,0.53955
azure-resource-manager-schemas,https://github.com/Azure/azure-resource-manager-schemas,TypeScript,"License(name=""MIT License"")",463,70,0,253,2,19.6,0,233,117,0.9,75,0.53847
tau,https://github.com/Canardoux/tau,Dart,"License(name=""GNU Lesser General Public License v3.0"")",495,30,0,38,8,18.5,54,159,103,4.0,0,0.53807
manifest,https://github.com/w3c/manifest,HTML,"License(name=""Other"")",500,94,0,55,8,1.2,0,20,3,1.9,690,0.53715
vk,https://github.com/vknet/vk,C#,"License(name=""MIT License"")",462,104,0,86,6,3.1,11,78,29,0.4,41,0.53635
licensee,https://github.com/licensee/licensee,Ruby,"License(name=""MIT License"")",456,78,0,49,9,1.6,4,17,14,1.6,102,0.53554
learning-library,https://github.com/oracle/learning-library,HTML,"License(name=""Universal Permissive License v1.0"")",497,48,0,310,1,84.4,0,383,381,0.2,93,0.53513
nheko,https://github.com/Nheko-Reborn/nheko,C++,"License(name=""GNU General Public License v3.0"")",454,46,0,86,2,17.2,4,127,89,1.8,67,0.53379
allwpilib,https://github.com/wpilibsuite/allwpilib,C++,"License(name=""Other"")",457,86,0,101,3,10.3,4,351,287,0.7,22,0.5337
gns3-server,https://github.com/GNS3/gns3-server,Python,"License(name=""GNU General Public License v3.0"")",458,89,0,54,3,3.5,12,51,23,1.3,137,0.53342
closure-templates,https://github.com/google/closure-templates,Java,"License(name=""Apache License 2.0"")",468,137,0,65,2,19.0,2,16,7,1.2,378,0.53176
stylus-loader,https://github.com/webpack-contrib/stylus-loader,JavaScript,"License(name=""MIT License"")",478,88,0,41,8,1.4,8,9,8,1.6,106,0.5307
amazon-kinesis-video-streams-webrtc-sdk-c,https://github.com/awslabs/amazon-kinesis-video-streams-webrtc-sdk-c,C,"License(name=""Apache License 2.0"")",475,17,0,31,6,7.5,5,179,156,4.2,26,0.53038
differential-datalog,https://github.com/vmware/differential-datalog,Rust,"License(name=""MIT License"")",459,35,0,24,5,14.2,52,132,92,2.3,11,0.5302
node-jwks-rsa,https://github.com/auth0/node-jwks-rsa,JavaScript,"License(name=""MIT License"")",488,55,0,54,8,1.0,8,32,30,1.0,106,0.52933
ureq,https://github.com/algesten/ureq,Rust,"License(name=""Other"")",486,38,0,33,4,5.1,4,134,119,1.9,155,0.52844
brian-lovin-next,https://github.com/brianlovin/brian-lovin-next,TypeScript,"License(name=""MIT License"")",466,29,0,16,8,20.9,7,171,161,1.6,24,0.52813
pysam,https://github.com/pysam-developers/pysam,C,"License(name=""MIT License"")",476,139,0,96,5,0.9,2,43,19,0.9,155,0.52708
arangojs,https://github.com/arangodb/arangojs,TypeScript,"License(name=""Apache License 2.0"")",490,77,1,49,6,6.6,14,30,17,2.2,24,0.52703
ArduinoCore-avr,https://github.com/arduino/ArduinoCore-avr,C,,474,162,0,116,5,0.4,1,36,9,2.9,58,0.52691
GPaste,https://github.com/Keruspe/GPaste,C,"License(name=""BSD 2-Clause ""Simplified"" License"")",452,122,0,36,7,1.4,13,38,29,1.0,40,0.52622
assetgraph-builder,https://github.com/assetgraph/assetgraph-builder,JavaScript,"License(name=""BSD 3-Clause ""New"" or ""Revised"" License"")",484,117,0,22,12,1.7,62,51,47,0.5,23,0.52525
OnlineStats.jl,https://github.com/joshday/OnlineStats.jl,Julia,"License(name=""MIT License"")",475,73,1,28,9,3.6,17,5,4,1.8,118,0.52502
php-coveralls,https://github.com/php-coveralls/php-coveralls,PHP,"License(name=""MIT License"")",487,95,1,39,11,0.4,5,10,7,0.9,590,0.52482
sensors-software,https://github.com/opendata-stuttgart/sensors-software,C++,,452,71,1,68,7,1.8,1,64,24,3.2,68,0.52468
go-agent,https://github.com/newrelic/go-agent,Go,"License(name=""Apache License 2.0"")",498,59,0,43,5,5.0,10,43,13,0.8,142,0.52448
open-api,https://github.com/kogosoftwarellc/open-api,JavaScript,"License(name=""MIT License"")",480,62,0,95,8,1.2,58,23,14,1.0,12,0.52383
coblocks,https://github.com/godaddy-wordpress/coblocks,JavaScript,"License(name=""GNU General Public License v2.0"")",460,34,0,43,5,15.9,30,101,58,0.7,19,0.52297
dart_style,https://github.com/dart-lang/dart_style,Dart,"License(name=""BSD 3-Clause ""New"" or ""Revised"" License"")",478,77,0,33,4,1.1,13,29,22,1.6,191,0.52295
enum,https://github.com/spatie/enum,PHP,"License(name=""MIT License"")",472,24,0,20,10,2.8,19,17,17,3.5,31,0.5228
ical4j,https://github.com/ical4j/ical4j,Java,"License(name=""BSD 3-Clause ""New"" or ""Revised"" License"")",483,197,1,54,8,1.3,6,48,33,1.0,60,0.52242
settings,https://github.com/probot/settings,JavaScript,"License(name=""ISC License"")",484,49,0,32,5,3.8,0,66,56,1.2,1054,0.52242
recipes,https://github.com/vabene1111/recipes,JavaScript,"License(name=""Other"")",493,36,0,27,4,15.3,31,166,117,2.1,8,0.52165
kiwiirc,https://github.com/kiwiirc/kiwiirc,Vue,"License(name=""Apache License 2.0"")",466,51,0,34,6,12.0,1,59,34,0.9,183,0.52024
sprockets-rails,https://github.com/rails/sprockets-rails,Ruby,"License(name=""MIT License"")",490,118,3,69,12,0.2,1,2,1,1.5,1812,0.5195
create-your-own-adventure,https://github.com/udacity/create-your-own-adventure,Shell,,480,77,18,3880,4,0.0,0,32,16,0.2,1121,0.51927
csharp,https://github.com/kubernetes-client/csharp,C#,"License(name=""Apache License 2.0"")",474,45,0,60,4,1.5,1,81,58,3.0,130,0.51926
OneSignal-Android-SDK,https://github.com/OneSignal/OneSignal-Android-SDK,Java,"License(name=""Other"")",490,70,0,26,5,5.2,19,93,70,1.1,25,0.51878
cable_ready,https://github.com/hopsoft/cable_ready,JavaScript,"License(name=""MIT License"")",468,45,0,21,9,3.0,12,31,21,3.4,14,0.51838
cyberpanel,https://github.com/usmannasir/cyberpanel,JavaScript,"License(name=""GNU General Public License v3.0"")",494,39,0,42,5,18.9,2,75,40,1.1,74,0.5173
go-isatty,https://github.com/mattn/go-isatty,Go,"License(name=""MIT License"")",476,83,0,23,11,0.0,2,6,3,1.3,939,0.51485
table,https://github.com/gajus/table,JavaScript,"License(name=""Other"")",490,65,1,24,8,0.3,8,10,9,3.4,168,0.51349
tasty,https://github.com/feuerbach/tasty,Haskell,,484,94,0,52,8,0.8,13,20,16,0.9,26,0.51323
generator-office,https://github.com/OfficeDev/generator-office,TypeScript,"License(name=""MIT License"")",491,66,1,55,4,0.5,6,37,23,3.5,105,0.51245
isa-l,https://github.com/intel/isa-l,C,"License(name=""BSD 3-Clause ""New"" or ""Revised"" License"")",487,61,0,30,5,1.0,3,21,8,2.4,313,0.5121
macports-base,https://github.com/macports/macports-base,Tcl,"License(name=""BSD 3-Clause ""New"" or ""Revised"" License"")",480,225,1,93,3,2.5,2,22,16,3.1,65,0.51132
scala-maven-plugin,https://github.com/davidB/scala-maven-plugin,Java,"License(name=""The Unlicense"")",469,154,0,66,5,1.0,5,17,15,0.9,83,0.51129
TornadoVM,https://github.com/beehive-lab/TornadoVM,Java,"License(name=""Other"")",456,57,0,20,4,20.4,2,10,3,4.4,81,0.51116
date-holidays,https://github.com/commenthol/date-holidays,JavaScript,"License(name=""Other"")",491,62,0,53,7,2.5,14,16,12,1.4,18,0.51075
enunciate,https://github.com/stoicflame/enunciate,Java,"License(name=""Other"")",452,179,1,69,7,1.0,3,8,4,3.0,44,0.50995
tmap,https://github.com/mtennekes/tmap,R,"License(name=""GNU General Public License v3.0"")",489,87,0,21,7,2.5,0,34,19,3.5,86,0.50772
JsonApiDotNetCore,https://github.com/json-api-dotnet/JsonApiDotNetCore,C#,"License(name=""MIT License"")",454,54,0,45,8,5.0,5,98,84,1.2,7,0.50752
runtime,https://github.com/tensorflow/runtime,MLIR,"License(name=""Apache License 2.0"")",469,9,0,53,4,20.0,0,4,3,1.5,4399,0.50749
chessground,https://github.com/ornicar/chessground,TypeScript,"License(name=""GNU General Public License v3.0"")",458,81,0,21,5,2.4,30,12,11,1.0,94,0.50701
pangeo,https://github.com/pangeo-data/pangeo,Jupyter Notebook,,485,41,0,69,11,0.9,0,35,31,1.1,140,0.50653
cache2k,https://github.com/cache2k/cache2k,Java,"License(name=""Apache License 2.0"")",465,86,0,6,2,7.3,20,30,21,2.7,237,0.50629
geventhttpclient,https://github.com/gwik/geventhttpclient,Python,"License(name=""Other"")",460,113,1,40,11,0.7,5,4,4,3.2,32,0.50625
mongo-php-adapter,https://github.com/alcaeus/mongo-php-adapter,PHP,"License(name=""MIT License"")",453,62,0,28,9,0.2,3,8,8,1.5,283,0.506
pgf,https://github.com/pgf-tikz/pgf,TeX,,470,189,0,46,3,3.4,7,65,45,3.0,7,0.50585
klaxon,https://github.com/themarshallproject/klaxon,Ruby,"License(name=""MIT License"")",470,59,0,32,7,1.2,2,46,32,1.2,145,0.50564
hoek,https://github.com/hapijs/hoek,JavaScript,"License(name=""Other"")",468,102,1,53,7,0.4,1,4,4,0.5,2275,0.50506
iocage,https://github.com/iocage/iocage,Python,"License(name=""Other"")",481,49,1,71,3,1.8,10,28,7,1.5,308,0.50475
migratus,https://github.com/yogthos/migratus,Clojure,,468,111,0,56,7,0.4,9,6,5,2.7,12,0.50361
haproxy_exporter,https://github.com/prometheus/haproxy_exporter,Go,"License(name=""Apache License 2.0"")",454,97,0,35,10,0.5,2,12,10,0.8,140,0.50358
publicsuffix-ruby,https://github.com/weppos/publicsuffix-ruby,Ruby,"License(name=""MIT License"")",477,137,0,32,8,0.6,5,4,1,0.0,1037,0.50246
stryker-net,https://github.com/stryker-mutator/stryker-net,C#,"License(name=""Apache License 2.0"")",465,32,0,63,4,4.5,21,129,100,2.5,2,0.50217
hpack,https://github.com/sol/hpack,Haskell,"License(name=""MIT License"")",456,75,0,42,7,0.8,5,61,39,0.7,52,0.50184
eclipse-plugins,https://github.com/eclipse-embed-cdt/eclipse-plugins,C,"License(name=""Eclipse Public License 2.0"")",500,89,0,17,7,7.9,8,77,67,4.6,0,0.50103
radix,https://github.com/mediocregopher/radix,Go,"License(name=""MIT License"")",470,110,0,39,5,1.0,2,32,27,1.8,58,0.50072
japicmp,https://github.com/siom79/japicmp,Java,"License(name=""Apache License 2.0"")",478,89,0,31,5,0.8,6,8,7,2.4,85,0.50011
djangopackages,https://github.com/djangopackages/djangopackages,Python,"License(name=""Other"")",479,127,1,84,10,0.4,0,9,3,1.1,204,0.49915
