name,url,language,stars,created_since,updated_since,contributor_count,org_count,commit_frequency,recent_releases_count,updated_issues_count,closed_issues_count,comment_frequency,dependents_count,criticality_score
minify,https://github.com/tdewolff/minify,Go,2538,81,0,24,7,5.1,18,34,28,2.1,548,0.59132
scalatra,https://github.com/scalatra/scalatra,Scala,2484,141,0,130,7,1.7,10,91,69,0.3,305,0.58839
graphql-shield,https://github.com/maticzav/graphql-shield,TypeScript,2569,35,0,42,5,6.0,29,118,95,1.8,300,0.58223
understrap,https://github.com/understrap/understrap,CSS,2556,74,3,102,6,2.8,9,57,39,2.5,621,0.58127
nbdev,https://github.com/fastai/nbdev,Jupyter Notebook,2467,14,0,54,8,9.2,10,101,72,2.1,286,0.57834
spring-cloud-kubernetes,https://github.com/spring-cloud/spring-cloud-kubernetes,Java,2508,50,0,97,6,4.7,8,113,81,1.5,123,0.57589
maxwell,https://github.com/zendesk/maxwell,Java,2504,81,1,145,6,3.9,18,384,367,0.2,92,0.57478
meow,https://github.com/sindresorhus/meow,JavaScript,2463,76,0,36,7,0.7,11,18,12,3.2,429,0.56939
kube-prometheus,https://github.com/prometheus-operator/kube-prometheus,Jsonnet,2440,52,0,233,7,5.9,4,156,111,1.9,10,0.56742
kotlinpoet,https://github.com/square/kotlinpoet,Kotlin,2573,104,0,123,9,1.7,3,43,36,1.9,43,0.56606
open_spiel,https://github.com/deepmind/open_spiel,C++,2536,18,0,78,5,19.3,2,103,76,5.0,69,0.566
semver,https://github.com/composer/semver,PHP,2508,67,1,48,9,2.8,15,8,8,0.8,1381,0.56416
SharpZipLib,https://github.com/icsharpcode/SharpZipLib,C#,2479,196,1,51,6,1.6,2,99,59,1.2,1361,0.56409
PyBitmessage,https://github.com/Bitmessage/PyBitmessage,Python,2565,99,0,142,4,1.7,3,62,32,1.9,186,0.56243
aws-lambda-go,https://github.com/aws/aws-lambda-go,Go,2511,39,1,103,8,0.8,11,26,15,1.4,666,0.55961
golang-samples,https://github.com/GoogleCloudPlatform/golang-samples,Go,2517,64,0,208,4,7.5,0,153,129,1.5,123,0.55911
laravel-auth,https://github.com/jeremykenedy/laravel-auth,PHP,2464,64,0,29,7,1.7,8,15,13,1.3,1126,0.55324
pdfminer.six,https://github.com/pdfminer/pdfminer.six,Python,2453,159,2,103,7,1.1,7,84,49,1.2,138,0.5504
mpx,https://github.com/didi/mpx,JavaScript,2563,26,0,70,2,16.0,95,107,91,1.1,190,0.5488
perfview,https://github.com/microsoft/perfview,C#,2429,71,0,130,1,4.8,25,77,36,1.6,138,0.54573
jsrsasign,https://github.com/kjur/jsrsasign,HTML,2495,106,1,36,5,1.4,36,16,14,2.1,236,0.54334
ganache,https://github.com/trufflesuite/ganache,JavaScript,2423,48,2,25,7,6.0,8,319,129,0.5,763,0.54259
streamlabs-obs,https://github.com/stream-labs/streamlabs-obs,TypeScript,2425,39,0,49,4,16.9,267,311,299,0.1,61,0.54258
django-mptt,https://github.com/django-mptt/django-mptt,Python,2423,159,3,143,9,0.4,2,14,6,1.8,327,0.53894
mongo-csharp-driver,https://github.com/mongodb/mongo-csharp-driver,C#,2537,129,1,112,4,3.8,13,110,76,0.8,41,0.5385
prest,https://github.com/prest/prest,Go,2521,50,0,48,10,4.3,6,56,30,1.0,46,0.53483
json-schema-faker,https://github.com/json-schema-faker/json-schema-faker,JavaScript,2437,76,1,46,8,1.7,12,33,24,2.2,55,0.53453
redis-commander,https://github.com/joeferner/redis-commander,JavaScript,2510,104,0,93,9,1.3,3,18,11,2.3,20,0.53432
builderbook,https://github.com/builderbook/builderbook,JavaScript,2546,38,0,16,7,1.1,1,162,97,3.1,502,0.53342
awaitility,https://github.com/awaitility/awaitility,Java,2424,134,1,45,10,0.4,3,11,3,1.2,737,0.53313
chroma,https://github.com/alecthomas/chroma,Go,2511,44,1,113,8,1.6,5,31,19,1.3,135,0.53132
v-calendar,https://github.com/nathanreyes/v-calendar,HTML,2534,42,0,39,5,8.0,11,170,99,1.4,22,0.52453
split,https://github.com/splitrb/split,Ruby,2465,118,1,169,7,1.1,6,11,9,1.5,29,0.52443
satis,https://github.com/composer/satis,PHP,2538,109,2,123,6,0.9,0,25,19,1.5,590,0.52442
pb,https://github.com/cheggaaa/pb,Go,2549,99,2,68,10,0.1,5,8,3,1.0,632,0.52406
ethercalc,https://github.com/audreyt/ethercalc,JavaScript,2562,114,0,60,8,0.2,1,11,4,2.4,130,0.52086
asset,https://github.com/symfony/asset,PHP,2459,72,0,29,11,0.3,52,0,0,0,2458,0.52014
jquery.terminal,https://github.com/jcubic/jquery.terminal,JavaScript,2432,120,1,31,6,3.5,25,17,7,1.8,39,0.51977
tablesorter,https://github.com/Mottie/tablesorter,JavaScript,2493,116,1,87,5,0.2,27,11,4,0.9,151,0.51894
tcell,https://github.com/gdamore/tcell,Go,2561,64,1,64,4,1.2,2,45,35,3.5,154,0.51816
multipass,https://github.com/canonical/multipass,C++,2518,38,0,33,3,14.2,6,197,106,3.2,16,0.51686
sagan,https://github.com/spring-io/sagan,HTML,2581,93,0,101,5,5.3,0,28,10,0.9,156,0.51618
nutui,https://github.com/jdf2e/nutui,Vue,2460,36,1,65,3,4.7,17,45,27,1.2,201,0.51465
yue,https://github.com/yue/yue,C++,2467,55,0,12,9,2.3,16,8,8,1.4,160,0.51208
posthtml,https://github.com/posthtml/posthtml,JavaScript,2517,68,1,55,7,1.3,6,15,13,1.0,211,0.51184
vue-virtual-scroll-list,https://github.com/tangbc/vue-virtual-scroll-list,JavaScript,2431,46,2,26,9,5.2,36,23,12,1.8,39,0.51091
just,https://github.com/angus-c/just,JavaScript,2571,55,1,48,7,0.8,22,17,13,1.1,103,0.5102
react-image-crop,https://github.com/DominicTobias/react-image-crop,JavaScript,2503,64,0,50,11,0.6,7,16,7,1.4,36,0.50961
scenic,https://github.com/scenic-views/scenic,Ruby,2578,84,0,41,10,0.4,2,14,9,2.1,49,0.50798
axios-mock-adapter,https://github.com/ctimmerm/axios-mock-adapter,JavaScript,2431,59,0,62,6,0.8,4,25,14,1.1,118,0.50748
plotnine,https://github.com/has2k1/plotnine,Python,2490,88,0,81,5,1.8,2,50,38,1.8,14,0.5016
laravel-zero,https://github.com/laravel-zero/laravel-zero,PHP,2535,48,0,20,9,1.0,55,27,22,1.3,20,0.49778
Minecraft-Overviewer,https://github.com/overviewer/Minecraft-Overviewer,Python,2544,126,1,157,3,1.5,1,45,12,1.6,63,0.49576
vulkano,https://github.com/vulkano-rs/vulkano,Rust,2465,67,0,135,4,1.3,1,66,35,2.3,12,0.49518
editorconfig-vim,https://github.com/editorconfig/editorconfig-vim,Vim script,2497,113,2,47,9,0.2,1,13,5,1.8,184,0.49252
foliate,https://github.com/johnfactotum/foliate,JavaScript,2460,20,0,48,2,10.1,10,68,38,2.1,47,0.49185
cordova-plugin-local-notifications,https://github.com/katzer/cordova-plugin-local-notifications,Java,2467,90,15,56,9,0.0,4,28,10,1.3,700,0.48868
ZLMediaKit,https://github.com/xia-chu/ZLMediaKit,C++,2434,46,0,32,2,11.0,1,189,166,5.2,7,0.48592
lapis,https://github.com/leafo/lapis,MoonScript,2487,103,0,53,6,1.8,2,22,15,1.0,25,0.48538
angular2-jwt,https://github.com/auth0/angular2-jwt,TypeScript,2456,63,2,91,6,1.3,6,18,11,1.0,61,0.48528
CrewLink,https://github.com/ottomated/CrewLink,TypeScript,2431,2,0,24,5,4.4,15,529,307,2.9,29,0.48361
asciimatics,https://github.com/peterbrittain/asciimatics,Python,2527,70,0,31,4,1.1,1,23,17,3.0,71,0.4817
mgmt,https://github.com/purpleidea/mgmt,Go,2508,64,1,80,5,0.7,4,20,9,4.0,10,0.48068
vuejs-datepicker,https://github.com/charliekassel/vuejs-datepicker,JavaScript,2444,59,19,144,8,0.0,30,15,3,0.8,201,0.4799
juice,https://github.com/Automattic/juice,JavaScript,2464,113,0,72,8,0.3,1,8,3,1.0,39,0.47966
RxDataSources,https://github.com/RxSwiftCommunity/RxDataSources,Swift,2531,61,0,56,11,0.2,1,37,26,1.3,15,0.479
rustler,https://github.com/rusterlium/rustler,Rust,2567,73,0,47,9,1.1,2,15,10,1.8,8,0.47654
telegram-bot-api,https://github.com/go-telegram-bot-api/telegram-bot-api,Go,2575,68,2,81,7,1.1,4,39,19,0.8,32,0.47584
android-beacon-library,https://github.com/AltBeacon/android-beacon-library,Java,2506,89,7,67,7,0.4,3,12,8,1.8,152,0.47521
command-t,https://github.com/wincent/command-t,Ruby,2500,132,7,70,5,0.1,4,6,5,1.2,509,0.47371
fatfree,https://github.com/bcosca/fatfree,PHP,2441,108,1,18,5,0.0,2,18,14,1.3,518,0.47342
axlsx,https://github.com/randym/axlsx,Ruby,2566,111,14,87,9,0.0,2,7,3,1.3,387,0.47175
commix,https://github.com/commixproject/commix,Python,2495,71,0,14,3,2.0,1,24,22,1.1,691,0.47144
IdentityServer4.Admin,https://github.com/skoruba/IdentityServer4.Admin,C#,2439,36,2,69,2,3.6,6,70,22,1.2,179,0.47128
remark42,https://github.com/umputun/remark42,Go,2476,37,0,76,7,5.3,2,77,47,2.4,0,0.47096
hstr,https://github.com/dvorka/hstr,C,2490,87,0,45,7,0.2,1,26,8,0.8,60,0.46969
mockito-kotlin,https://github.com/mockito/mockito-kotlin,Kotlin,2496,61,0,31,8,0.0,10,18,6,1.2,19,0.46853
rcm,https://github.com/thoughtbot/rcm,Perl,2492,92,4,50,7,0.1,2,10,0,1.5,428,0.46771
conventionalcommits.org,https://github.com/conventional-commits/conventionalcommits.org,SCSS,2549,58,1,110,11,1.1,0,47,23,0.9,13,0.46665
kint,https://github.com/kint-php/kint,PHP,2486,105,1,22,7,0.6,4,13,10,1.8,36,0.46599
evpp,https://github.com/Qihoo360/evpp,C++,2512,56,0,29,5,0.1,3,14,8,0.6,343,0.46596
x11docker,https://github.com/mviereck/x11docker,Shell,2546,64,0,14,3,2.3,3,33,29,4.6,20,0.46584
mavo,https://github.com/mavoweb/mavo,JavaScript,2519,69,0,21,4,1.8,1,46,27,2.3,40,0.46533
bisheng,https://github.com/benjycui/bisheng,JavaScript,2513,57,1,29,6,0.2,27,6,2,0.8,106,0.46372
iconv-lite,https://github.com/ashtuchkin/iconv-lite,JavaScript,2519,112,6,35,7,0.7,4,9,6,1.0,221,0.46264
pugixml,https://github.com/zeux/pugixml,C++,2452,173,1,55,7,0.7,5,28,19,3.0,0,0.45765
snowboy,https://github.com/Kitt-AI/snowboy,C++,2457,57,0,38,5,0.1,2,20,8,1.0,81,0.45458
lin-ui,https://github.com/TaleLin/lin-ui,JavaScript,2534,24,1,20,4,6.7,22,173,146,1.5,4,0.45358
contracts,https://github.com/symfony/contracts,PHP,2463,30,0,32,12,0.9,2,0,0,0,1011,0.45309
laravel-log-viewer,https://github.com/rap2hpoutre/laravel-log-viewer,PHP,2541,75,3,49,9,0.2,7,6,1,0.2,165,0.45111
flask-base,https://github.com/hack4impact/flask-base,Python,2453,67,0,35,4,0.1,0,5,4,2.0,234,0.45109
Phonograph,https://github.com/kabouzeid/Phonograph,Java,2467,73,4,48,2,0.7,4,32,6,1.1,659,0.45076
Parsr,https://github.com/axa-group/Parsr,JavaScript,2558,17,0,19,6,13.9,18,16,12,0.1,26,0.44811
fl_chart,https://github.com/imaNNeoFighT/fl_chart,Dart,2579,20,0,30,6,6.3,21,97,44,1.3,0,0.44734
redmine,https://github.com/edavis10/redmine,Ruby,2445,177,0,11,3,22.0,11,0,0,0,200,0.44714
covid-chestxray-dataset,https://github.com/ieee8023/covid-chestxray-dataset,Jupyter Notebook,2506,11,0,12,4,12.9,5,15,6,1.5,128,0.44618
halley,https://github.com/amzeratul/halley,C++,2583,64,0,21,6,21.5,0,9,7,0.0,77,0.44467
watermill,https://github.com/ThreeDotsLabs/watermill,Go,2437,33,1,25,10,0.3,5,24,13,1.2,21,0.44294
sc-im,https://github.com/andmarti1424/sc-im,C,2541,75,4,37,6,0.8,1,36,8,1.1,106,0.44048
sucker_punch,https://github.com/brandonhilkert/sucker_punch,Ruby,2500,97,11,43,11,0.0,5,5,2,2.2,37,0.44022
javaee7-samples,https://github.com/javaee-samples/javaee7-samples,Java,2463,90,4,63,8,0.1,0,1,0,1.0,462,0.43974
pony,https://github.com/ponyorm/pony,Python,2424,180,2,20,7,0.7,3,31,9,1.1,23,0.43891
dagre-d3,https://github.com/dagrejs/dagre-d3,JavaScript,2484,101,3,44,7,0.2,7,13,1,1.2,21,0.43874
react-rte,https://github.com/sstur/react-rte,JavaScript,2433,59,4,44,12,0.2,8,28,4,1.1,12,0.43793
hard-source-webpack-plugin,https://github.com/mzgoddard/hard-source-webpack-plugin,JavaScript,2426,54,8,29,11,0.0,37,11,2,0.9,42,0.43426
core,https://github.com/c9/core,JavaScript,2494,75,27,76,8,0.0,0,6,2,1.5,899,0.43417
flash,https://github.com/laracasts/flash,PHP,2452,80,4,36,7,0.0,2,3,0,0.7,457,0.43165
OpenLara,https://github.com/XProger/OpenLara,C,2478,54,0,29,1,2.1,3,54,21,0.9,110,0.43098
docker-maven-plugin,https://github.com/spotify/docker-maven-plugin,Java,2488,80,12,45,3,0.0,47,10,7,0.8,216,0.42981
dowhy,https://github.com/microsoft/dowhy,Python,2582,32,1,37,3,2.4,3,50,45,2.0,12,0.42906
beakerx,https://github.com/twosigma/beakerx,Jupyter Notebook,2499,86,4,43,3,0.7,7,9,2,1.7,61,0.42841
FCOS,https://github.com/tianzhi0549/FCOS,Python,2489,27,2,67,7,0.2,0,28,8,1.4,66,0.42746
webpack-chain,https://github.com/neutrinojs/webpack-chain,JavaScript,2445,48,4,35,9,0.6,13,11,1,0.5,37,0.42744
flexx,https://github.com/flexxui/flexx,Python,2504,77,1,36,5,0.4,2,15,6,2.6,7,0.4271
git-open,https://github.com/paulirish/git-open,Shell,2424,88,5,52,10,0.1,1,6,0,1.2,50,0.42487
react-image-gallery,https://github.com/xiaolin/react-image-gallery,JavaScript,2465,71,6,74,4,0.3,4,34,18,1.0,28,0.42328
Parchment,https://github.com/rechsteiner/Parchment,Swift,2443,59,1,21,10,1.2,10,39,32,1.0,0,0.42173
cms,https://github.com/siteserver/cms,C#,2584,45,0,11,1,1.4,11,301,25,1.3,44,0.42137
vagrant-aws,https://github.com/mitchellh/vagrant-aws,Ruby,2576,97,28,78,9,0.0,2,5,2,1.8,61,0.42081
spray,https://github.com/spray/spray,Scala,2542,120,50,90,10,0.0,7,0,0,0,765,0.41965
Griddle,https://github.com/GriddleGriddle/Griddle,JavaScript,2481,80,18,60,12,0.0,8,2,1,1.0,46,0.41682
fluxgui,https://github.com/xflux-gui/fluxgui,Python,2459,129,0,31,6,0.1,0,7,1,1.6,12,0.41617
refile,https://github.com/refile/refile,Ruby,2479,75,8,80,9,0.2,3,0,0,0,287,0.41609
ExcelDataReader,https://github.com/ExcelDataReader/ExcelDataReader,C#,2539,79,3,27,4,0.2,2,19,7,1.8,39,0.4121
tuya-convert,https://github.com/ct-Open-Source/tuya-convert,Python,2572,24,7,34,4,0.4,5,151,81,3.1,10,0.41084
mxnet-the-straight-dope,https://github.com/zackchase/mxnet-the-straight-dope,Jupyter Notebook,2531,43,14,118,9,0.0,1,1,1,0.0,694,0.41068
power-assert,https://github.com/power-assert-js/power-assert,JavaScript,2567,97,1,13,5,0.1,5,8,6,0.5,52,0.4069
GraphView,https://github.com/jjoe64/GraphView,Java,2560,127,12,46,7,0.0,1,5,2,0.6,154,0.40582
react-kawaii,https://github.com/miukimiu/react-kawaii,JavaScript,2470,48,1,24,8,0.4,2,11,9,1.0,9,0.40429
mobile-ffmpeg,https://github.com/tanersener/mobile-ffmpeg,C,2547,35,2,10,3,1.4,7,141,88,2.0,11,0.40364
camera-samples,https://github.com/android/camera-samples,Kotlin,2459,21,1,26,5,0.8,0,53,34,1.3,42,0.40268
HElib,https://github.com/homenc/HElib,C++,2573,95,1,30,5,2.4,7,22,14,0.8,0,0.40099
catt,https://github.com/skorokithakis/catt,Python,2454,57,1,15,4,1.0,4,20,15,2.1,5,0.399
linux-surface,https://github.com/jakeday/linux-surface,Shell,2570,42,8,18,5,0.0,19,15,3,1.6,45,0.399
jpexs-decompiler,https://github.com/jindrapetrik/jpexs-decompiler,Java,2458,126,0,24,3,0.2,2,5,5,0.8,17,0.39881
EasyTipView,https://github.com/teodorpatras/EasyTipView,Swift,2534,71,0,21,6,0.2,4,49,47,0.9,0,0.39859
braft,https://github.com/baidu/braft,C++,2445,65,1,41,6,0.5,2,30,10,1.9,0,0.39647
foaas,https://github.com/tomdionysus/foaas,JavaScript,2579,91,3,117,8,0.2,1,3,0,0.3,8,0.39209
pyenv-installer,https://github.com/pyenv/pyenv-installer,Shell,2448,93,15,29,10,0.0,0,5,2,1.4,77,0.39027
galio,https://github.com/galio-org/galio,JavaScript,2486,31,6,28,9,0.3,2,13,1,1.0,46,0.38881
dumb-password-rules,https://github.com/dumb-password-rules/dumb-password-rules,,2458,50,2,183,7,0.8,0,41,15,0.4,0,0.38484
Result,https://github.com/antitypical/Result,Swift,2499,72,20,48,9,0.0,7,1,0,0.0,164,0.3845
clean-architecture-manga,https://github.com/ivanpaulovich/clean-architecture-manga,C#,2474,37,1,19,10,1.6,2,7,5,0.4,6,0.38442
awesome-domain-adaptation,https://github.com/zhaoxin94/awesome-domain-adaptation,,2522,32,0,36,10,1.1,0,14,14,0.3,2,0.38404
Veil,https://github.com/Veil-Framework/Veil,Python,2464,47,7,27,4,0.1,2,27,11,0.8,98,0.38371
ammo.js,https://github.com/kripken/ammo.js,C++,2474,117,4,39,4,0.4,0,12,3,1.8,13,0.38245
Blackbone,https://github.com/DarthTon/Blackbone,C++,2554,86,1,27,5,0.5,0,17,8,0.8,9,0.38078
streamalert,https://github.com/airbnb/streamalert,Python,2446,48,3,30,5,0.2,10,3,0,1.0,15,0.37884
react-native-htmlview,https://github.com/jsdf/react-native-htmlview,JavaScript,2429,70,6,33,5,0.1,4,11,0,0.7,37,0.37741
Windows-10-Sophia-Script,https://github.com/farag2/Windows-10-Sophia-Script,PowerShell,2476,27,0,5,1,6.2,48,37,36,4.0,0,0.37604
ArchWSL,https://github.com/yuk7/ArchWSL,Makefile,2520,38,0,7,3,0.6,7,37,28,3.8,0,0.37539
gmusicapi,https://github.com/simon-weber/gmusicapi,Python,2563,109,4,51,5,0.1,5,1,1,0.0,24,0.37378
oneTBB,https://github.com/oneapi-src/oneTBB,C++,2560,53,1,2,1,0.1,8,85,43,1.9,117,0.37366
notadd,https://github.com/notadd/notadd,TypeScript,2461,62,3,8,4,0.0,10,33,28,0.3,35,0.37309
bug.n,https://github.com/fuhsjr00/bug.n,AutoHotkey,2473,115,1,17,4,0.1,1,11,1,1.5,8,0.37264
spring-loaded,https://github.com/spring-projects/spring-loaded,Java,2529,99,4,22,7,0.1,2,2,0,0.5,35,0.37241
funcy,https://github.com/Suor/funcy,Python,2430,100,4,24,5,0.2,6,2,0,0.0,62,0.37028
medium-zoom,https://github.com/francoischalifour/medium-zoom,JavaScript,2450,54,4,12,6,0.2,4,5,2,1.2,27,0.37015
tron,https://github.com/bmrf/tron,Batchfile,2479,79,1,34,5,2.1,4,5,5,0.6,0,0.3693
football,https://github.com/google-research/football,Python,2578,20,1,20,2,0.6,5,48,40,1.3,11,0.36809
netshoot,https://github.com/nicolaka/netshoot,Shell,2442,53,3,27,10,0.2,0,1,1,1.0,17,0.36746
SyncTrayzor,https://github.com/canton7/SyncTrayzor,C#,2541,73,0,11,1,0.8,2,132,76,1.9,2,0.36651
WWDC,https://github.com/Blackjacx/WWDC,Shell,2500,19,2,37,9,3.4,0,6,6,1.2,2,0.36526
node_acl,https://github.com/OptimalBits/node_acl,JavaScript,2506,115,15,48,9,0.0,0,4,0,1.0,21,0.36503
websocat,https://github.com/vi/websocat,Rust,2437,50,1,7,4,0.3,1,9,3,3.8,8,0.36413
validate.js,https://github.com/ansman/validate.js,JavaScript,2455,88,10,40,6,0.0,3,7,1,0.6,15,0.3629
node-progress,https://github.com/visionmedia/node-progress,JavaScript,2538,118,26,42,11,0.0,1,12,1,0.3,24,0.36166
adr-tools,https://github.com/npryce/adr-tools,Shell,2476,60,10,17,5,0.0,2,3,0,3.0,30,0.35936
elasticsearch-kopf,https://github.com/lmenezes/elasticsearch-kopf,JavaScript,2445,90,47,34,11,0.0,8,0,0,0,127,0.35777
goliath,https://github.com/postrank-labs/goliath,Ruby,2464,122,39,90,10,0.0,1,2,0,0.0,44,0.35763
bless,https://github.com/Netflix/bless,Python,2514,57,5,27,5,0.1,1,3,0,1.0,45,0.35725
React-Sight,https://github.com/React-Sight/React-Sight,JavaScript,2541,40,1,9,4,0.9,2,24,15,0.7,11,0.35566
tiedot,https://github.com/HouzuoGuo/tiedot,Go,2562,93,10,32,6,0.0,2,1,0,2.0,8,0.3551
cpplinks,https://github.com/MattPD/cpplinks,,2527,66,0,6,2,7.1,0,2,2,1.0,34,0.35476
Musish,https://github.com/Musish/Musish,TypeScript,2565,26,4,28,9,0.7,0,11,2,0.7,15,0.35338
qgrid,https://github.com/quantopian/qgrid,Python,2490,76,9,30,4,0.2,2,25,3,0.9,12,0.35192
awesome-styled-components,https://github.com/styled-components/awesome-styled-components,,2509,45,3,115,12,0.6,0,1,1,0.0,2,0.34616
eta,https://github.com/typelead/eta,Haskell,2453,58,18,64,8,0.0,7,0,0,0,23,0.34501
react-mosaic,https://github.com/nomcopter/react-mosaic,TypeScript,2513,46,8,16,10,0.3,3,4,2,1.2,3,0.34269
Localize-Swift,https://github.com/marmelroy/Localize-Swift,Swift,2581,66,4,22,9,0.2,4,5,1,1.0,0,0.34166
Alink,https://github.com/alibaba/Alink,Java,2559,28,0,14,3,2.2,6,23,7,0.8,0,0.34122
TLCL,https://github.com/billie66/TLCL,CSS,2533,117,4,72,4,0.1,0,2,1,0.5,6,0.34113
Glider.js,https://github.com/NickPiscitelli/Glider.js,JavaScript,2506,27,2,21,5,0.5,2,22,9,0.6,4,0.34096
SimpleCV,https://github.com/sightmachine/SimpleCV,Python,2449,124,70,102,11,0.0,0,0,0,0,95,0.3406
AndroidNote,https://github.com/CharonChui/AndroidNote,,2463,86,0,14,3,0.9,0,1,0,0.0,52,0.33929
CoPilot,https://github.com/misterGF/CoPilot,HTML,2559,86,25,87,6,0.0,4,1,0,0.0,23,0.33928
passport-local,https://github.com/jaredhanson/passport-local,JavaScript,2451,112,7,16,6,0.0,1,3,2,1.0,8,0.33704
LyricsX,https://github.com/ddddxxx/LyricsX,Swift,2579,48,1,6,1,3.9,7,39,10,0.8,8,0.33678
markdown-cheatsheet,https://github.com/tchapi/markdown-cheatsheet,,2491,100,3,15,5,0.1,0,1,1,2.0,6,0.33641
almond,https://github.com/requirejs/almond,JavaScript,2441,114,6,13,8,0.0,2,0,0,0,41,0.336
resize,https://github.com/nfnt/resize,Go,2555,103,35,14,5,0.0,0,2,0,2.0,153,0.33326
go-humanize,https://github.com/dustin/go-humanize,Go,2479,110,11,21,5,0.0,0,2,0,0.0,229,0.33297
easy-tips,https://github.com/TIGERB/easy-tips,PHP,2453,53,1,21,6,1.0,0,1,1,0.0,13,0.33041
BlurView,https://github.com/Dimezis/BlurView,Java,2503,58,2,7,2,0.2,2,11,6,1.6,15,0.32799
Person_reID_baseline_pytorch,https://github.com/layumi/Person_reID_baseline_pytorch,Python,2428,37,0,8,2,0.9,0,26,9,1.1,10,0.32791
SwiftRichString,https://github.com/malcommac/SwiftRichString,Swift,2515,50,2,15,7,0.2,5,3,0,0.0,6,0.32767
awesome-rails,https://github.com/gramantin/awesome-rails,HTML,2470,79,1,40,4,0.5,0,3,3,1.0,0,0.32751
wayback-machine-downloader,https://github.com/hartator/wayback-machine-downloader,Ruby,2503,67,8,15,3,0.0,1,9,0,1.6,30,0.32461
vscode-live-server,https://github.com/ritwickdey/vscode-live-server,TypeScript,2471,43,21,24,5,0.0,6,210,35,0.4,2,0.32425
create,https://github.com/bergie/create,JavaScript,2520,112,24,50,9,0.0,0,0,0,0,36,0.32334
nice-spinner,https://github.com/arcadefire/nice-spinner,Java,2522,66,7,16,3,0.0,3,7,0,1.1,18,0.3218
tag-it,https://github.com/aehlke/tag-it,JavaScript,2494,132,75,30,10,0.0,0,2,1,0.0,115,0.32153
react-native-drawer,https://github.com/root-two/react-native-drawer,JavaScript,2465,70,28,41,8,0.0,11,4,1,0.8,0,0.31821
