name,url,language,stars,created_since,updated_since,contributor_count,org_count,commit_frequency,recent_releases_count,updated_issues_count,closed_issues_count,comment_frequency,dependents_count,criticality_score
flink,https://github.com/apache/flink,Java,15141,122,0,1172,6,97.3,14,1427,1275,3.2,8254,0.85698
airflow,https://github.com/apache/airflow,Python,19864,76,0,1691,10,67.3,11,3035,2291,2.8,3325,0.85671
eslint,https://github.com/eslint/eslint,JavaScript,17690,92,0,890,10,9.6,26,670,608,1.4,159676,0.85671
scikit-learn,https://github.com/scikit-learn/scikit-learn,Python,43619,134,0,2111,8,26.3,5,1084,570,2.5,31173,0.85602
cockroach,https://github.com/cockroachdb/cockroach,Go,19665,84,0,441,7,133.8,36,4507,3040,2.5,10643,0.85453
rocksdb,https://github.com/facebook/rocksdb,C++,18513,120,0,745,6,19.8,16,439,301,2.9,129761,0.84843
spring-boot,https://github.com/spring-projects/spring-boot,Java,52702,100,0,936,7,69.9,37,1292,1100,1.4,17924,0.84627
odoo,https://github.com/odoo/odoo,JavaScript,20171,171,0,1778,4,122.6,0,6280,5206,2.1,52141,0.84579
vscode,https://github.com/microsoft/vscode,TypeScript,108839,65,0,1627,1,268.8,21,11784,9258,1.9,39248,0.84406
istio,https://github.com/istio/istio,Go,25787,50,0,714,6,67.8,70,3255,2278,2.8,14629,0.84223
composer,https://github.com/composer/composer,PHP,24555,119,0,1033,9,22.5,37,688,593,2.3,10345,0.84041
swift,https://github.com/apple/swift,C++,54706,127,0,1018,2,149.1,10,1224,1046,4.8,17028,0.83744
curl,https://github.com/curl/curl,C,19037,256,0,873,8,27.8,9,412,369,2.7,30391,0.83391
jest,https://github.com/facebook/jest,TypeScript,33723,86,0,1270,5,13.5,34,750,460,2.2,55397,0.83256
terraform,https://github.com/hashicorp/terraform,Go,25054,83,0,1820,2,35.0,31,2095,1721,1.9,47476,0.83236
next.js,https://github.com/vercel/next.js,JavaScript,59627,52,0,1483,5,53.2,403,2155,1636,3.1,5465,0.83216
jenkins,https://github.com/jenkinsci/jenkins,Java,16708,172,0,955,6,20.7,53,247,204,3.0,28459,0.83149
grpc,https://github.com/grpc/grpc,C++,28837,75,0,692,3,63.2,29,1039,709,1.8,103938,0.82878
opencv,https://github.com/opencv/opencv,C++,51388,130,0,1692,8,21.9,8,1296,946,1.7,10571,0.82848
cypress,https://github.com/cypress-io/cypress,JavaScript,26276,80,0,247,6,27.6,31,1879,1163,2.3,86977,0.82693
ruby,https://github.com/ruby/ruby,Ruby,17783,280,0,350,6,93.5,49,446,378,1.2,61331,0.82558
moby,https://github.com/moby/moby,Go,59316,97,0,2187,8,10.3,10,772,362,2.2,14521,0.82465
netty,https://github.com/netty/netty,Java,25681,151,0,589,10,8.8,18,385,294,2.9,27825,0.82462
go-ethereum,https://github.com/ethereum/go-ethereum,Go,27604,86,0,572,7,13.1,16,625,446,2.8,59263,0.82297
generator-jhipster,https://github.com/jhipster/generator-jhipster,JavaScript,17839,88,0,824,9,67.9,8,1454,1380,1.4,10187,0.82275
django,https://github.com/django/django,Python,54746,188,1,2445,4,24.2,19,453,352,2.1,33720,0.82128
TypeScript,https://github.com/microsoft/TypeScript,TypeScript,67471,80,0,607,3,33.8,22,2439,1214,2.4,58038,0.82083
charts,https://github.com/helm/charts,Go,14898,63,2,3680,9,41.1,0,854,724,2.1,75546,0.82009
bazel,https://github.com/bazelbuild/bazel,Java,16027,80,0,742,4,75.3,17,1692,648,1.5,34389,0.81703
fastlane,https://github.com/fastlane/fastlane,Ruby,30841,77,0,1340,10,9.5,50,754,639,2.5,4483,0.81664
mongoose,https://github.com/Automattic/mongoose,JavaScript,22007,131,0,621,8,23.2,59,647,593,1.1,21272,0.81523
prometheus,https://github.com/prometheus/prometheus,Go,34632,99,0,610,9,15.8,36,492,324,3.2,7979,0.81479
envoy,https://github.com/envoyproxy/envoy,C++,15635,54,0,673,5,48.9,27,1619,1101,3.5,7216,0.81409
angular-cli,https://github.com/angular/angular-cli,TypeScript,24063,70,0,534,7,34.6,105,1187,1074,1.7,17315,0.81404
aspnetcore,https://github.com/dotnet/aspnetcore,C#,20574,86,0,983,3,61.6,25,4852,2789,1.7,8285,0.81388
Rocket.Chat,https://github.com/RocketChat/Rocket.Chat,JavaScript,29222,69,0,785,4,29.1,153,1791,1038,1.2,51534,0.81187
compose,https://github.com/docker/compose,Python,21525,86,0,402,6,4.0,26,500,296,1.6,365982,0.80948
serverless,https://github.com/serverless/serverless,JavaScript,38454,70,0,955,12,21.6,64,584,364,2.4,4073,0.80944
freeCodeCamp,https://github.com/freeCodeCamp/freeCodeCamp,JavaScript,318328,87,0,4551,4,26.3,0,976,770,2.5,28410,0.80829
strapi,https://github.com/strapi/strapi,JavaScript,32517,64,0,685,4,57.8,45,1072,818,2.5,10019,0.80285
redis,https://github.com/redis/redis,C,46816,144,0,508,11,17.3,6,679,520,2.8,8233,0.79826
spring-framework,https://github.com/spring-projects/spring-framework,Java,40905,152,0,597,4,31.1,35,643,458,2.1,14643,0.79812
phpunit,https://github.com/sebastianbergmann/phpunit,PHP,16913,177,0,460,12,21.9,43,183,146,1.5,13437,0.79668
Ghost,https://github.com/TryGhost/Ghost,JavaScript,35899,93,0,400,9,32.4,91,335,252,0.8,26236,0.79435
emscripten,https://github.com/emscripten-core/emscripten,C++,20088,126,0,613,5,31.6,35,992,606,2.3,3859,0.79172
prettier,https://github.com/prettier/prettier,JavaScript,38549,50,0,540,6,32.7,11,970,778,1.5,37216,0.79111
laravel,https://github.com/laravel/laravel,PHP,63306,117,0,669,5,3.9,36,70,70,1.9,161719,0.7897
minikube,https://github.com/kubernetes/minikube,Go,19986,58,0,613,5,76.5,37,1131,705,3.0,2252,0.78931
meteor,https://github.com/meteor/meteor,JavaScript,42207,111,0,523,9,9.5,142,243,116,2.4,8367,0.7853
godot,https://github.com/godotengine/godot,C++,35692,94,0,1494,2,65.0,4,4656,2327,2.2,6121,0.7852
spacemacs,https://github.com/syl20bnr/spacemacs,Emacs Lisp,20993,98,0,1330,6,13.9,20,619,385,1.7,4144,0.7843
jekyll,https://github.com/jekyll/jekyll,Ruby,41930,149,0,1116,7,10.0,6,262,211,1.1,35915,0.78415
selenium,https://github.com/SeleniumHQ/selenium,Java,19472,197,0,648,7,30.1,8,366,284,2.0,7839,0.78352
rollup,https://github.com/rollup/rollup,JavaScript,19471,69,0,263,9,8.3,106,154,93,3.1,35171,0.78181
highlight.js,https://github.com/highlightjs/highlight.js,JavaScript,17757,175,0,577,5,7.7,15,264,218,4.9,8635,0.78115
libuv,https://github.com/libuv/libuv,C,16543,119,0,450,9,4.6,23,150,59,2.2,27448,0.78084
ccxt,https://github.com/ccxt/ccxt,JavaScript,15958,44,0,518,3,119.1,122,576,469,1.9,16597,0.78028
models,https://github.com/tensorflow/models,Python,68189,61,0,769,4,39.6,5,508,264,2.5,32861,0.78008
vue-cli,https://github.com/vuejs/vue-cli,JavaScript,27082,61,0,421,10,7.9,24,481,348,1.8,14487,0.77915
celery,https://github.com/celery/celery,Python,16484,142,0,1070,8,7.1,13,383,174,2.3,4127,0.7776
metabase,https://github.com/metabase/metabase,Clojure,23286,72,0,266,5,19.5,39,1491,908,1.5,24769,0.77558
phaser,https://github.com/photonstorm/phaser,JavaScript,28742,94,0,534,5,40.1,17,206,159,1.6,16455,0.77454
create-react-app,https://github.com/facebook/create-react-app,JavaScript,85009,54,1,882,13,4.0,8,839,358,3.3,15115,0.77454
v8,https://github.com/v8/v8,C++,16649,152,0,801,1,118.8,1493,3,2,3.0,228097,0.77391
vagrant,https://github.com/hashicorp/vagrant,Ruby,21246,133,0,1174,9,18.6,14,348,197,1.7,1324,0.77292
gitlabhq,https://github.com/gitlabhq/gitlabhq,Ruby,22456,113,1,2998,3,41.1,137,3,2,2.0,63256,0.77288
atom,https://github.com/atom/atom,JavaScript,54001,114,1,592,4,9.1,22,458,237,1.8,65510,0.77275
lodash,https://github.com/lodash/lodash,JavaScript,47792,136,0,325,11,0.2,38,219,129,1.1,145636,0.77261
tidb,https://github.com/pingcap/tidb,Go,26432,65,0,535,2,49.6,34,3111,2320,4.8,1660,0.77254
ember.js,https://github.com/emberjs/ember.js,JavaScript,21698,118,0,1047,5,9.8,77,218,131,1.8,7467,0.77116
sentry,https://github.com/getsentry/sentry,Python,26961,154,0,565,2,107.8,14,22582,22284,0.1,16228,0.77036
kafka,https://github.com/apache/kafka,Java,17724,115,0,926,2,26.4,16,870,686,1.7,12710,0.76965
hugo,https://github.com/gohugoio/hugo,Go,49232,91,0,735,5,12.6,43,822,353,1.1,10768,0.76932
transformers,https://github.com/huggingface/transformers,Python,38954,27,0,745,5,61.7,25,2541,1997,2.3,1331,0.76731
incubator-mxnet,https://github.com/apache/incubator-mxnet,C++,19206,69,0,948,11,18.5,3,534,372,3.2,1742,0.76558
cli,https://github.com/cli/cli,Go,20950,15,0,159,5,33.9,48,696,478,1.8,183277,0.76427
deno,https://github.com/denoland/deno,TypeScript,70942,32,0,545,6,44.9,52,1523,1111,2.1,2173,0.76419
fastify,https://github.com/fastify/fastify,JavaScript,16872,52,0,337,8,8.2,35,203,168,3.5,10185,0.76413
helm,https://github.com/helm/helm,Go,18684,64,0,565,7,9.0,38,912,564,2.1,3606,0.76328
mocha,https://github.com/mochajs/mocha,JavaScript,20130,120,0,512,8,3.6,15,171,105,2.2,14198,0.76186
fish-shell,https://github.com/fish-shell/fish-shell,Shell,16100,186,0,710,8,38.7,4,475,420,1.9,1732,0.76148
postcss,https://github.com/postcss/postcss,TypeScript,23814,89,0,344,9,8.5,37,73,66,3.4,6656,0.76143
rancher,https://github.com/rancher/rancher,Go,15931,75,0,136,5,26.9,187,5276,4441,0.6,21304,0.76105
components,https://github.com/angular/components,TypeScript,20781,61,1,537,4,28.2,48,1391,896,1.4,15744,0.76057
hhvm,https://github.com/facebook/hhvm,C++,16821,134,0,1224,2,106.1,92,36,18,1.4,13655,0.75955
vuetify,https://github.com/vuetifyjs/vuetify,TypeScript,29042,53,0,632,5,38.2,72,1205,704,1.2,3269,0.75811
mongo,https://github.com/mongodb/mongo,C++,19076,161,0,768,6,108.8,65,13,6,0.2,26001,0.75721
obs-studio,https://github.com/obsproject/obs-studio,C,24586,88,0,427,5,20.0,22,644,383,3.1,2239,0.75718
xgboost,https://github.com/dmlc/xgboost,C++,20355,84,0,500,9,11.6,16,505,408,3.0,1114,0.75657
FFmpeg,https://github.com/FFmpeg/FFmpeg,C,22859,244,0,2042,1,75.4,17,7,6,2.7,31066,0.75643
kotlin,https://github.com/JetBrains/kotlin,,34503,124,0,535,1,208.8,19,325,256,1.5,11808,0.75506
elixir,https://github.com/elixir-lang/elixir,Elixir,17977,122,0,1155,8,16.5,11,246,230,2.0,771,0.75484
youtube-dl,https://github.com/ytdl-org/youtube-dl,Python,87137,152,0,921,4,12.3,38,1957,1072,1.1,1813,0.75465
core,https://github.com/dotnet/core,Shell,15064,75,0,277,3,7.8,30,539,313,1.9,72720,0.75463
sequelize,https://github.com/sequelize/sequelize,JavaScript,23459,127,1,1048,7,4.2,29,413,123,1.1,8906,0.75117
gitea,https://github.com/go-gitea/gitea,Go,22995,84,0,905,3,39.9,27,13027,12513,0.3,1797,0.75028
consul,https://github.com/hashicorp/consul,Go,21050,87,0,740,3,45.1,31,787,538,1.3,2313,0.7482
ray,https://github.com/ray-project/ray,Python,14318,60,0,412,7,58.1,11,2809,2016,2.0,479,0.74779
nest,https://github.com/nestjs/nest,TypeScript,33213,49,0,243,11,28.3,6,665,604,1.9,5844,0.74755
docusaurus,https://github.com/facebook/docusaurus,TypeScript,20967,43,0,506,7,20.1,26,549,455,3.7,700,0.74669
pandoc,https://github.com/jgm/pandoc,Haskell,21387,174,0,385,5,16.9,14,356,243,3.6,1931,0.74653
mastodon,https://github.com/tootsuite/mastodon,Ruby,22610,59,0,698,4,30.9,19,717,510,1.2,4299,0.74473
kong,https://github.com/Kong/kong,Lua,27818,75,1,226,3,12.2,27,457,304,1.6,139634,0.74466
influxdb,https://github.com/influxdata/influxdb,Go,20247,94,0,520,5,40.5,28,1039,637,0.9,1405,0.74449
vue,https://github.com/vuejs/vue,JavaScript,177667,91,0,317,7,1.1,33,246,158,1.5,36964,0.74411
quasar,https://github.com/quasarframework/quasar,JavaScript,17241,64,0,400,6,32.2,164,550,450,2.0,1326,0.74328
bokeh,https://github.com/bokeh/bokeh,Python,14483,107,0,542,7,12.7,10,394,260,2.3,1776,0.74276
swagger-ui,https://github.com/swagger-api/swagger-ui,JavaScript,19112,115,0,463,7,8.8,35,414,260,0.9,4143,0.74259
ipython,https://github.com/ipython/ipython,Python,14594,189,1,792,8,7.5,7,260,119,1.4,11229,0.74229
Chart.js,https://github.com/chartjs/Chart.js,JavaScript,51592,95,0,373,9,10.9,10,633,538,1.5,2618,0.74157
PowerShell,https://github.com/PowerShell/PowerShell,C#,23718,72,0,386,3,15.9,22,1215,627,2.7,4202,0.74065
okhttp,https://github.com/square/okhttp,Java,39070,117,0,267,6,6.3,11,290,246,1.7,17415,0.73963
syncthing,https://github.com/syncthing/syncthing,Go,34461,87,0,252,5,11.4,58,469,423,1.5,9344,0.73939
taro,https://github.com/NervJS/taro,JavaScript,27878,33,0,320,9,16.4,58,999,644,1.4,2972,0.73931
apollo-client,https://github.com/apollographql/apollo-client,TypeScript,15340,59,0,628,8,25.9,5,628,319,1.7,2218,0.73894
pdf.js,https://github.com/mozilla/pdf.js,JavaScript,33481,118,0,393,3,13.6,3,455,376,4.2,9276,0.73776
certbot,https://github.com/certbot/certbot,Python,27562,105,0,462,7,8.5,12,367,223,1.7,3464,0.73656
spaCy,https://github.com/explosion/spaCy,Python,17956,79,0,540,6,9.6,8,412,359,1.9,4161,0.7331
joplin,https://github.com/laurent22/joplin,JavaScript,19992,51,0,318,4,32.7,78,616,458,3.2,1519,0.73284
material,https://github.com/angular/material,JavaScript,16656,79,1,412,10,3.4,11,252,145,0.6,55966,0.73272
matomo,https://github.com/matomo-org/matomo,PHP,14129,164,0,325,6,18.2,61,680,482,2.1,583,0.73208
first-contributions,https://github.com/firstcontributions/first-contributions,,14521,52,0,7977,4,167.5,0,2936,2825,0.8,221,0.7308
folly,https://github.com/facebook/folly,C++,16101,105,0,945,2,22.9,20,65,34,1.4,15686,0.72984
p5.js,https://github.com/processing/p5.js,JavaScript,14676,96,0,480,7,14.4,7,170,145,2.7,1777,0.72816
neovim,https://github.com/neovim/neovim,Vim script,40717,84,0,684,3,29.3,3,918,571,2.3,3455,0.72794
flow,https://github.com/facebook/flow,OCaml,21110,75,0,847,2,24.6,32,192,95,1.2,10069,0.72705
phoenix,https://github.com/phoenixframework/phoenix,Elixir,16032,85,0,977,10,8.5,1,151,127,2.2,2581,0.72627
wekan,https://github.com/wekan/wekan,JavaScript,16952,85,0,219,5,19.4,83,205,108,3.2,2390,0.72593
svelte,https://github.com/sveltejs/svelte,JavaScript,40824,50,0,376,5,10.0,82,545,312,2.2,3260,0.72552
rxjs,https://github.com/ReactiveX/rxjs,TypeScript,23766,71,0,453,7,12.0,22,223,147,1.2,3163,0.72545
etcd,https://github.com/etcd-io/etcd,Go,34201,92,0,697,4,9.3,21,497,267,1.6,1997,0.72425
fastai,https://github.com/fastai/fastai,Jupyter Notebook,20226,40,0,128,5,24.2,18,291,250,2.1,20243,0.72393
CodeMirror,https://github.com/codemirror/CodeMirror,JavaScript,21900,122,0,927,5,4.8,15,144,112,1.6,2769,0.72343
redux,https://github.com/reduxjs/redux,TypeScript,55023,68,0,850,10,3.9,12,104,88,2.4,1230,0.72338
swoole-src,https://github.com/swoole/swoole-src,C++,16365,103,0,177,8,12.8,23,273,247,1.8,2022,0.72333
react-admin,https://github.com/marmelab/react-admin,TypeScript,15582,55,0,430,5,31.2,51,508,439,1.5,1175,0.72291
pixi.js,https://github.com/pixijs/pixi.js,TypeScript,31591,97,0,402,7,7.4,20,286,225,2.5,909,0.72265
WordPress,https://github.com/WordPress/WordPress,PHP,14657,216,0,100,10,42.5,27,7,7,1.0,20740,0.72222
requests,https://github.com/psf/requests,Python,44273,120,1,674,8,1.3,14,156,116,1.8,6873,0.72086
nuxt.js,https://github.com/nuxt/nuxt.js,JavaScript,32899,51,0,293,5,12.2,20,691,523,2.1,3123,0.72083
netdata,https://github.com/netdata/netdata,C,50976,92,0,453,3,25.8,13,709,460,2.6,1216,0.72075
crystal,https://github.com/crystal-lang/crystal,Crystal,15418,101,0,437,7,13.7,4,683,330,2.4,1071,0.72019
PowerToys,https://github.com/microsoft/PowerToys,C++,47953,86,0,246,4,41.6,25,3527,2634,2.5,156,0.71739
superset,https://github.com/apache/superset,Python,31735,67,0,536,4,32.2,5,1503,1040,2.4,738,0.71662
mattermost-server,https://github.com/mattermost/mattermost-server,Go,19622,68,0,594,2,22.7,44,1144,811,3.1,601,0.71652
tailwindcss,https://github.com/tailwindlabs/tailwindcss,CSS,33860,42,0,163,7,14.3,81,419,376,2.5,2282,0.71496
minio,https://github.com/minio/minio,Go,25320,75,0,292,2,26.1,86,644,614,2.8,2101,0.71492
typeorm,https://github.com/typeorm/typeorm,TypeScript,22464,59,0,634,6,6.7,12,1462,793,1.6,947,0.71463
tabler,https://github.com/tabler/tabler,HTML,22584,36,0,58,7,10.8,18,164,122,1.0,198519,0.71447
jitsi-meet,https://github.com/jitsi/jitsi-meet,JavaScript,14920,86,0,368,2,22.3,13,975,658,1.9,4047,0.71393
vue-next,https://github.com/vuejs/vue-next,TypeScript,19926,31,0,209,11,32.9,55,727,542,1.9,449,0.71293
libgdx,https://github.com/libgdx/libgdx,Java,17892,132,0,628,3,8.5,3,266,209,2.0,9112,0.71238
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,Shell,121870,138,0,2005,9,8.9,0,600,349,1.6,391,0.71198
Python,https://github.com/TheAlgorithms/Python,Python,96956,54,0,687,7,12.4,0,1313,1274,2.3,2068,0.71156
react-router,https://github.com/ReactTraining/react-router,JavaScript,42378,81,0,679,8,0.8,11,140,106,2.2,3216,0.71105
dbeaver,https://github.com/dbeaver/dbeaver,Java,17470,101,0,190,3,51.1,24,1524,1001,1.6,791,0.7099
video.js,https://github.com/videojs/video.js,JavaScript,30355,130,0,439,7,2.0,21,366,243,1.7,1208,0.70985
reveal.js,https://github.com/hakimel/reveal.js,JavaScript,55134,117,3,308,6,5.5,7,95,31,0.9,220950,0.70921
axios,https://github.com/axios/axios,JavaScript,80388,78,1,264,10,1.5,6,328,204,1.7,19515,0.70838
free-programming-books,https://github.com/EbookFoundation/free-programming-books,,170422,88,0,1718,8,17.4,0,1530,1501,1.4,214,0.70791
RxJava,https://github.com/ReactiveX/RxJava,Java,44039,107,0,304,9,2.9,19,53,49,1.8,3404,0.70658
marked,https://github.com/markedjs/marked,JavaScript,24084,115,0,128,9,6.1,14,190,172,1.9,3019,0.70627
ava,https://github.com/avajs/ava,JavaScript,18582,75,0,271,9,2.9,20,71,49,2.4,3456,0.70617
preact,https://github.com/preactjs/preact,JavaScript,27977,65,0,269,7,11.0,25,189,148,2.5,842,0.70468
dokku,https://github.com/dokku/dokku,Shell,20440,92,0,421,7,13.5,19,185,165,1.1,875,0.70358
moment,https://github.com/moment/moment,JavaScript,45305,120,2,668,8,3.4,9,109,66,1.4,7363,0.70286
autoprefixer,https://github.com/postcss/autoprefixer,JavaScript,19154,95,0,184,8,1.6,16,26,21,2.7,14663,0.70246
tldr,https://github.com/tldr-pages/tldr,Shell,29999,86,0,1438,8,29.9,0,633,603,1.8,179,0.70225
mobx,https://github.com/mobxjs/mobx,TypeScript,23002,71,0,262,8,8.2,16,137,123,3.0,837,0.70184
cobra,https://github.com/spf13/cobra,Go,19901,89,0,207,11,1.2,5,144,41,2.1,13676,0.69984
json,https://github.com/nlohmann/json,C++,22634,91,0,212,5,10.2,3,89,70,3.3,9390,0.69925
puppeteer,https://github.com/puppeteer/puppeteer,TypeScript,67902,45,0,321,5,7.9,21,559,232,1.4,3469,0.69841
graal,https://github.com/oracle/graal,Java,14299,118,0,260,2,120.3,1,395,202,2.5,3895,0.69835
mitmproxy,https://github.com/mitmproxy/mitmproxy,Python,21133,133,0,379,6,10.7,6,290,240,1.3,1582,0.69833
xstate,https://github.com/davidkpiano/xstate,TypeScript,14209,65,0,199,10,11.1,42,171,126,2.0,595,0.69827
cocos2d-x,https://github.com/cocos2d/cocos2d-x,C++,14883,128,0,864,4,0.2,9,67,17,1.2,35760,0.69819
vue-router,https://github.com/vuejs/vue-router,JavaScript,17563,86,0,251,7,4.0,19,172,140,1.4,3436,0.69812
tmux,https://github.com/tmux/tmux,C,19948,164,0,37,5,13.3,5,138,129,6.2,8792,0.69763
lighthouse,https://github.com/GoogleChrome/lighthouse,JavaScript,21483,61,0,274,7,11.8,10,513,348,2.1,863,0.69744
rclone,https://github.com/rclone/rclone,Go,25324,99,0,423,4,21.9,9,816,245,2.2,464,0.69729
realm-cocoa,https://github.com/realm/realm-cocoa,Objective-C,14245,106,0,156,7,7.7,47,352,237,2.2,691,0.69692
vault,https://github.com/hashicorp/vault,Go,18877,71,0,946,2,29.1,4,737,470,0.8,3990,0.69657
flask,https://github.com/pallets/flask,Python,53400,131,0,709,6,3.2,1,3655,3645,0.0,4653,0.69603
dubbo,https://github.com/apache/dubbo,Java,34403,112,0,361,5,6.0,5,397,133,1.2,5707,0.69547
protobuf,https://github.com/protocolbuffers/protobuf,C++,45545,152,1,771,2,11.5,17,491,239,1.3,3521,0.69526
husky,https://github.com/typicode/husky,Shell,21370,80,1,67,10,2.4,24,124,91,2.1,22102,0.69525
yarn,https://github.com/yarnpkg/yarn,JavaScript,39409,60,0,534,7,0.5,7,816,664,1.1,4391,0.69351
nacos,https://github.com/alibaba/nacos,Java,15736,31,0,180,5,12.9,12,951,828,2.4,2544,0.69345
skywalking,https://github.com/apache/skywalking,Java,15744,63,0,328,6,14.1,6,602,543,2.9,444,0.69338
html5-boilerplate,https://github.com/h5bp/html5-boilerplate,JavaScript,48821,133,0,289,8,2.3,3,56,52,0.4,56967,0.69312
tfjs,https://github.com/tensorflow/tfjs,TypeScript,14445,42,0,270,3,15.2,23,684,536,1.7,2947,0.69309
NativeScript,https://github.com/NativeScript/NativeScript,TypeScript,19582,83,0,216,5,4.6,34,316,132,2.8,1346,0.69278
terminal,https://github.com/microsoft/terminal,C++,70672,41,0,267,2,18.2,25,1314,932,3.7,877,0.69253
vuepress,https://github.com/vuejs/vuepress,JavaScript,18128,34,0,349,11,3.9,12,198,96,1.6,3015,0.69188
awesome-go,https://github.com/avelino/awesome-go,Go,60461,79,0,1526,12,6.3,0,174,141,2.0,561,0.69156
snowpack,https://github.com/snowpackjs/snowpack,JavaScript,15018,23,0,287,9,42.1,58,479,442,2.5,101,0.69109
traefik,https://github.com/traefik/traefik,Go,32117,65,1,608,7,7.8,42,562,383,1.7,304,0.69033
