name,url,language,stars,created_since,updated_since,contributor_count,org_count,commit_frequency,recent_releases_count,updated_issues_count,closed_issues_count,comment_frequency,dependents_count,criticality_score
hacl-star,https://github.com/project-everest/hacl-star,F*,1343,56,0,59,5,28.4,7,26,19,2.4,665,0.60684
rtabmap,https://github.com/introlab/rtabmap,C++,1315,121,0,29,6,5.8,3,72,35,4.2,688,0.60598
drupal-vm,https://github.com/geerlingguy/drupal-vm,HTML,1335,85,0,106,13,1.8,5,55,36,2.9,140,0.60474
opentelemetry-specification,https://github.com/open-telemetry/opentelemetry-specification,Makefile,1325,21,0,101,8,8.0,5,341,208,2.9,116,0.60112
faust,https://github.com/grame-cncm/faust,C++,1318,204,0,117,6,12.5,2,36,26,2.7,131,0.59961
cc65,https://github.com/cc65/cc65,C,1321,251,0,94,2,11.3,1,104,71,5.5,347,0.59849
openssh-portable,https://github.com/openssh/openssh-portable,C,1323,258,0,98,4,11.8,7,21,9,1.0,1214,0.59809
cherrypy,https://github.com/cherrypy/cherrypy,Python,1333,197,1,131,9,1.3,8,34,26,1.4,451,0.59599
jovo-framework,https://github.com/jovotech/jovo-framework,TypeScript,1291,44,0,98,7,18.2,4,66,51,0.8,517,0.59472
envoy,https://github.com/laravel/envoy,PHP,1348,84,0,64,12,0.8,9,10,10,2.0,800,0.59267
cloudcmd,https://github.com/coderaiser/cloudcmd,JavaScript,1310,106,0,29,8,3.8,29,15,10,2.9,226,0.59266
0x-monorepo,https://github.com/0xProject/0x-monorepo,TypeScript,1290,44,3,95,6,15.0,6,38,33,1.5,2146,0.58898
squidex,https://github.com/Squidex/squidex,C#,1329,53,0,43,8,13.9,34,31,29,0.7,294,0.58693
spark-on-k8s-operator,https://github.com/GoogleCloudPlatform/spark-on-k8s-operator,Go,1328,42,0,100,12,1.8,12,146,91,2.1,49,0.58457
WebODM,https://github.com/OpenDroneMap/WebODM,JavaScript,1321,54,0,47,10,4.1,5,51,39,1.8,351,0.58421
esri-leaflet,https://github.com/Esri/esri-leaflet,JavaScript,1328,93,0,90,7,1.1,7,25,17,1.8,421,0.58238
pint,https://github.com/hgrecco/pint,Python,1295,106,0,154,3,4.8,4,59,34,2.4,197,0.58021
tracy,https://github.com/nette/tracy,PHP,1316,99,0,78,12,3.7,10,24,13,1.2,116,0.57978
vienna-rss,https://github.com/ViennaRSS/vienna-rss,Objective-C,1300,189,0,66,5,3.8,15,109,98,2.2,41,0.57848
tsoa,https://github.com/lukeautry/tsoa,TypeScript,1334,56,0,101,6,4.6,16,157,108,1.3,57,0.57783
zabbix,https://github.com/zabbix/zabbix,PHP,1328,241,0,108,2,116.2,13,5,1,0.2,953,0.57729
ngx-quill,https://github.com/KillerCodeMonkey/ngx-quill,TypeScript,1335,50,0,36,9,6.0,24,104,100,1.5,52,0.57385
wger,https://github.com/wger-project/wger,Python,1316,103,0,63,3,12.5,1,89,69,1.8,638,0.57347
electronjs.org,https://github.com/electron/electronjs.org,Handlebars,1316,71,0,323,5,27.0,0,427,387,0.3,48,0.57319
bc-java,https://github.com/bcgit/bc-java,Java,1333,97,1,104,2,15.2,3,107,64,1.5,881,0.57176
wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,Python,1322,35,0,130,4,9.6,3,232,163,1.5,176,0.57105
mantisbt,https://github.com/mantisbt/mantisbt,PHP,1297,245,0,173,3,7.8,1,33,25,0.8,837,0.57008
flixel,https://github.com/HaxeFlixel/flixel,Haxe,1343,115,1,134,6,0.9,5,21,11,1.2,1007,0.56947
FreeRTOS,https://github.com/FreeRTOS/FreeRTOS,C,1316,179,0,41,4,7.1,7,179,169,0.7,278,0.56742
django-tables2,https://github.com/jieter/django-tables2,Python,1336,153,0,131,9,0.6,11,17,10,0.6,175,0.56704
python-sdk,https://github.com/watson-developer-cloud/python-sdk,Python,1327,65,0,58,7,2.1,14,20,13,1.9,206,0.56509
shopify_app,https://github.com/Shopify/shopify_app,Ruby,1299,149,0,200,3,5.3,1,60,38,1.9,151,0.56483
json4s,https://github.com/json4s/json4s,Scala,1336,102,0,119,6,3.1,8,49,39,0.5,152,0.56456
tedious,https://github.com/tediousjs/tedious,TypeScript,1306,123,1,85,7,2.1,13,71,32,1.9,53,0.56247
systeminformation,https://github.com/sebhildebrandt/systeminformation,JavaScript,1339,83,0,8,2,5.0,24,57,44,3.6,1479,0.56123
openvdb,https://github.com/AcademySoftwareFoundation/openvdb,C++,1308,94,0,37,8,9.3,4,109,83,1.4,50,0.55915
humanize,https://github.com/jmoiron/humanize,Python,1297,113,1,42,6,3.8,14,22,17,2.0,168,0.55382
kubernetes-ingress-controller,https://github.com/Kong/kubernetes-ingress-controller,Go,1301,34,0,76,6,5.9,10,150,87,1.5,47,0.55224
monkeytype,https://github.com/Miodec/monkeytype,JavaScript,1326,8,0,106,5,43.7,79,400,351,1.4,7,0.55075
YamlDotNet,https://github.com/aaubry/YamlDotNet,C#,1329,152,0,69,7,0.8,4,52,18,1.2,180,0.55019
mc,https://github.com/MidnightCommander/mc,C,1341,293,0,401,4,4.6,3,5,3,0.6,159,0.54924
msgpack,https://github.com/vmihailenco/msgpack,Go,1308,100,0,23,12,1.7,14,28,25,1.0,149,0.54892
JuMP.jl,https://github.com/jump-dev/JuMP.jl,Julia,1330,101,0,95,9,4.2,6,145,104,1.6,3,0.54728
spectator,https://github.com/ngneat/spectator,TypeScript,1308,41,0,60,5,1.8,39,31,19,2.7,72,0.54659
Osiris,https://github.com/danielkrupinski/Osiris,C++,1318,28,0,33,3,27.4,0,301,136,2.7,458,0.54385
flashlight,https://github.com/facebookresearch/flashlight,C++,1338,25,0,48,3,9.9,1,278,243,2.9,259,0.54281
url-loader,https://github.com/webpack-contrib/url-loader,JavaScript,1349,106,1,38,6,0.2,3,5,2,1.4,8246,0.54095
SVT-AV1,https://github.com/AOMediaCodec/SVT-AV1,C,1291,24,0,114,5,10.8,6,158,117,2.0,16,0.54008
oomd,https://github.com/facebookincubator/oomd,C++,1331,31,0,41,6,2.3,4,3,2,3.0,1452,0.53935
broadway,https://github.com/broadway/broadway,PHP,1341,78,0,68,8,0.5,5,3,2,3.3,144,0.53913
pelican-plugins,https://github.com/getpelican/pelican-plugins,Python,1294,100,0,341,3,0.7,0,62,31,1.7,172,0.53855
cloud-on-k8s,https://github.com/elastic/cloud-on-k8s,Go,1299,27,0,54,3,15.9,8,365,271,1.1,80,0.53758
pdfbox,https://github.com/apache/pdfbox,Java,1338,157,0,18,2,18.8,4,19,16,1.2,1352,0.53545
pyusb,https://github.com/pyusb/pyusb,Python,1347,155,0,63,4,0.7,1,29,21,3.7,168,0.53539
verge,https://github.com/vergecurrency/verge,C++,1293,61,4,67,5,0.3,7,7,5,11.9,170,0.53525
dill,https://github.com/uqfoundation/dill,Python,1303,139,0,26,9,0.6,2,30,14,1.4,359,0.53439
pyyaml,https://github.com/yaml/pyyaml,Python,1346,181,10,33,9,0.1,2,45,17,2.1,3969,0.53344
nette,https://github.com/nette/nette,PHP,1342,182,0,121,8,0.1,5,11,0,0.0,1001,0.53282
react-materialize,https://github.com/react-materialize/react-materialize,JavaScript,1335,74,0,99,5,4.3,25,27,16,1.1,16,0.53245
activegraph,https://github.com/neo4jrb/activegraph,Ruby,1324,154,1,124,8,1.6,23,16,7,3.0,3,0.53243
universal-data-tool,https://github.com/UniversalDataTool/universal-data-tool,JavaScript,1308,18,1,23,7,14.7,126,109,51,1.3,119,0.5317
stripe-go,https://github.com/stripe/stripe-go,Go,1290,80,0,189,1,5.6,115,34,30,1.0,60,0.52911
laravel-dump-server,https://github.com/beyondcode/laravel-dump-server,PHP,1337,31,1,20,10,0.3,4,9,8,2.6,2452,0.52834
Prusa-Firmware,https://github.com/prusa3d/Prusa-Firmware,C++,1291,62,0,53,2,6.0,9,180,62,1.9,75,0.52731
covid19_scenarios,https://github.com/neherlab/covid19_scenarios,JavaScript,1347,11,1,91,6,56.6,10,31,25,1.2,49,0.5262
PropertyChanged,https://github.com/Fody/PropertyChanged,C#,1333,104,0,35,3,4.1,10,41,40,0.8,236,0.52617
webcamoid,https://github.com/webcamoid/webcamoid,C++,1336,108,0,75,3,5.0,2,48,12,2.2,82,0.52604
PixivUtil2,https://github.com/Nandaka/PixivUtil2,Python,1303,116,0,35,0,4.8,32,87,76,4.6,129,0.52588
Glowstone,https://github.com/GlowstoneMC/Glowstone,Java,1305,127,0,138,3,1.2,2,9,7,0.9,534,0.52516
i18n-ally,https://github.com/antfu/i18n-ally,TypeScript,1325,26,0,43,5,9.9,92,69,53,2.1,13,0.52502
reviewboard,https://github.com/reviewboard/reviewboard,Python,1318,174,0,259,5,4.5,13,1,0,0.0,113,0.52501
PHP-CSS-Parser,https://github.com/sabberworm/PHP-CSS-Parser,PHP,1332,129,2,32,9,0.3,4,7,5,2.3,568,0.5246
LoRaMac-node,https://github.com/Lora-net/LoRaMac-node,C,1314,85,1,40,4,5.1,5,62,50,1.5,163,0.52268
kotlin-logging,https://github.com/MicroUtils/kotlin-logging,Kotlin,1317,55,1,26,7,1.4,9,8,4,3.4,298,0.52219
kapitan,https://github.com/deepmind/kapitan,Python,1339,40,0,45,7,5.8,29,58,36,1.2,11,0.52147
proj4js,https://github.com/proj4js/proj4js,JavaScript,1307,152,0,41,7,0.2,3,14,10,2.5,94,0.52085
fusionjs,https://github.com/fusionjs/fusionjs,JavaScript,1328,39,0,99,3,4.0,16,9,4,1.2,199,0.51918
react-textarea-autosize,https://github.com/Andarist/react-textarea-autosize,TypeScript,1309,90,2,54,7,0.7,6,9,8,3.6,98,0.51842
rtlcss,https://github.com/MohammadYounes/rtlcss,JavaScript,1326,84,1,20,8,0.7,1,39,34,1.4,987,0.51612
Odin,https://github.com/odin-lang/Odin,C++,1294,55,0,53,2,15.3,2,95,59,1.4,125,0.51365
TWiLightMenu,https://github.com/DS-Homebrew/TWiLightMenu,C++,1331,45,0,42,2,20.7,34,116,90,1.6,12,0.51353
django-rq,https://github.com/rq/django-rq,Python,1333,106,2,92,5,0.7,4,20,12,1.6,206,0.51347
aiogram,https://github.com/aiogram/aiogram,Python,1304,44,0,79,5,2.9,12,100,46,0.6,34,0.51346
Arduino_Core_STM32,https://github.com/stm32duino/Arduino_Core_STM32,C,1340,45,1,86,4,7.2,1,99,66,2.2,66,0.51305
pf4j,https://github.com/pf4j/pf4j,Java,1331,101,0,50,5,0.9,4,18,10,3.1,40,0.51299
feast,https://github.com/feast-dev/feast,Java,1332,26,0,58,5,13.1,14,242,208,3.4,0,0.5125
needle,https://github.com/tomas/needle,JavaScript,1309,111,0,57,9,0.9,5,9,3,0.7,84,0.51145
FirebaseUI-iOS,https://github.com/firebase/FirebaseUI-iOS,Objective-C,1297,67,0,65,5,1.7,4,37,25,1.3,67,0.51142
ipdb,https://github.com/gotcha/ipdb,Python,1326,167,3,44,10,0.6,2,11,5,1.3,516,0.51097
connection_pool,https://github.com/mperham/connection_pool,Ruby,1298,118,1,41,9,0.3,1,10,6,2.0,251,0.50906
wgpu-rs,https://github.com/gfx-rs/wgpu-rs,Rust,1334,20,0,91,3,6.2,0,143,114,2.6,117,0.50822
prost,https://github.com/danburkert/prost,Rust,1319,48,0,45,7,0.8,2,103,66,1.5,65,0.508
kudu,https://github.com/apache/kudu,C++,1318,101,0,157,5,13.4,1,0,0,0,406,0.50675
laravel-translatable,https://github.com/spatie/laravel-translatable,PHP,1317,58,2,51,6,0.8,12,24,24,1.5,141,0.50569
kerl,https://github.com/kerl/kerl,Shell,1312,119,1,67,8,0.5,2,10,5,1.9,79,0.504
node-ldapjs,https://github.com/ldapjs/node-ldapjs,JavaScript,1305,115,1,66,7,1.3,7,43,34,1.6,10,0.50331
vscode-java,https://github.com/redhat-developer/vscode-java,TypeScript,1325,55,1,47,3,3.3,6,196,91,2.3,43,0.5025
puma-dev,https://github.com/puma/puma-dev,Go,1333,54,0,38,11,0.9,5,12,9,1.8,35,0.50163
processing.py,https://github.com/jdf/processing.py,Python,1299,128,0,34,4,0.3,14,8,4,1.8,100,0.50036
go-mssqldb,https://github.com/denisenkom/go-mssqldb,Go,1327,112,1,68,5,0.6,1,45,19,1.7,121,0.49963
Statiq.Web,https://github.com/statiqdev/Statiq.Web,C#,1334,77,0,69,8,3.8,37,21,12,1.7,0,0.49879
slather,https://github.com/SlatherOrg/slather,Ruby,1308,80,1,78,13,0.5,4,16,6,1.6,27,0.49808
cgdb,https://github.com/cgdb/cgdb,C++,1289,219,1,31,6,0.2,1,6,1,0.8,3629,0.49748
webpack-stream,https://github.com/shama/webpack-stream,JavaScript,1348,85,1,50,7,0.2,5,12,9,2.1,75,0.49727
f3,https://github.com/AltraMayor/f3,C,1340,111,0,31,5,0.5,2,13,6,2.5,116,0.49613
phalcon-devtools,https://github.com/phalcon/phalcon-devtools,JavaScript,1292,107,9,195,8,4.3,3,5,1,1.0,106,0.49549
24pullrequests,https://github.com/24pullrequests/24pullrequests,Ruby,1293,99,0,266,10,5.2,0,105,103,0.4,0,0.4946
nginx-vod-module,https://github.com/kaltura/nginx-vod-module,C,1330,79,0,23,4,0.7,5,59,20,2.5,65,0.49285
libucl,https://github.com/vstakhov/libucl,C,1311,88,1,42,7,0.9,2,4,3,0.8,704,0.4928
mailparser,https://github.com/nodemailer/mailparser,JavaScript,1312,125,1,54,8,0.2,8,11,5,0.5,110,0.49265
django-cacheops,https://github.com/Suor/django-cacheops,Python,1342,117,3,56,6,0.6,6,10,8,1.8,108,0.49246
privacy,https://github.com/tensorflow/privacy,Python,1311,26,0,35,5,3.8,3,23,11,3.2,57,0.49202
node-google-spreadsheet,https://github.com/theoephraim/node-google-spreadsheet,JavaScript,1302,116,0,56,6,1.3,0,72,56,1.3,28,0.49144
XcodeProj,https://github.com/tuist/XcodeProj,Swift,1311,45,0,82,3,2.0,14,41,35,1.2,20,0.48966
ACHNBrowserUI,https://github.com/Dimillian/ACHNBrowserUI,Swift,1318,9,0,33,4,17.7,49,19,14,2.1,28,0.48934
image-spec,https://github.com/opencontainers/image-spec,Go,1301,59,11,54,7,0.0,3,11,0,5.4,643,0.48885
inih,https://github.com/benhoyt/inih,C,1349,140,0,27,4,0.3,5,6,6,2.2,129,0.48862
sentinel,https://github.com/cartalyst/sentinel,PHP,1342,80,1,40,9,0.2,4,9,3,1.2,157,0.48789
vfsStream,https://github.com/bovigo/vfsStream,PHP,1294,159,1,44,5,0.6,3,14,14,2.1,57,0.48468
statesman,https://github.com/gocardless/statesman,Ruby,1304,90,0,75,8,0.4,2,13,11,1.4,14,0.48453
angular-oauth2-oidc,https://github.com/manfredsteyer/angular-oauth2-oidc,TypeScript,1312,49,6,106,8,1.7,4,75,31,1.5,29,0.48447
generator-ngx-rocket,https://github.com/ngx-rocket/generator-ngx-rocket,TypeScript,1300,57,0,38,5,1.8,6,11,6,2.0,38,0.48389
gpslogger,https://github.com/mendhak/gpslogger,Java,1328,133,0,35,3,0.5,4,15,6,1.6,151,0.4835
vuese,https://github.com/vuese/vuese,TypeScript,1290,28,0,26,7,1.8,61,27,25,1.2,17,0.48283
capa,https://github.com/fireeye/capa,Python,1323,7,0,16,6,15.7,7,62,44,1.5,65,0.47871
Monocle,https://github.com/optics-dev/Monocle,Scala,1319,85,0,113,7,3.0,2,105,93,1.0,0,0.47834
pwa-asset-generator,https://github.com/onderceylan/pwa-asset-generator,TypeScript,1309,17,0,7,6,7.2,18,99,92,1.2,45,0.47742
node-cache,https://github.com/node-cache/node-cache,CoffeeScript,1333,112,5,40,9,0.8,4,20,14,1.5,55,0.47709
Brighter,https://github.com/BrighterCommand/Brighter,C#,1349,122,0,64,3,7.4,2,93,83,0.2,14,0.4751
spinner,https://github.com/briandowns/spinner,Go,1336,74,1,42,6,0.2,5,15,11,1.4,73,0.474
linkedin-quiz-assessments,https://github.com/Ebazhanov/linkedin-quiz-assessments,JavaScript,1332,18,0,219,5,20.3,0,424,406,1.0,0,0.47393
osmc,https://github.com/osmc/osmc,C,1342,81,0,77,1,9.0,4,25,19,1.3,35,0.47319
splitjoin.vim,https://github.com/AndrewRadev/splitjoin.vim,Vim script,1336,120,1,38,8,1.8,2,2,2,1.5,54,0.4727
requests-oauthlib,https://github.com/requests/requests-oauthlib,Python,1342,99,8,98,9,0.1,2,11,1,1.1,247,0.4725
graphql-relay-js,https://github.com/graphql/graphql-relay-js,JavaScript,1322,66,1,50,7,0.8,4,4,3,1.5,74,0.4725
tacit,https://github.com/yegor256/tacit,SCSS,1319,70,0,34,6,0.1,2,6,6,5.2,14,0.47234
gtk,https://github.com/gtk-rs/gtk,Rust,1304,87,3,95,2,2.1,1,9,8,3.8,125,0.47181
py4e,https://github.com/csev/py4e,HTML,1315,70,0,63,4,2.1,0,9,5,1.1,176,0.47026
aws-controllers-k8s,https://github.com/aws/aws-controllers-k8s,Go,1306,15,0,47,6,9.7,1,285,198,0.7,14,0.46985
react-mentions,https://github.com/signavio/react-mentions,JavaScript,1296,75,0,49,7,0.3,5,37,15,1.0,10,0.46946
CommunityServer,https://github.com/ONLYOFFICE/CommunityServer,C#,1294,79,2,11,4,0.2,1,19,12,3.0,1294,0.46936
ngraph,https://github.com/NervanaSystems/ngraph,C++,1323,42,3,106,6,14.5,2,1,1,0.0,446,0.4681
heaptrack,https://github.com/KDE/heaptrack,C++,1300,93,0,46,3,2.7,1,5,5,2.6,44,0.46784
github-release,https://github.com/github-release/github-release,Go,1323,85,0,12,9,0.3,4,8,8,1.1,83,0.46757
thorax,https://github.com/walmartlabs/thorax,JavaScript,1340,113,0,41,6,0.0,5,1,1,1.0,93,0.46734
almond,https://github.com/almond-sh/almond,Scala,1331,71,0,32,4,3.7,10,61,42,0.4,14,0.46693
MeetingBar,https://github.com/leits/MeetingBar,Swift,1316,8,0,15,9,5.0,29,73,60,1.8,5,0.46673
godot-rust,https://github.com/godot-rust/godot-rust,Rust,1303,46,0,50,4,4.7,2,74,54,2.8,2,0.46511
error-handler,https://github.com/symfony/error-handler,PHP,1342,18,0,25,13,1.0,41,0,0,0,584,0.46476
bootique,https://github.com/bootique/bootique,Java,1322,62,1,15,5,2.3,5,7,5,0.4,845,0.46332
retext,https://github.com/retext-project/retext,Python,1350,120,0,38,6,0.9,1,9,4,1.1,37,0.46135
codemaid,https://github.com/codecadwallader/codemaid,C#,1310,127,0,40,5,0.1,1,42,14,1.2,28,0.46065
bimg,https://github.com/h2non/bimg,Go,1320,71,2,49,10,1.5,3,14,2,1.8,12,0.46
NIM_iOS_UIKit,https://github.com/netease-im/NIM_iOS_UIKit,Objective-C,1303,65,0,18,3,1.0,19,14,4,1.3,64,0.45741
engo,https://github.com/EngoEngine/engo,Go,1315,94,0,57,6,0.8,1,14,11,1.2,12,0.45705
git-chglog,https://github.com/git-chglog/git-chglog,Go,1319,36,0,19,7,0.2,5,24,10,1.5,46,0.45515
Slim-Skeleton,https://github.com/slimphp/Slim-Skeleton,PHP,1311,104,0,42,12,1.2,1,17,16,0.5,6,0.45314
dapp,https://github.com/DemocracyEarth/dapp,JavaScript,1308,62,1,37,6,9.3,13,33,23,0.2,4,0.45031
umzug,https://github.com/sequelize/umzug,TypeScript,1299,76,0,44,4,5.6,15,73,71,0.5,0,0.44877
iredis,https://github.com/laixintao/iredis,Python,1332,24,0,16,6,8.5,21,11,7,0.6,16,0.44848
figlet.js,https://github.com/patorjk/figlet.js,JavaScript,1343,105,0,16,6,0.5,1,3,1,2.0,82,0.44763
jailhouse,https://github.com/siemens/jailhouse,C,1306,88,1,67,5,4.6,1,0,0,0,416,0.44747
validates_timeliness,https://github.com/adzap/validates_timeliness,Ruby,1302,152,5,23,9,0.1,4,4,1,3.0,42,0.44697
Restler,https://github.com/Luracast/Restler,JavaScript,1321,119,11,33,7,0.0,1,11,6,3.9,86,0.44641
autobahn-js,https://github.com/crossbario/autobahn-js,JavaScript,1338,108,4,65,12,0.6,6,4,1,0.5,28,0.44521
sentinel-golang,https://github.com/alibaba/sentinel-golang,Go,1341,21,0,26,5,4.2,11,155,120,1.0,2,0.44432
vuex-persist,https://github.com/championswimmer/vuex-persist,TypeScript,1302,42,4,18,9,0.4,17,19,2,1.2,76,0.44403
maki,https://github.com/mapbox/maki,JavaScript,1338,110,6,58,5,0.1,2,3,0,2.7,139,0.44327
former,https://github.com/formers/former,PHP,1299,101,1,66,6,0.1,3,11,3,0.4,42,0.4429
kaf,https://github.com/birdayz/kaf,Go,1294,28,0,31,8,1.5,12,22,14,1.0,3,0.44216
mutations,https://github.com/cypriss/mutations,Ruby,1303,100,0,32,11,0.3,3,8,5,0.6,7,0.44144
contrib,https://github.com/gin-gonic/contrib,Go,1314,79,2,58,11,0.2,0,7,3,0.3,172,0.44141
react-native-contacts,https://github.com/morenoh149/react-native-contacts,Java,1344,64,2,124,4,1.3,14,39,29,1.6,0,0.43983
react-swipeable,https://github.com/FormidableLabs/react-swipeable,TypeScript,1298,76,0,28,7,0.3,2,24,16,1.4,6,0.43952
yocto-gl,https://github.com/xelatihy/yocto-gl,C++,1340,58,0,13,4,6.1,6,76,74,0.3,14,0.43951
rspec_api_documentation,https://github.com/zipmark/rspec_api_documentation,Ruby,1348,113,3,93,7,0.2,1,14,6,0.5,34,0.43828
selection,https://github.com/Simonwep/selection,TypeScript,1318,33,0,17,5,1.6,7,8,7,1.6,28,0.4381
d3-scale,https://github.com/d3/d3-scale,JavaScript,1297,68,4,24,8,0.3,2,10,5,0.9,206,0.43698
focus-visible,https://github.com/WICG/focus-visible,JavaScript,1298,67,3,37,6,0.2,1,6,3,2.2,99,0.43588
forgit,https://github.com/wfxr/forgit,Shell,1328,38,0,28,5,1.2,0,13,11,2.6,30,0.43554
susi_skill_data,https://github.com/fossasia/susi_skill_data,,1325,45,0,258,8,2.2,0,0,0,0,25,0.43346
picamera,https://github.com/waveform80/picamera,Python,1317,89,4,22,6,0.0,3,30,6,1.3,100,0.43299
polyfill,https://github.com/inexorabletash/polyfill,JavaScript,1311,109,4,19,7,0.1,5,1,0,3.0,65,0.43294
rust-cookbook,https://github.com/rust-lang-nursery/rust-cookbook,Shell,1304,47,0,128,8,0.5,0,20,11,0.8,3,0.43191
t-digest,https://github.com/tdunning/t-digest,Java,1297,87,0,25,7,0.2,1,3,1,0.3,132,0.43052
pgtyped,https://github.com/adelsz/pgtyped,TypeScript,1322,19,1,15,8,3.3,13,38,21,1.5,5,0.43048
phalapi,https://github.com/phalapi/phalapi,JavaScript,1349,73,1,31,4,2.8,10,4,2,0.5,31,0.42687
ForgeNetworkingRemastered,https://github.com/BeardedManStudios/ForgeNetworkingRemastered,C#,1309,49,5,54,8,0.1,3,20,7,0.7,53,0.42631
SwiftTweaks,https://github.com/Khan/SwiftTweaks,Swift,1292,63,0,25,7,0.3,1,36,33,0.3,20,0.42591
iceberg.vim,https://github.com/cocopon/iceberg.vim,Vim script,1315,86,1,16,5,0.6,1,15,9,3.7,12,0.42581
react-fullstack-graphql,https://github.com/graphql-boilerplates/react-fullstack-graphql,JavaScript,1332,58,0,34,7,0.8,0,25,7,0.0,78,0.42549
react-native-payments,https://github.com/naoufal/react-native-payments,JavaScript,1318,68,0,20,8,0.2,3,69,50,1.9,0,0.4253
asyncrun.vim,https://github.com/skywind3000/asyncrun.vim,Vim script,1298,53,0,13,1,2.2,32,17,7,1.7,37,0.42509
conferences,https://github.com/AndroidStudyGroup/conferences,Ruby,1330,68,0,171,8,2.1,0,6,6,0.8,0,0.42496
question2answer,https://github.com/q2a/question2answer,PHP,1301,111,5,29,3,1.1,2,25,12,1.3,102,0.42467
eosjs,https://github.com/EOSIO/eosjs,TypeScript,1320,42,5,53,1,2.8,5,27,14,0.8,454,0.42363
gnome-shell-system-monitor-applet,https://github.com/paradoxxxzero/gnome-shell-system-monitor-applet,JavaScript,1342,118,9,93,3,0.3,2,29,2,1.3,77,0.42289
Vulkan-Samples,https://github.com/KhronosGroup/Vulkan-Samples,C++,1311,15,0,29,6,2.1,0,58,33,2.3,10,0.42288
consoleme,https://github.com/Netflix/consoleme,Python,1348,14,0,18,7,8.7,5,98,88,0.6,2,0.42284
