name,url,language,license,stars,created_since,updated_since,contributor_count,org_count,commit_frequency,recent_releases_count,updated_issues_count,closed_issues_count,comment_frequency,dependents_count,criticality_score
ForwardDiff.jl,https://github.com/JuliaDiff/ForwardDiff.jl,Julia,"License(name=""Other"")",431,95,0,55,9,0.6,6,36,20,1.9,86,0.55009
jPOS,https://github.com/jpos/jPOS,Java,"License(name=""Other"")",446,270,0,80,8,3.2,2,43,34,1.0,68,0.54691
ggally,https://github.com/ggobi/ggally,R,,410,142,0,37,10,2.6,3,11,8,3.2,52,0.54676
ai2thor,https://github.com/allenai/ai2thor,C#,"License(name=""Apache License 2.0"")",445,40,0,24,4,11.4,21,79,55,1.2,238,0.54674
jasp-desktop,https://github.com/jasp-stats/jasp-desktop,C++,"License(name=""GNU Affero General Public License v3.0"")",438,93,0,62,3,17.7,3,77,71,1.5,84,0.5467
kopia,https://github.com/kopia/kopia,Go,"License(name=""Apache License 2.0"")",440,62,0,28,5,9.3,19,119,66,1.3,59,0.54661
dashboard,https://github.com/tektoncd/dashboard,JavaScript,"License(name=""Apache License 2.0"")",412,22,0,43,3,11.6,25,182,152,1.9,85,0.54654
fixmystreet,https://github.com/mysociety/fixmystreet,Perl,"License(name=""Other"")",428,175,2,64,2,13.2,3,84,61,1.3,834,0.54499
appium-xcuitest-driver,https://github.com/appium/appium-xcuitest-driver,JavaScript,"License(name=""Apache License 2.0"")",437,65,0,51,9,2.9,13,22,21,2.1,25,0.54461
arsd,https://github.com/adamdruppe/arsd,D,"License(name=""Other"")",416,116,0,47,4,4.0,10,9,8,4.3,48,0.54456
wro4j,https://github.com/wro4j/wro4j,Java,"License(name=""Apache License 2.0"")",441,145,1,74,6,0.6,3,41,38,0.6,1006,0.54318
coveralls-python,https://github.com/TheKevJames/coveralls-python,Python,"License(name=""MIT License"")",450,97,0,54,8,1.0,8,29,24,2.0,45,0.54299
qlcplus,https://github.com/mcallegari/qlcplus,C++,"License(name=""Other"")",450,100,0,116,3,4.8,1,28,24,1.8,244,0.54291
XBlock,https://github.com/edx/XBlock,Python,"License(name=""Apache License 2.0"")",433,100,0,91,7,1.2,3,14,14,0.2,728,0.54166
ios-library,https://github.com/urbanairship/ios-library,Objective-C,"License(name=""Other"")",448,125,0,48,5,5.7,26,7,4,1.0,96,0.5412
automerge-action,https://github.com/pascalgn/automerge-action,JavaScript,"License(name=""MIT License"")",437,24,1,25,10,1.2,14,27,14,1.7,1011,0.53931
stm32-rs,https://github.com/stm32-rs/stm32-rs,Python,"License(name=""Other"")",447,44,0,84,6,4.7,5,37,19,2.5,41,0.53919
geany-plugins,https://github.com/geany/geany-plugins,C,,429,141,0,100,3,1.0,1,61,28,2.8,182,0.53915
ApplicationInsights-JS,https://github.com/microsoft/ApplicationInsights-JS,JavaScript,"License(name=""MIT License"")",449,71,0,89,3,3.6,14,65,33,1.5,64,0.53857
Skript,https://github.com/SkriptLang/Skript,Java,"License(name=""GNU General Public License v3.0"")",438,106,1,73,2,4.9,13,287,195,1.5,69,0.53838
nucypher,https://github.com/nucypher/nucypher,Python,"License(name=""Other"")",424,42,0,38,1,46.3,24,277,166,1.1,94,0.53795
trinity-wallet,https://github.com/iotaledger/trinity-wallet,JavaScript,"License(name=""Other"")",421,41,0,44,5,6.3,19,135,100,0.8,64,0.53767
create-pull-request,https://github.com/peter-evans/create-pull-request,TypeScript,"License(name=""MIT License"")",413,18,1,13,6,4.2,29,85,77,1.6,1107,0.5376
visp,https://github.com/lagadic/visp,C++,"License(name=""GNU General Public License v2.0"")",434,190,0,88,4,10.5,1,50,42,1.2,67,0.53682
rockstor-core,https://github.com/rockstor/rockstor-core,Python,"License(name=""GNU General Public License v3.0"")",430,95,0,39,5,1.7,14,42,25,2.3,50,0.53667
diagnostics,https://github.com/nodejs/diagnostics,,"License(name=""MIT License"")",422,73,1,43,10,0.8,0,49,26,2.2,663,0.53643
nme,https://github.com/haxenme/nme,C,"License(name=""MIT License"")",428,169,0,77,4,2.2,1,22,17,1.7,315,0.53611
geomstats,https://github.com/geomstats/geomstats,Jupyter Notebook,"License(name=""MIT License"")",450,39,0,34,3,43.3,3,37,25,1.5,321,0.53607
lme4,https://github.com/lme4/lme4,HTML,"License(name=""Other"")",419,140,1,33,12,2.1,0,20,13,2.4,410,0.53407
evosuite,https://github.com/EvoSuite/evosuite,Java,"License(name=""Other"")",445,126,1,53,7,5.4,1,26,8,1.0,454,0.53393
open-stage-control,https://github.com/jean-emmanuel/open-stage-control,JavaScript,"License(name=""GNU General Public License v3.0"")",422,83,0,18,3,17.3,40,27,24,1.7,82,0.533
image,https://github.com/golang/image,Go,"License(name=""Other"")",422,109,1,43,8,0.2,0,1,1,4.0,2537,0.53218
gpb,https://github.com/tomas-abrahamsson/gpb,Erlang,"License(name=""Other"")",430,136,0,34,7,2.0,1,8,7,5.5,58,0.53104
python-certifi,https://github.com/certifi/python-certifi,Python,"License(name=""Other"")",419,110,2,25,7,0.3,4,14,8,1.9,2056,0.52965
minio-java,https://github.com/minio/minio-java,Java,"License(name=""Apache License 2.0"")",421,70,0,57,3,3.5,13,67,64,1.6,53,0.52751
PackageList,https://github.com/SwiftPackageIndex/PackageList,Swift,"License(name=""MIT License"")",425,21,0,454,10,17.4,0,159,158,0.6,3,0.527
gerrit,https://github.com/GerritCodeReview/gerrit,Java,"License(name=""Apache License 2.0"")",434,116,0,437,2,69.6,35,6,6,1.0,0,0.52635
SickGear,https://github.com/SickGear/SickGear,Python,"License(name=""GNU General Public License v3.0"")",436,84,1,101,2,4.3,70,17,17,2.1,69,0.52498
vaadin,https://github.com/vaadin/vaadin,JavaScript,,412,42,0,18,5,1.2,82,2,1,1.0,4087,0.52466
luv,https://github.com/luvit/luv,C,"License(name=""Apache License 2.0"")",450,101,0,53,5,1.8,4,12,7,1.2,280,0.52445
BitcoinUnlimited,https://github.com/BitcoinUnlimited/BitcoinUnlimited,C++,"License(name=""MIT License"")",424,139,5,572,3,6.8,3,7,6,0.7,213,0.52341
ruby,https://github.com/docker-library/ruby,Dockerfile,"License(name=""BSD 2-Clause ""Simplified"" License"")",432,81,0,36,8,0.2,0,11,9,2.5,648,0.52109
metrics-scala,https://github.com/erikvanoosten/metrics-scala,Scala,"License(name=""Apache License 2.0"")",417,118,0,88,11,2.5,9,23,21,0.0,22,0.52083
sorbet-rails,https://github.com/chanzuckerberg/sorbet-rails,Ruby,"License(name=""MIT License"")",446,21,0,37,11,2.2,11,30,20,1.8,61,0.52055
kiwi,https://github.com/nucleic/kiwi,C++,"License(name=""Other"")",439,87,0,16,8,1.2,2,11,10,5.5,76,0.51997
i18next-browser-languageDetector,https://github.com/i18next/i18next-browser-languageDetector,JavaScript,"License(name=""MIT License"")",415,64,0,23,8,0.7,8,6,5,2.3,216,0.51919
ipc-channel,https://github.com/servo/ipc-channel,Rust,"License(name=""Other"")",448,68,1,40,6,0.1,4,2,1,7.5,266,0.51864
ensmallen,https://github.com/mlpack/ensmallen,C++,"License(name=""Other"")",430,74,3,80,6,5.0,11,24,13,2.6,27,0.51819
ChibiOS,https://github.com/ChibiOS/ChibiOS,C,"License(name=""GNU General Public License v3.0"")",438,162,0,34,3,9.7,12,1,1,1.0,383,0.51571
govips,https://github.com/davidbyttow/govips,Go,"License(name=""MIT License"")",420,50,0,31,9,3.7,8,111,98,2.3,4,0.51458
TauonMusicBox,https://github.com/Taiko2k/TauonMusicBox,Python,"License(name=""GNU General Public License v3.0"")",433,60,0,15,3,14.0,37,40,22,2.9,26,0.51454
gem-release,https://github.com/svenfuchs/gem-release,Ruby,"License(name=""MIT License"")",440,132,1,35,11,0.2,5,1,1,3.0,171,0.51307
documentation,https://github.com/kata-containers/documentation,Shell,"License(name=""Apache License 2.0"")",434,38,0,68,5,1.2,20,38,24,1.1,51,0.51238
couchdb-nano,https://github.com/apache/couchdb-nano,JavaScript,"License(name=""Apache License 2.0"")",443,115,0,111,8,0.7,8,31,27,1.2,4,0.51228
picongpu,https://github.com/ComputationalRadiationPhysics/picongpu,C++,"License(name=""Other"")",441,91,8,56,6,0.8,1,127,85,5.0,108,0.51099
ts-json-schema-generator,https://github.com/vega/ts-json-schema-generator,TypeScript,"License(name=""MIT License"")",430,48,0,38,6,6.5,2,79,71,0.9,74,0.51052
inadyn,https://github.com/troglobit/inadyn,C,"License(name=""GNU General Public License v2.0"")",445,125,0,49,3,2.0,2,17,16,2.4,125,0.51022
AndroidAPS,https://github.com/MilosKozak/AndroidAPS,Java,"License(name=""GNU Affero General Public License v3.0"")",438,56,8,88,1,1.5,14,35,18,1.8,5339,0.5099
monitoring-plugins,https://github.com/monitoring-plugins/monitoring-plugins,C,"License(name=""GNU General Public License v3.0"")",419,230,1,157,7,0.4,1,105,17,0.4,100,0.50982
sec-edgar,https://github.com/sec-edgar/sec-edgar,Python,"License(name=""Apache License 2.0"")",450,87,0,16,6,7.0,9,44,37,2.4,12,0.50941
docker-plugin,https://github.com/jenkinsci/docker-plugin,Java,"License(name=""MIT License"")",447,86,1,99,4,0.9,8,19,12,3.8,20,0.50843
ichnaea,https://github.com/mozilla/ichnaea,Python,"License(name=""Apache License 2.0"")",437,94,0,38,4,7.8,7,134,82,0.9,15,0.50737
Gridcoin-Research,https://github.com/gridcoin-community/Gridcoin-Research,C++,"License(name=""MIT License"")",446,78,0,73,3,15.4,4,101,78,1.5,6,0.50635
solidity-coverage,https://github.com/sc-forks/solidity-coverage,JavaScript,"License(name=""MIT License"")",417,53,0,34,6,1.6,1,76,65,2.0,86,0.50581
ghost,https://github.com/docker-library/ghost,Dockerfile,"License(name=""MIT License"")",439,72,0,17,7,2.0,0,13,9,2.0,762,0.50558
axelor-open-suite,https://github.com/axelor/axelor-open-suite,Java,"License(name=""GNU Affero General Public License v3.0"")",426,95,0,89,1,19.2,46,276,225,0.0,14,0.50513
adafruit-beaglebone-io-python,https://github.com/adafruit/adafruit-beaglebone-io-python,C,,437,256,2,44,8,0.5,1,4,2,8.5,42,0.5046
CairoSVG,https://github.com/Kozea/CairoSVG,Python,"License(name=""GNU Lesser General Public License v3.0"")",443,127,0,35,4,0.8,2,20,12,2.3,149,0.50447
mautrix-telegram,https://github.com/tulir/mautrix-telegram,Python,"License(name=""GNU Affero General Public License v3.0"")",447,39,0,23,5,4.3,15,95,44,0.9,65,0.50425
kritis,https://github.com/grafeas/kritis,Go,"License(name=""Apache License 2.0"")",444,32,0,41,4,6.5,3,26,19,3.1,59,0.50378
RMT,https://github.com/liip/RMT,PHP,"License(name=""MIT License"")",422,102,0,31,8,0.1,6,2,2,3.5,49,0.50273
LiipMonitorBundle,https://github.com/liip/LiipMonitorBundle,PHP,,442,108,1,73,13,0.3,5,10,7,1.8,23,0.50267
dynamoid,https://github.com/Dynamoid/dynamoid,Ruby,"License(name=""MIT License"")",425,110,0,101,7,1.8,1,17,12,1.6,14,0.502
ionic-site,https://github.com/ionic-team/ionic-site,JavaScript,"License(name=""Apache License 2.0"")",434,89,0,323,2,15.5,0,11,7,0.3,127,0.50137
objc-sdk,https://github.com/qiniu/objc-sdk,Objective-C,"License(name=""MIT License"")",425,77,0,24,6,6.3,16,16,13,1.6,13,0.50134
browser,https://github.com/dothq/browser,,"License(name=""Other"")",418,22,0,35,6,13.6,1,173,170,0.4,121,0.50097
hermione,https://github.com/gemini-testing/hermione,JavaScript,"License(name=""MIT License"")",442,63,0,37,6,1.2,49,16,11,0.8,45,0.50055
Create,https://github.com/Creators-of-Create/Create,Java,"License(name=""MIT License"")",421,19,0,34,3,12.9,9,381,200,1.4,25,0.49889
platform_packages_apps_settings,https://github.com/aosp-mirror/platform_packages_apps_settings,Java,,428,149,0,1211,3,28.8,81,0,0,0,0,0.49843
ZODB,https://github.com/zopefoundation/ZODB,Python,"License(name=""Other"")",439,291,3,114,10,0.6,8,3,1,1.0,63,0.49793
scvi-tools,https://github.com/YosefLab/scvi-tools,Python,"License(name=""BSD 3-Clause ""New"" or ""Revised"" License"")",421,41,0,31,7,25.7,10,74,64,2.3,0,0.49749
yomichan,https://github.com/FooSoft/yomichan,JavaScript,"License(name=""Other"")",440,59,0,18,1,22.6,24,387,361,0.7,36,0.49619
dry-monads,https://github.com/dry-rb/dry-monads,Ruby,"License(name=""MIT License"")",436,58,0,33,12,1.5,5,11,6,1.8,26,0.49606
framework,https://github.com/dojo/framework,TypeScript,"License(name=""Other"")",444,70,0,50,4,3.7,1,26,20,1.5,92,0.49482
ember-changeset,https://github.com/poteto/ember-changeset,JavaScript,"License(name=""MIT License"")",414,56,1,58,9,2.8,4,22,12,1.3,28,0.49434
sharp,https://github.com/code16/sharp,PHP,"License(name=""MIT License"")",418,46,1,27,4,5.9,18,20,15,0.6,261,0.49387
Vitis-AI,https://github.com/Xilinx/Vitis-AI,C++,"License(name=""Apache License 2.0"")",425,15,0,45,3,13.3,4,106,53,2.4,38,0.49326
prometheus-cpp,https://github.com/jupp0r/prometheus-cpp,C++,"License(name=""Other"")",446,53,0,52,5,1.5,3,70,52,0.9,57,0.49269
django-contrib-comments,https://github.com/django/django-contrib-comments,Python,"License(name=""Other"")",424,96,0,35,7,0.5,2,11,9,1.8,65,0.49163
jsonrpc,https://github.com/paritytech/jsonrpc,Rust,"License(name=""MIT License"")",431,61,0,62,3,0.7,1,22,13,1.4,446,0.49157
jvcl,https://github.com/project-jedi/jvcl,Pascal,"License(name=""Other"")",449,229,0,77,3,0.7,2,6,5,1.3,207,0.49152
xst,https://github.com/gnotclub/xst,C,"License(name=""MIT License"")",440,155,1,125,4,1.7,1,18,14,3.5,12,0.49134
styler,https://github.com/r-lib/styler,R,,444,51,0,18,8,6.5,3,87,72,0.8,26,0.48972
nova-flexible-content,https://github.com/whitecube/nova-flexible-content,PHP,"License(name=""MIT License"")",438,23,0,38,8,1.0,11,35,13,1.2,47,0.48897
jni-rs,https://github.com/jni-rs/jni-rs,Rust,"License(name=""Other"")",418,51,0,40,5,0.8,4,41,24,2.5,30,0.48894
ipmitool,https://github.com/ipmitool/ipmitool,C,"License(name=""Other"")",415,209,3,92,4,0.6,2,16,2,2.0,255,0.48863
clickhouse-operator,https://github.com/Altinity/clickhouse-operator,Go,"License(name=""Apache License 2.0"")",426,25,1,20,3,19.9,14,70,51,1.0,129,0.48856
plantuml4idea,https://github.com/esteinberg/plantuml4idea,Java,"License(name=""Apache License 2.0"")",413,106,0,19,6,1.8,9,30,25,2.6,6,0.48695
jenkins,https://github.com/sous-chefs/jenkins,Ruby,"License(name=""Apache License 2.0"")",415,121,2,176,9,0.9,3,58,51,1.0,2,0.48689
xpad,https://github.com/paroj/xpad,C,,437,68,2,27,3,0.1,1,7,2,0.6,48106,0.48619
Easer,https://github.com/renyuneyun/Easer,Java,"License(name=""GNU General Public License v3.0"")",416,59,0,85,5,2.9,28,15,2,1.2,5,0.48572
testcontainers-spring-boot,https://github.com/Playtika/testcontainers-spring-boot,Java,"License(name=""MIT License"")",433,40,0,51,3,7.4,28,101,91,1.5,2,0.48508
phonenumbers,https://github.com/nyaruka/phonenumbers,Go,"License(name=""MIT License"")",413,45,0,14,6,0.4,18,13,9,1.9,101,0.48472
couchnode,https://github.com/couchbase/couchnode,JavaScript,"License(name=""Apache License 2.0"")",438,105,0,43,7,2.3,11,2,2,2.0,7,0.48472
html5boilerplate.com,https://github.com/h5bp/html5boilerplate.com,JavaScript,"License(name=""MIT License"")",440,132,1,59,10,0.2,0,1,1,0.0,2499,0.48437
replxx,https://github.com/AmokHuginnsson/replxx,C++,"License(name=""Other"")",423,132,1,38,9,0.8,0,21,15,2.5,38,0.48417
angularx-social-login,https://github.com/abacritt/angularx-social-login,TypeScript,,433,43,1,44,6,1.8,2,63,46,2.7,26,0.48352
learninglocker,https://github.com/LearningLocker/learninglocker,JavaScript,"License(name=""GNU General Public License v3.0"")",427,85,3,48,5,0.5,22,8,2,0.4,512,0.48248
terminology,https://github.com/borisfaure/terminology,C,"License(name=""Other"")",426,105,0,83,7,10.1,4,15,13,1.3,0,0.48125
TabularEditor,https://github.com/otykier/TabularEditor,C#,"License(name=""Other"")",437,51,0,13,1,6.7,24,122,77,1.8,75,0.48072
lsp-java,https://github.com/emacs-lsp/lsp-java,Emacs Lisp,"License(name=""GNU General Public License v3.0"")",431,46,0,32,4,1.1,3,30,16,3.2,46,0.48059
knapsack,https://github.com/ArturT/knapsack,Ruby,"License(name=""MIT License"")",422,80,2,34,7,0.3,8,3,1,2.3,157,0.48057
svelte-loader,https://github.com/sveltejs/svelte-loader,JavaScript,"License(name=""MIT License"")",431,50,0,31,3,0.5,9,40,37,3.5,24,0.48052
openmeetings,https://github.com/apache/openmeetings,Java,"License(name=""Apache License 2.0"")",446,71,0,19,4,12.3,3,10,6,1.2,89,0.47958
Commando,https://github.com/discordjs/Commando,JavaScript,"License(name=""Apache License 2.0"")",415,53,0,36,6,0.4,2,59,42,1.1,61,0.47815
tensorflow-opencl,https://github.com/benoitsteiner/tensorflow-opencl,C++,"License(name=""Apache License 2.0"")",439,63,39,1219,7,0.0,0,1,0,1.0,1736,0.47783
vuetify-module,https://github.com/nuxt-community/vuetify-module,TypeScript,"License(name=""Other"")",436,24,0,24,5,0.6,3,60,38,1.7,181,0.47769
jekyll-import,https://github.com/jekyll/jekyll-import,Ruby,"License(name=""MIT License"")",422,97,0,127,9,0.5,2,10,5,0.4,13,0.47653
digitalocean-cloud-controller-manager,https://github.com/digitalocean/digitalocean-cloud-controller-manager,Go,"License(name=""Apache License 2.0"")",411,44,1,35,5,1.0,8,18,12,3.3,30,0.47582
time-picker,https://github.com/react-component/time-picker,JavaScript,"License(name=""MIT License"")",410,64,5,50,8,0.1,12,11,8,1.5,91,0.47457
JWTRefreshTokenBundle,https://github.com/markitosgv/JWTRefreshTokenBundle,PHP,"License(name=""MIT License"")",411,65,0,41,12,0.2,3,28,15,1.5,9,0.4741
scripts.irssi.org,https://github.com/irssi/scripts.irssi.org,Perl,,444,81,0,162,4,1.7,0,27,19,1.1,19,0.4736
flatcc,https://github.com/dvidelabs/flatcc,C,"License(name=""Apache License 2.0"")",417,63,0,24,2,1.9,5,12,4,10.8,11,0.47307
arduino-builder,https://github.com/arduino/arduino-builder,Go,"License(name=""GNU General Public License v2.0"")",415,73,1,19,7,0.3,4,6,4,2.3,160,0.47288
PermissionsEx,https://github.com/PEXPlugins/PermissionsEx,Java,"License(name=""Other"")",446,119,0,37,5,3.3,3,70,67,0.4,11,0.47284
agentkeepalive,https://github.com/node-modules/agentkeepalive,JavaScript,"License(name=""MIT License"")",443,102,7,22,10,0.2,5,1,0,13.0,19,0.47252
cloverage,https://github.com/cloverage/cloverage,Clojure,"License(name=""Eclipse Public License 2.0"")",424,131,0,61,9,1.2,1,4,3,1.0,17,0.47236
node-jose,https://github.com/cisco/node-jose,JavaScript,"License(name=""Apache License 2.0"")",448,65,3,27,7,0.2,5,4,1,7.8,36,0.47086
acme-client,https://github.com/unixcharles/acme-client,Ruby,"License(name=""MIT License"")",426,66,3,49,10,0.3,3,2,2,2.0,113,0.47078
incubator-ratis,https://github.com/apache/incubator-ratis,Java,"License(name=""Apache License 2.0"")",410,54,0,55,4,6.7,4,185,180,2.0,0,0.47056
markdown,https://github.com/gomarkdown/markdown,Go,"License(name=""Other"")",425,118,2,65,6,0.5,0,11,8,3.0,49,0.46971
Agrume,https://github.com/JanGorman/Agrume,Swift,"License(name=""MIT License"")",432,69,1,31,7,1.7,12,17,16,1.1,16,0.46949
activerecord-session_store,https://github.com/rails/activerecord-session_store,Ruby,"License(name=""MIT License"")",411,103,7,51,8,0.0,1,11,6,1.6,369,0.46943
pydruid,https://github.com/druid-io/pydruid,Python,"License(name=""Other"")",410,90,0,61,8,0.5,4,11,4,0.2,34,0.46786
traccar-web,https://github.com/traccar/traccar-web,JavaScript,"License(name=""GNU General Public License v3.0"")",442,100,0,30,4,3.6,3,21,13,3.6,3,0.46696
resolve,https://github.com/reimagined/resolve,JavaScript,"License(name=""MIT License"")",445,46,0,40,3,10.6,3,76,61,0.2,45,0.46642
tinyformat,https://github.com/c42f/tinyformat,C++,,419,116,2,18,3,0.1,1,7,6,1.4,3848,0.4662
