name,url,language,license,stars,created_since,updated_since,contributor_count,org_count,commit_frequency,recent_releases_count,updated_issues_count,closed_issues_count,comment_frequency,dependents_count,criticality_score
Paradise,https://github.com/ParadiseSS13/Paradise,DM,"License(name=""Other"")",238,127,0,696,2,52.5,0,800,614,1.9,9259,0.71964
microsoft-365-docs,https://github.com/MicrosoftDocs/microsoft-365-docs,PowerShell,"License(name=""Other"")",240,37,0,445,3,242.1,0,836,698,1.9,2165,0.69393
deck,https://github.com/spinnaker/deck,TypeScript,"License(name=""Apache License 2.0"")",243,80,0,286,5,21.4,304,190,173,0.7,540,0.67109
eslint-plugin-ember,https://github.com/ember-cli/eslint-plugin-ember,JavaScript,"License(name=""MIT License"")",240,59,0,110,9,9.9,44,92,85,0.5,3780,0.66999
conda-build,https://github.com/conda/conda-build,Python,"License(name=""Other"")",243,86,0,209,8,8.6,15,97,48,1.5,782,0.66997
btrfs-progs,https://github.com/kdave/btrfs-progs,C,"License(name=""GNU General Public License v2.0"")",244,170,0,290,4,5.8,8,37,9,1.5,4225,0.6548
avocado,https://github.com/avocado-framework/avocado,Python,"License(name=""Other"")",239,84,0,84,9,17.0,1,155,94,2.6,1194,0.65401
firedrake,https://github.com/firedrakeproject/firedrake,Python,"License(name=""Other"")",241,89,0,83,7,12.9,17,134,71,1.9,207,0.63551
PyMISP,https://github.com/MISP/PyMISP,Python,"License(name=""Other"")",242,84,0,120,5,6.6,15,98,71,3.1,154,0.62497
llvm-propeller,https://github.com/google/llvm-propeller,C++,"License(name=""Apache License 2.0"")",240,239,3,2444,5,433.5,0,1,0,1.0,242,0.6232
warnings-ng-plugin,https://github.com/jenkinsci/warnings-ng-plugin,Java,"License(name=""MIT License"")",239,155,0,245,5,15.4,15,97,91,1.2,43,0.61896
text,https://github.com/haskell/text,Haskell,"License(name=""BSD 2-Clause ""Simplified"" License"")",244,146,2,77,10,0.2,6,11,4,2.5,8763,0.61075
zinc,https://github.com/sbt/zinc,Scala,"License(name=""Apache License 2.0"")",244,141,0,91,8,5.0,12,36,31,1.0,350,0.61003
react-native-tvos,https://github.com/react-native-tvos/react-native-tvos,JavaScript,"License(name=""Other"")",240,73,0,2781,6,13.0,9,48,37,2.1,0,0.60619
zds-site,https://github.com/zestedesavoir/zds-site,Python,"License(name=""Other"")",238,88,1,122,7,5.8,44,70,38,2.4,84,0.60586
asciidoctor-intellij-plugin,https://github.com/asciidoctor/asciidoctor-intellij-plugin,Java,"License(name=""Apache License 2.0"")",245,91,0,46,9,12.3,110,88,78,1.9,35,0.60376
skylight-ruby,https://github.com/skylightio/skylight-ruby,Ruby,"License(name=""Other"")",238,91,0,41,7,2.9,24,17,13,2.5,507,0.59989
Flow.Launcher,https://github.com/Flow-Launcher/Flow.Launcher,C#,"License(name=""MIT License"")",246,87,0,109,4,17.6,17,151,117,4.7,7,0.5988
auspice,https://github.com/nextstrain/auspice,JavaScript,"License(name=""GNU Affero General Public License v3.0"")",246,58,0,68,7,11.6,44,95,58,1.6,66,0.59661
ModelicaStandardLibrary,https://github.com/modelica/ModelicaStandardLibrary,Modelica,"License(name=""BSD 3-Clause ""New"" or ""Revised"" License"")",239,217,0,86,8,7.0,9,123,61,1.8,29,0.59179
asammdf,https://github.com/danielhrisca/asammdf,Python,"License(name=""GNU Lesser General Public License v3.0"")",239,43,0,27,5,11.3,43,52,43,4.8,106,0.58628
qtconsole,https://github.com/jupyter/qtconsole,Python,"License(name=""BSD 3-Clause ""New"" or ""Revised"" License"")",244,189,0,107,10,1.7,2,23,15,1.0,527,0.58408
py-amqp,https://github.com/celery/py-amqp,Python,"License(name=""Other"")",246,161,0,88,6,1.2,3,13,11,3.8,365,0.58307
neos-ui,https://github.com/neos/neos-ui,JavaScript,"License(name=""GNU General Public License v3.0"")",238,63,2,87,12,3.6,44,85,59,1.0,181,0.58298
ttk,https://github.com/topology-tool-kit/ttk,C++,"License(name=""Other"")",241,48,0,49,6,29.9,7,39,37,2.2,131,0.58205
docs,https://github.com/aws-amplify/docs,TypeScript,"License(name=""Apache License 2.0"")",242,29,0,314,4,32.9,0,390,285,1.0,151,0.58109
OWSLib,https://github.com/geopython/OWSLib,Python,"License(name=""BSD 3-Clause ""New"" or ""Revised"" License"")",239,180,0,124,9,1.1,3,40,22,1.6,142,0.57821
WikiEduDashboard,https://github.com/WikiEducationFoundation/WikiEduDashboard,Ruby,"License(name=""MIT License"")",246,75,0,159,5,19.8,0,82,55,1.0,325,0.57752
ec2-plugin,https://github.com/jenkinsci/ec2-plugin,Java,"License(name=""MIT License"")",243,149,1,213,9,2.3,16,58,48,1.2,21,0.57667
MapStore2,https://github.com/geosolutions-it/MapStore2,JavaScript,"License(name=""Other"")",245,67,0,76,5,13.0,5,797,712,0.7,60,0.57608
osu-wiki,https://github.com/ppy/osu-wiki,Markdown,"License(name=""Other"")",239,54,0,400,1,139.3,0,705,614,0.6,106,0.57547
terraform-provider-auth0,https://github.com/alexkappa/terraform-provider-auth0,Go,"License(name=""Mozilla Public License 2.0"")",241,33,0,66,9,6.0,27,69,37,2.3,32,0.57541
artiq,https://github.com/m-labs/artiq,Python,"License(name=""Other"")",243,82,0,49,6,6.9,1,77,49,2.7,230,0.56972
flopy,https://github.com/modflowpy/flopy,Python,,242,75,0,52,5,2.6,2,32,25,1.9,1518,0.56843
couchbase-net-client,https://github.com/couchbase/couchbase-net-client,C#,"License(name=""Apache License 2.0"")",244,116,1,59,9,5.0,14,5,3,6.0,24,0.56698
libiio,https://github.com/analogdevicesinc/libiio,C,"License(name=""Other"")",245,85,0,58,2,6.6,4,39,30,2.0,1514,0.5662
omnifaces,https://github.com/omnifaces/omnifaces,Java,"License(name=""Other"")",240,109,0,19,7,4.7,7,43,36,3.5,108,0.56585
saspy,https://github.com/sassoftware/saspy,Python,"License(name=""Other"")",240,68,0,24,9,2.2,16,31,29,5.9,25,0.56394
Lesswrong2,https://github.com/LessWrong2/Lesswrong2,TypeScript,"License(name=""Other"")",239,103,0,267,6,47.8,6,323,284,0.6,0,0.56369
CodeNarc,https://github.com/CodeNarc/CodeNarc,Groovy,"License(name=""Apache License 2.0"")",246,146,0,57,7,3.8,3,33,24,2.2,93,0.5607
federalist,https://github.com/18F/federalist,JavaScript,"License(name=""Other"")",240,69,0,45,8,15.7,0,188,158,0.4,361,0.55686
astra,https://github.com/brainstormforce/astra,PHP,,241,46,0,37,1,36.8,25,300,252,0.1,1021,0.55487
fluidity,https://github.com/FluidityProject/fluidity,Fortran,"License(name=""GNU Lesser General Public License v2.1"")",244,135,0,73,8,2.4,1,14,9,3.6,75,0.55457
gradle-node-plugin,https://github.com/node-gradle/gradle-node-plugin,Groovy,"License(name=""Apache License 2.0"")",240,87,0,43,8,3.8,4,21,16,7.0,13,0.55408
ioBroker.javascript,https://github.com/ioBroker/ioBroker.javascript,JavaScript,"License(name=""MIT License"")",242,79,0,45,2,6.1,41,80,53,2.3,106,0.55171
bioperl-live,https://github.com/bioperl/bioperl-live,Perl,,246,269,3,199,9,0.1,4,8,4,1.5,506,0.55018
autoptimize,https://github.com/futtta/autoptimize,PHP,"License(name=""GNU General Public License v2.0"")",243,77,0,43,6,5.4,9,11,8,3.5,59,0.54916
IXP-Manager,https://github.com/inex/IXP-Manager,PHP,"License(name=""GNU General Public License v2.0"")",244,118,1,32,8,3.9,6,12,1,0.9,1580,0.54823
Advanced-R-Solutions,https://github.com/Tazinho/Advanced-R-Solutions,R,,239,54,0,23,9,12.5,0,67,63,1.1,514,0.5447
SAI,https://github.com/opencomputeproject/SAI,Python,"License(name=""Other"")",244,75,0,114,8,1.4,7,49,35,1.1,33,0.54362
syncthing-android,https://github.com/Catfriend1/syncthing-android,Java,"License(name=""Mozilla Public License 2.0"")",245,84,0,43,3,3.4,17,24,18,3.9,65,0.54348
domain-list-community,https://github.com/v2fly/domain-list-community,Go,"License(name=""MIT License"")",243,30,0,79,3,33.8,323,124,120,0.9,21,0.54171
bitnami-docker-mariadb,https://github.com/bitnami/bitnami-docker-mariadb,Shell,"License(name=""Other"")",243,69,0,30,5,28.9,855,9,5,4.8,6,0.54144
TACTIC,https://github.com/Southpaw-TACTIC/TACTIC,JavaScript,"License(name=""Eclipse Public License 1.0"")",244,92,0,53,3,6.0,7,26,22,0.4,924,0.54081
keycloak-documentation,https://github.com/keycloak/keycloak-documentation,HTML,"License(name=""Other"")",244,58,1,223,4,3.5,11,56,24,2.5,21,0.54018
datashare,https://github.com/ICIJ/datashare,Java,"License(name=""GNU Affero General Public License v3.0"")",242,58,0,12,2,12.6,147,123,74,0.9,868,0.53974
controller-tools,https://github.com/kubernetes-sigs/controller-tools,Go,"License(name=""Apache License 2.0"")",246,32,0,70,6,1.1,7,86,30,2.4,110,0.53968
jackson-dataformats-text,https://github.com/FasterXML/jackson-dataformats-text,Java,,246,47,0,31,5,3.3,9,41,25,1.0,676,0.53914
ravada,https://github.com/UPC/ravada,Perl,"License(name=""GNU Affero General Public License v3.0"")",243,58,0,68,3,5.7,13,99,85,0.4,225,0.53854
netket,https://github.com/netket/netket,Python,"License(name=""Apache License 2.0"")",246,34,0,40,6,11.5,2,64,46,3.7,47,0.53839
proc-macro2,https://github.com/alexcrichton/proc-macro2,Rust,"License(name=""Other"")",246,45,0,23,6,3.6,16,7,5,1.6,635,0.53677
neo4j-java-driver,https://github.com/neo4j/neo4j-java-driver,Java,"License(name=""Apache License 2.0"")",240,70,0,48,4,1.6,16,50,45,0.4,464,0.53589
data,https://github.com/atk4/data,PHP,"License(name=""MIT License"")",243,58,0,19,7,4.6,11,76,67,1.2,94,0.53275
Distances.jl,https://github.com/JuliaStats/Distances.jl,Julia,"License(name=""Other"")",239,78,0,34,12,0.6,5,31,27,3.1,29,0.53084
mipt-mips,https://github.com/MIPT-ILab/mipt-mips,C++,"License(name=""MIT License"")",246,103,1,152,5,6.2,1,79,76,1.4,31,0.52935
find-and-replace,https://github.com/atom/find-and-replace,JavaScript,"License(name=""MIT License"")",239,91,2,99,4,0.2,39,23,14,1.0,393,0.52931
bazel-watcher,https://github.com/bazelbuild/bazel-watcher,Go,"License(name=""Apache License 2.0"")",238,47,0,56,6,1.4,6,34,24,2.4,79,0.52905
aws-xray-sdk-python,https://github.com/aws/aws-xray-sdk-python,Python,"License(name=""Apache License 2.0"")",240,41,0,59,9,1.0,2,40,23,1.4,190,0.5281
OpenROAD,https://github.com/The-OpenROAD-Project/OpenROAD,Verilog,"License(name=""Other"")",246,15,0,38,5,49.7,1,53,30,2.0,182,0.52765
podlove-publisher,https://github.com/podlove/podlove-publisher,PHP,"License(name=""MIT License"")",238,109,2,70,6,5.5,49,22,8,1.2,35,0.52683
spring-framework-petclinic,https://github.com/spring-petclinic/spring-framework-petclinic,Java,"License(name=""Apache License 2.0"")",245,98,0,43,9,0.6,2,13,13,0.2,860,0.52321
google-auth-library-java,https://github.com/googleapis/google-auth-library-java,Java,"License(name=""Other"")",242,73,0,52,4,1.2,6,55,49,1.4,128,0.52149
core,https://github.com/vmangos/core,C++,"License(name=""GNU General Public License v2.0"")",243,47,0,99,1,12.2,0,305,174,1.1,560,0.52031
maps,https://github.com/nextcloud/maps,JavaScript,"License(name=""GNU Affero General Public License v3.0"")",239,79,0,35,6,8.8,4,62,23,1.4,31,0.51941
hub,https://github.com/helm/hub,,"License(name=""Apache License 2.0"")",241,30,4,276,14,3.9,0,13,12,1.1,365,0.51809
dry-schema,https://github.com/dry-rb/dry-schema,Ruby,"License(name=""MIT License"")",243,46,0,27,12,4.9,8,21,11,2.0,26,0.51781
FS19_AutoDrive,https://github.com/Stephan-S/FS19_AutoDrive,Lua,,242,24,0,31,1,15.3,8,233,181,3.2,117,0.51551
jasmine-spec-reporter,https://github.com/bcaudan/jasmine-spec-reporter,TypeScript,"License(name=""Apache License 2.0"")",239,83,1,17,6,1.9,4,26,23,1.5,705,0.51507
naucse.python.cz,https://github.com/pyvec/naucse.python.cz,Jupyter Notebook,"License(name=""Other"")",242,54,1,68,10,1.4,0,13,8,1.1,723,0.51378
commons-imaging,https://github.com/apache/commons-imaging,Java,"License(name=""Apache License 2.0"")",246,162,0,37,6,2.5,2,13,9,1.9,84,0.51351
appium-dotnet-driver,https://github.com/appium/appium-dotnet-driver,C#,"License(name=""Apache License 2.0"")",244,83,0,51,9,0.7,4,16,11,2.6,19,0.51338
django-reversion-compare,https://github.com/jedie/django-reversion-compare,Python,"License(name=""Other"")",238,150,1,76,10,1.5,3,9,7,1.7,31,0.51319
brewtarget,https://github.com/Brewtarget/brewtarget,C++,"License(name=""Other"")",245,147,1,70,6,1.5,1,52,23,3.5,22,0.51126
prisma-engines,https://github.com/prisma/prisma-engines,Rust,"License(name=""Apache License 2.0"")",244,24,0,24,4,29.2,736,270,220,0.3,27,0.51056
Warewolf,https://github.com/Warewolf-ESB/Warewolf,C#,,238,77,0,77,3,37.1,97,0,0,0,178,0.50907
haml-lint,https://github.com/sds/haml-lint,Ruby,"License(name=""MIT License"")",239,90,1,61,11,0.4,4,3,3,3.3,44,0.50906
notebook,https://github.com/indentlabs/notebook,Ruby,"License(name=""MIT License"")",245,99,0,21,6,14.5,1,69,66,0.3,123,0.50882
webdav-client,https://github.com/perry-mitchell/webdav-client,JavaScript,"License(name=""MIT License"")",240,52,0,38,6,2.1,13,17,9,2.2,32,0.50836
mdoc,https://github.com/scalameta/mdoc,Scala,"License(name=""Apache License 2.0"")",238,40,0,33,9,3.1,13,46,39,1.2,15,0.50785
JavaPackager,https://github.com/fvarrui/JavaPackager,Java,"License(name=""GNU General Public License v3.0"")",246,23,0,12,4,13.2,19,28,26,4.3,34,0.50696
Instabug-iOS,https://github.com/Instabug/Instabug-iOS,Objective-C,"License(name=""Other"")",241,89,0,84,6,0.6,24,19,15,4.5,0,0.50621
node-unblocker,https://github.com/nfriedly/node-unblocker,JavaScript,"License(name=""GNU Affero General Public License v3.0"")",241,120,0,12,5,0.5,4,12,9,3.1,260,0.50531
RPostgres,https://github.com/r-dbi/RPostgres,C++,"License(name=""GNU General Public License v3.0"")",241,74,0,30,6,2.8,2,263,244,0.9,30,0.5039
sqltoolsservice,https://github.com/microsoft/sqltoolsservice,C#,"License(name=""Other"")",243,55,0,71,4,3.1,97,53,48,0.4,22,0.50363
duniter,https://github.com/duniter/duniter,TypeScript,"License(name=""Other"")",246,93,1,39,7,5.8,60,3,2,0.0,205,0.50254
TMPE,https://github.com/CitiesSkylinesMods/TMPE,C#,"License(name=""MIT License"")",239,72,1,33,5,8.5,16,63,29,3.0,4,0.50237
ControlSystems.jl,https://github.com/JuliaControl/ControlSystems.jl,Julia,"License(name=""Other"")",246,73,0,24,3,2.0,6,93,58,2.7,52,0.5022
eslint-config-standard-with-typescript,https://github.com/standard/eslint-config-standard-with-typescript,TypeScript,,246,41,0,21,7,4.0,10,53,46,0.5,93,0.50212
unparser,https://github.com/mbj/unparser,Ruby,"License(name=""MIT License"")",246,95,0,24,5,2.0,7,64,61,1.1,45,0.50209
hyphe,https://github.com/medialab/hyphe,JavaScript,"License(name=""GNU Affero General Public License v3.0"")",246,123,0,24,10,0.6,1,11,8,1.6,108,0.50159
opentelemetry-rust,https://github.com/open-telemetry/opentelemetry-rust,Rust,"License(name=""Apache License 2.0"")",245,15,0,40,10,4.6,14,140,125,2.1,2,0.5012
spring-integration-extensions,https://github.com/spring-projects/spring-integration-extensions,Java,,242,110,1,50,10,0.6,5,6,5,1.8,40,0.50086
runtime-tools,https://github.com/opencontainers/runtime-tools,Go,"License(name=""Apache License 2.0"")",238,65,0,46,8,0.1,2,3,3,3.0,104,0.49959
klayout,https://github.com/KLayout/klayout,C++,"License(name=""Other"")",244,48,0,22,4,14.5,6,65,41,1.4,37,0.49958
cayenne,https://github.com/apache/cayenne,Java,,246,171,2,55,4,3.2,3,11,3,0.5,1007,0.49799
pandas-gbq,https://github.com/pydata/pandas-gbq,Python,"License(name=""BSD 3-Clause ""New"" or ""Revised"" License"")",238,48,0,29,10,0.3,4,36,22,1.5,55,0.49792
retriever,https://github.com/weecology/retriever,Python,"License(name=""Other"")",238,130,0,65,11,1.2,1,9,5,1.2,25,0.49698
django-oscar-api,https://github.com/django-oscar/django-oscar-api,Python,"License(name=""Other"")",246,96,1,42,7,1.0,9,19,16,0.7,84,0.49648
dcos-ui,https://github.com/dcos/dcos-ui,TypeScript,"License(name=""Apache License 2.0"")",246,58,1,78,5,10.7,185,14,6,0.4,23,0.49575
node2nix,https://github.com/svanderburg/node2nix,Nix,"License(name=""MIT License"")",240,77,0,31,8,0.6,2,31,18,1.6,52,0.49404
COSMOS,https://github.com/BallAerospace/COSMOS,Ruby,"License(name=""Other"")",240,74,0,36,2,6.4,4,48,37,1.4,91,0.4926
opendistro-build,https://github.com/opendistro-for-elasticsearch/opendistro-build,Shell,"License(name=""Apache License 2.0"")",239,24,0,48,6,9.1,7,142,116,0.9,8,0.49224
ssh2-rs,https://github.com/alexcrichton/ssh2-rs,Rust,"License(name=""Other"")",239,77,2,48,5,0.4,7,20,14,2.7,74,0.49085
curses,https://github.com/ruby/curses,C,"License(name=""Other"")",243,92,2,21,7,0.5,3,3,2,2.0,986,0.49071
maftools,https://github.com/PoisonAlien/maftools,R,"License(name=""MIT License"")",239,62,0,20,9,1.8,0,39,33,3.8,24,0.49035
pytest-selenium,https://github.com/pytest-dev/pytest-selenium,Python,"License(name=""Other"")",240,116,0,40,7,0.3,4,8,6,1.9,29,0.4894
charts,https://github.com/sentry-kubernetes/charts,HTML,"License(name=""MIT License"")",240,12,0,36,9,2.9,65,77,42,2.0,4,0.48918
YALMIP,https://github.com/yalmip/YALMIP,MATLAB,"License(name=""Other"")",241,104,0,18,6,6.3,1,6,5,3.5,30,0.48841
reef-pi,https://github.com/reef-pi/reef-pi,JavaScript,"License(name=""Other"")",241,57,0,20,8,4.6,7,152,115,1.4,3,0.48754
caniuse-lite,https://github.com/ben-eb/caniuse-lite,JavaScript,"License(name=""Creative Commons Attribution 4.0 International"")",247,49,0,7,2,5.3,110,4,4,0.8,2830,0.48717
metamask-mobile,https://github.com/MetaMask/metamask-mobile,JavaScript,,241,31,0,26,4,6.7,16,336,202,1.1,7,0.48601
rascal,https://github.com/guidesmiths/rascal,JavaScript,"License(name=""ISC License"")",239,71,1,31,8,1.6,26,7,7,3.7,3,0.48579
tnoodle,https://github.com/thewca/tnoodle,Kotlin,"License(name=""GNU General Public License v3.0"")",240,130,1,48,6,8.2,7,10,9,1.3,8,0.48573
chaco,https://github.com/enthought/chaco,Python,"License(name=""Other"")",244,167,0,119,3,0.5,2,28,14,1.1,43,0.48572
nginx-wiki,https://github.com/nginxinc/nginx-wiki,HTML,"License(name=""Other"")",245,70,1,176,10,0.8,0,14,11,1.2,24,0.48525
vision_opencv,https://github.com/ros-perception/vision_opencv,C++,,239,141,5,65,8,0.2,14,22,4,1.1,50,0.48342
django-mptt-admin,https://github.com/mbraak/django-mptt-admin,JavaScript,"License(name=""Other"")",243,97,0,33,7,1.4,5,17,16,0.8,27,0.48302
FirefoxLite,https://github.com/mozilla-mobile/FirefoxLite,Java,"License(name=""Other"")",242,50,0,64,6,9.9,8,1003,1000,0.0,0,0.48258
cle,https://github.com/angr/cle,Python,"License(name=""BSD 2-Clause ""Simplified"" License"")",240,80,0,69,2,1.9,3,9,8,2.2,81,0.48139
stainless,https://github.com/epfl-lara/stainless,HTML,"License(name=""Apache License 2.0"")",238,101,0,32,5,2.8,7,42,33,0.5,20,0.47993
autocomplete-python,https://github.com/autocomplete-python/autocomplete-python,CoffeeScript,"License(name=""GNU General Public License v2.0"")",243,70,0,34,5,0.2,28,8,2,1.9,25,0.47898
horde,https://github.com/horde/horde,,,246,204,40,143,11,0.0,207,0,0,0,2259,0.47879
